Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"McLean County, IL",17113,18,166825,Unreliable,Unreliable
,"Macon County, IL",17115,10,110588,Unreliable,Unreliable
,"Madison County, IL",17119,40,268232,14.9,15
,"Peoria County, IL",17143,29,184803,15.7,15.1
,"Rock Island County, IL",17161,18,147501,Unreliable,Unreliable
,"St. Clair County, IL",17163,29,266518,10.9,11
,"Sangamon County, IL",17167,11,195094,Unreliable,Unreliable
,"Tazewell County, IL",17179,19,133893,Unreliable,Unreliable
,"Vermilion County, IL",17183,12,81930,Unreliable,Unreliable
,"Whiteside County, IL",17195,11,58784,Unreliable,Unreliable
,"Will County, IL",17197,63,671392,9.4,9.4
,"Williamson County, IL",17199,14,65674,Unreliable,Unreliable
,"Winnebago County, IL",17201,68,295726,23,24
,"Allen County, IN",18003,31,351264,8.8,9
,"Bartholomew County, IN",18005,16,76080,Unreliable,Unreliable
,"Clark County, IN",18019,17,107406,Unreliable,Unreliable
,"Delaware County, IN",18035,18,117007,Unreliable,Unreliable
,"Elkhart County, IN",18039,22,197762,11.1,11.1
,"Floyd County, IN",18043,11,73775,Unreliable,Unreliable
,"Hamilton County, IN",18057,10,261974,Unreliable,Unreliable
,"Hancock County, IN",18059,10,68107,Unreliable,Unreliable
,"Hendricks County, IN",18063,14,140710,Unreliable,Unreliable
,"Henry County, IN",18065,18,49420,Unreliable,Unreliable
,"Howard County, IN",18067,21,83472,25.2,24.6
,"Johnson County, IN",18081,17,136933,Unreliable,Unreliable
,"Lake County, IN",18089,37,495479,7.5,7.4
,"Lawrence County, IN",18093,12,46233,Unreliable,Unreliable
,"Madison County, IN",18095,24,131537,18.2,19.3
,"Marion County, IN",18097,148,889504,16.6,16.6
,"Monroe County, IN",18105,22,134401,16.4,18.6
,"Morgan County, IN",18109,13,68964,Unreliable,Unreliable
,"Porter County, IN",18127,25,162538,15.4,15.5
,"St. Joseph County, IN",18141,20,267282,7.5,7.7
,"Sullivan County, IN",18153,12,21550,Unreliable,Unreliable
,"Tippecanoe County, IN",18157,17,169039,Unreliable,Unreliable
,"Vanderburgh County, IN",18163,45,178053,25.3,26.2
,"Vigo County, IN",18167,13,106972,Unreliable,Unreliable
,"Wabash County, IN",18169,10,33238,Unreliable,Unreliable
,"Warrick County, IN",18173,10,58435,Unreliable,Unreliable
,"Wayne County, IN",18177,12,69093,Unreliable,Unreliable
,"Linn County, IA",19113,13,208558,Unreliable,Unreliable
,"Polk County, IA",19153,42,419495,10,9.6
,"Scott County, IA",19163,22,161824,13.6,14.5
,"Johnson County, KS",20091,38,532175,7.1,7
,"Leavenworth County, KS",20103,10,74560,Unreliable,Unreliable
,"Sedgwick County, KS",20173,57,486077,11.7,11.8
,"Shawnee County, KS",20177,18,175449,Unreliable,Unreliable
,"Wyandotte County, KS",20209,21,155092,13.5,14.4
,"Bath County, KY",21011,11,11647,Unreliable,Unreliable
,"Bell County, KY",21013,14,28836,Unreliable,Unreliable
,"Boone County, KY",21015,22,115262,19.1,19.2
,"Boyd County, KY",21019,25,49244,50.8,51.2
,"Breathitt County, KY",21025,10,14249,Unreliable,Unreliable
,"Campbell County, KY",21037,21,88548,23.7,24.1
,"Carter County, KY",21043,16,27752,Unreliable,Unreliable
,"Clark County, KY",21049,15,35256,Unreliable,Unreliable
,"Daviess County, KY",21059,15,95411,Unreliable,Unreliable
,"Fayette County, KY",21067,33,287683,11.5,11.1
,"Floyd County, KY",21071,15,39964,Unreliable,Unreliable
,"Greenup County, KY",21089,11,37106,Unreliable,Unreliable
,"Henderson County, KY",21101,10,46046,Unreliable,Unreliable
,"Hopkins County, KY",21107,13,47051,Unreliable,Unreliable
,"Jefferson County, KY",21111,94,730194,12.9,12.8
,"Jessamine County, KY",21113,16,47429,Unreliable,Unreliable
,"Kenton County, KY",21117,37,158258,23.4,22.9
,"Knox County, KY",21121,17,31746,Unreliable,Unreliable
,"Laurel County, KY",21125,10,58142,Unreliable,Unreliable
,"Madison County, KY",21151,11,81521,Unreliable,Unreliable
,"Montgomery County, KY",21173,13,25981,Unreliable,Unreliable
,"Perry County, KY",21193,15,28686,Unreliable,Unreliable
,"Pike County, KY",21195,28,65275,42.9,44.1
,"Warren County, KY",21227,11,109803,Unreliable,Unreliable
,"Whitley County, KY",21235,10,36163,Unreliable,Unreliable
,"Ascension Parish, LA",22005,12,102891,Unreliable,Unreliable
,"Beauregard Parish, LA",22011,12,34893,Unreliable,Unreliable
,"Bossier Parish, LA",22015,16,113824,Unreliable,Unreliable
,"Caddo Parish, LA",22017,22,251953,8.7,9.3
,"Calcasieu Parish, LA",22019,33,188928,17.5,17.1
,"East Baton Rouge Parish, LA",22033,32,433723,7.4,7.2
,"Jefferson Parish, LA",22051,91,431759,21.1,21.2
,"Jefferson Davis Parish, LA",22053,10,31497,Unreliable,Unreliable
,"Lafayette Parish, LA",22055,27,215139,12.6,12.2
,"Lafourche Parish, LA",22057,10,95603,Unreliable,Unreliable
,"Livingston Parish, LA",22063,32,123962,25.8,25.2
,"Orleans Parish, LA",22071,54,301842,17.9,18.1
,"Ouachita Parish, LA",22073,19,151727,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,21,28879,72.7,71.3
,"St. Charles Parish, LA",22089,10,52516,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,17,84427,Unreliable,Unreliable
,"St. Mary Parish, LA",22101,11,54352,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,56,229252,24.4,24.3
,"Tangipahoa Parish, LA",22105,23,118621,19.4,19.7
,"Terrebonne Parish, LA",22109,16,111453,Unreliable,Unreliable
,"Androscoggin County, ME",23001,13,108284,Unreliable,Unreliable
,"Cumberland County, ME",23005,41,280681,14.6,13.9
,"Kennebec County, ME",23011,14,122147,Unreliable,Unreliable
,"Penobscot County, ME",23019,24,153372,15.6,15.6
,"York County, ME",23031,26,197650,13.2,13.2
,"Allegany County, MD",24001,11,74638,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,76,525304,14.5,13.6
,"Baltimore County, MD",24005,133,798651,16.7,16.4
,"Carroll County, MD",24013,21,167433,12.5,14.4
,"Cecil County, MD",24015,15,100232,Unreliable,Unreliable
,"Charles County, MD",24017,16,143783,Unreliable,Unreliable
,"Frederick County, MD",24021,16,229286,Unreliable,Unreliable
,"Harford County, MD",24025,39,242779,16.1,16.8
,"Howard County, MD",24027,16,278405,Unreliable,Unreliable
,"Montgomery County, MD",24031,51,942748,5.4,5.1
,"Prince George's County, MD",24033,52,850167,6.1,6
,"St. Mary's County, MD",24037,11,101921,Unreliable,Unreliable
,"Washington County, MD",24043,21,146674,14.3,14.1
,"Wicomico County, MD",24045,10,97111,Unreliable,Unreliable
,"Worcester County, MD",24047,12,51196,Unreliable,Unreliable
,"Baltimore city, MD",24510,155,620184,25,25.6
,"Barnstable County, MA",25001,29,217066,13.4,15.7
,"Berkshire County, MA",25003,10,131372,Unreliable,Unreliable
,"Bristol County, MA",25005,99,546456,18.1,18
,"Essex County, MA",25009,86,734361,11.7,11.7
,"Hampden County, MA",25013,52,462053,11.3,12
,"Hampshire County, MA",25015,15,157615,Unreliable,Unreliable
,"Middlesex County, MA",25017,153,1477049,10.4,9.8
,"Norfolk County, MA",25021,83,661703,12.5,12.6
,"Plymouth County, MA",25023,58,490371,11.8,12
,"Suffolk County, MA",25025,97,702201,13.8,14.5
,"Worcester County, MA",25027,100,790847,12.6,12.3
,"Allegan County, MI",26005,13,111589,Unreliable,Unreliable
,"Bay County, MI",26017,21,108320,19.4,18.9
,"Berrien County, MI",26021,19,157380,Unreliable,Unreliable
,"Calhoun County, MI",26025,25,137313,18.2,17.5
,"Eaton County, MI",26045,10,108021,Unreliable,Unreliable
,"Genesee County, MI",26049,86,433082,19.9,19.6
,"Ingham County, MI",26065,25,281315,8.9,9.5
,"Ionia County, MI",26067,10,65167,Unreliable,Unreliable
,"Kalamazoo County, MI",26077,26,246862,10.5,10.9
,"Kent County, MI",26081,60,599234,10,9.7
,"Livingston County, MI",26093,25,181171,13.8,15.7
,"Macomb County, MI",26099,178,837857,21.2,21.1
,"Monroe County, MI",26115,24,152806,15.7,15.9
,"Muskegon County, MI",26121,23,173846,13.2,13.1
,"Oakland County, MI",26125,76,1199545,6.3,6.1
,"Ottawa County, MI",26139,21,261906,8,7.7
,"Saginaw County, MI",26145,32,201966,15.8,17
,"St. Clair County, MI",26147,32,165959,19.3,20.2
,"Shiawassee County, MI",26155,16,71523,Unreliable,Unreliable
,"Van Buren County, MI",26159,17,76501,Unreliable,Unreliable
,"Washtenaw County, MI",26161,29,341595,8.5,8
,"Wayne County, MI",26163,269,1865058,14.4,14.2
,"Anoka County, MN",27003,20,327427,6.1,5.5
,"Dakota County, MN",27037,30,393900,7.6,7.5
,"Hennepin County, MN",27053,104,1135173,9.2,8.6
,"Ramsey County, MN",27123,61,502890,12.1,12
,"St. Louis County, MN",27137,12,199745,Unreliable,Unreliable
,"Sherburne County, MN",27141,12,87495,Unreliable,Unreliable
,"Washington County, MN",27163,15,233306,Unreliable,Unreliable
,"DeSoto County, MS",28033,18,156214,Unreliable,Unreliable
,"Hancock County, MS",28045,11,42764,Unreliable,Unreliable
,"Harrison County, MS",28047,35,182735,19.2,18.2
,"Hinds County, MS",28049,11,244695,Unreliable,Unreliable
,"Jackson County, MS",28059,25,137791,18.1,17.3
,"Lee County, MS",28081,12,81501,Unreliable,Unreliable
,"Pearl River County, MS",28109,16,56538,Unreliable,Unreliable
,"Rankin County, MS",28121,17,139136,Unreliable,Unreliable
,"Boone County, MO",29019,22,158089,13.9,14.7
,"Cass County, MO",29037,17,98095,Unreliable,Unreliable
,"Clay County, MO",29047,25,215142,11.6,11.5
,"Franklin County, MO",29071,20,101149,19.8,21.2
,"Greene County, MO",29077,72,270901,26.6,26.4
,"Jackson County, MO",29095,81,665427,12.2,11.9
,"Jasper County, MO",29097,18,115144,Unreliable,Unreliable
,"Jefferson County, MO",29099,27,216409,12.5,12.9
,"Platte County, MO",29165,11,87003,Unreliable,Unreliable
,"Pulaski County, MO",29169,10,48300,Unreliable,Unreliable
,"St. Charles County, MO",29183,37,351179,10.5,10.3
,"St. Francois County, MO",29187,11,64280,Unreliable,Unreliable
,"St. Louis County, MO",29189,108,998331,10.8,11.2
,"Webster County, MO",29225,10,35938,Unreliable,Unreliable
,"St. Louis city, MO",29510,59,317955,18.6,18.8
,"Cascade County, MT",30013,14,80529,Unreliable,Unreliable
,"Flathead County, MT",30029,16,90260,Unreliable,Unreliable
,"Lewis and Clark County, MT",30049,11,61747,Unreliable,Unreliable
,"Missoula County, MT",30063,22,107747,20.4,19.8
,"Yellowstone County, MT",30111,14,144255,Unreliable,Unreliable
,"Douglas County, NE",31055,34,504547,6.7,6.8
,"Lancaster County, NE",31109,16,279605,Unreliable,Unreliable
,"Clark County, NV",32003,364,1912349,19,18.7
,"Douglas County, NV",32005,13,47270,Unreliable,Unreliable
,"Nye County, NV",32023,13,44367,Unreliable,Unreliable
,"Washoe County, NV",32031,93,414793,22.4,22
,"Belknap County, NH",33001,11,60239,Unreliable,Unreliable
,"Hillsborough County, NH",33011,41,399556,10.3,10.1
,"Merrimack County, NH",33013,18,147170,Unreliable,Unreliable
,"Rockingham County, NH",33015,28,294996,9.5,8.2
,"Strafford County, NH",33017,11,122460,Unreliable,Unreliable
,"Atlantic County, NJ",34001,38,273014,13.9,13.8
,"Bergen County, NJ",34003,62,895328,6.9,6.9
,"Burlington County, NJ",34005,38,446831,8.5,8.8
,"Camden County, NJ",34007,89,513853,17.3,17.8
,"Cape May County, NJ",34009,12,97550,Unreliable,Unreliable
,"Essex County, NJ",34013,56,778165,7.2,7.1
,"Gloucester County, NJ",34015,44,286072,15.4,15
,"Hudson County, NJ",34017,44,619533,7.1,6.7
,"Hunterdon County, NJ",34019,12,128449,Unreliable,Unreliable
,"Mercer County, NJ",34021,16,364119,Unreliable,Unreliable
,"Middlesex County, NJ",34023,59,799191,7.4,7.1
,"Monmouth County, NJ",34025,43,627348,6.9,6.8
,"Morris County, NJ",34027,37,489743,7.6,7.6
,"Ocean County, NJ",34029,51,569485,9,10.5
,"Passaic County, NJ",34031,36,494904,7.3,7.2
,"Somerset County, NJ",34035,13,318856,Unreliable,Unreliable
,"Union County, NJ",34039,26,527528,4.9,4.9
,"Bernalillo County, NM",35001,219,646879,33.9,33.7
,"Chaves County, NM",35005,12,64378,Unreliable,Unreliable
,"Dona Ana County, NM",35013,34,200855,16.9,18.1
,"Eddy County, NM",35015,16,52566,Unreliable,Unreliable
,"Grant County, NM",35017,13,29921,Unreliable,Unreliable
,"Lea County, NM",35025,10,62737,Unreliable,Unreliable
,"McKinley County, NM",35031,11,70449,Unreliable,Unreliable
,"Otero County, NM",35035,13,62498,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,29,40008,72.5,78.5
,"Sandoval County, NM",35043,24,125368,19.1,20.3
,"San Juan County, NM",35045,18,126905,Unreliable,Unreliable
,"Santa Fe County, NM",35049,39,141704,27.5,28.4
,"Taos County, NM",35055,10,32467,Unreliable,Unreliable
,"Valencia County, NM",35061,15,74879,Unreliable,Unreliable
,"Albany County, NY",36001,30,303739,9.9,9.3
,"Bronx County, NY",36005,137,1363488,10,10.3
,"Broome County, NY",36007,15,201029,Unreliable,Unreliable
,"Chautauqua County, NY",36013,17,135229,Unreliable,Unreliable
,"Chemung County, NY",36015,10,88503,Unreliable,Unreliable
,"Clinton County, NY",36019,10,82401,Unreliable,Unreliable
,"Dutchess County, NY",36027,38,296267,12.8,12.1
,"Erie County, NY",36029,88,920571,9.6,9.6
,"Kings County, NY",36047,186,2460361,7.6,7.5
,"Monroe County, NY",36055,62,741018,8.4,8.5
,"Nassau County, NY",36059,133,1325129,10,10.1
,"New York County, NY",36061,139,1587022,8.8,8.4
,"Niagara County, NY",36063,30,215793,13.9,13.9
,"Onondaga County, NY",36067,58,463472,12.5,12.9
,"Orange County, NY",36071,38,370201,10.3,10.4
,"Oswego County, NY",36075,10,122366,Unreliable,Unreliable
,"Queens County, NY",36081,130,2193623,5.9,5.6
,"Richmond County, NY",36085,56,463701,12.1,11.9
,"Rockland County, NY",36087,22,305413,7.2,7.8
,"Saratoga County, NY",36091,16,217282,Unreliable,Unreliable
,"Schenectady County, NY",36093,10,153360,Unreliable,Unreliable
,"Suffolk County, NY",36103,193,1480218,13,12.8
,"Sullivan County, NY",36105,16,77755,Unreliable,Unreliable
,"Ulster County, NY",36111,17,183174,Unreliable,Unreliable
,"Westchester County, NY",36119,71,937449,7.6,7.1
,"Alamance County, NC",37001,25,147704,16.9,16.9
,"Brunswick County, NC",37019,18,103257,Unreliable,Unreliable
,"Buncombe County, NC",37021,28,233772,12,11.9
,"Burke County, NC",37023,26,90788,28.6,30.2
,"Cabarrus County, NC",37025,26,171915,15.1,14.8
,"Caldwell County, NC",37027,20,82527,24.2,26.1
,"Carteret County, NC",37031,14,64700,Unreliable,Unreliable
,"Catawba County, NC",37035,26,153848,16.9,17.4
,"Cleveland County, NC",37045,25,98155,25.5,25.6
,"Columbus County, NC",37047,10,56503,Unreliable,Unreliable
,"Craven County, NC",37049,17,99423,Unreliable,Unreliable
,"Cumberland County, NC",37051,37,311800,11.9,13
,"Davidson County, NC",37057,30,161520,18.6,19.4
,"Durham County, NC",37063,29,259356,11.2,10.1
,"Forsyth County, NC",37067,42,344330,12.2,12.2
,"Gaston County, NC",37071,38,204454,18.6,18.4
,"Guilford County, NC",37081,38,477809,8,7.9
,"Harnett County, NC",37085,16,108752,Unreliable,Unreliable
,"Haywood County, NC",37087,13,58811,Unreliable,Unreliable
,"Henderson County, NC",37089,20,104289,19.2,21
,"Iredell County, NC",37097,18,156204,Unreliable,Unreliable
,"Lincoln County, NC",37109,11,76143,Unreliable,Unreliable
,"McDowell County, NC",37111,14,44768,Unreliable,Unreliable
,"Mecklenburg County, NC",37119,66,887991,7.4,7
,"Moore County, NC",37125,11,86122,Unreliable,Unreliable
,"New Hanover County, NC",37129,39,197709,19.7,18.6
,"Onslow County, NC",37133,12,169059,Unreliable,Unreliable
,"Pender County, NC",37141,10,50551,Unreliable,Unreliable
,"Pitt County, NC",37147,17,162116,Unreliable,Unreliable
,"Randolph County, NC",37151,18,140297,Unreliable,Unreliable
,"Richmond County, NC",37153,12,46538,Unreliable,Unreliable
,"Robeson County, NC",37155,12,131734,Unreliable,Unreliable
,"Rockingham County, NC",37157,19,93299,Unreliable,Unreliable
,"Rowan County, NC",37159,31,137721,22.5,23.2
,"Rutherford County, NC",37161,20,67145,29.8,32.1
,"Sampson County, NC",37163,14,62837,Unreliable,Unreliable
,"Stokes County, NC",37169,13,47363,Unreliable,Unreliable
