Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"San Luis Obispo County, CA",6079,38,274804,13.8,14.2
,"San Mateo County, CA",6081,57,739311,7.7,7
,"Santa Barbara County, CA",6083,42,431249,9.7,9.7
,"Santa Clara County, CA",6085,142,1837504,7.7,7.3
,"Santa Cruz County, CA",6087,53,266776,19.9,20.8
,"Shasta County, CA",6089,52,178586,29.1,31.9
,"Solano County, CA",6095,29,420757,6.9,6.8
,"Sonoma County, CA",6097,66,491829,13.4,12.8
,"Stanislaus County, CA",6099,73,521726,14,14
,"Sutter County, CA",6101,12,95022,Unreliable,Unreliable
,"Tehama County, CA",6103,12,63406,Unreliable,Unreliable
,"Tulare County, CA",6107,28,451977,6.2,6.8
,"Tuolumne County, CA",6109,12,54008,Unreliable,Unreliable
,"Ventura County, CA",6111,113,835981,13.5,13.4
,"Yolo County, CA",6113,22,204118,10.8,12.1
,"Adams County, CO",8001,96,459598,20.9,21.2
,"Arapahoe County, CO",8005,87,595546,14.6,14
,"Boulder County, CO",8013,35,305318,11.5,11.4
,"Denver County, CO",8031,126,634265,19.9,19.9
,"Douglas County, CO",8035,30,298215,10.1,10.2
,"El Paso County, CO",8041,100,644964,15.5,15.2
,"Jefferson County, CO",8059,81,545358,14.9,14.7
,"La Plata County, CO",8067,10,52401,Unreliable,Unreliable
,"Larimer County, CO",8069,42,310487,13.5,12.9
,"Mesa County, CO",8077,26,147848,17.6,18.2
,"Pueblo County, CO",8101,36,160852,22.4,24
,"Weld County, CO",8123,28,263691,10.6,10.6
,"Fairfield County, CT",9001,81,933835,8.7,8.7
,"Hartford County, CT",9003,116,897259,12.9,12.6
,"Litchfield County, CT",9005,25,187530,13.3,13.7
,"Middlesex County, CT",9007,29,165602,17.5,16.4
,"New Haven County, CT",9009,109,862813,12.6,12.6
,"New London County, CT",9011,48,274170,17.5,16.8
,"Tolland County, CT",9013,16,151539,Unreliable,Unreliable
,"Windham County, CT",9015,15,117599,Unreliable,Unreliable
,"Kent County, DE",10001,32,167626,19.1,20.5
,"New Castle County, DE",10003,81,546076,14.8,14
,"Sussex County, DE",10005,28,203390,13.8,13.9
,"District of Columbia, DC",11001,77,632323,12.2,12.6
,"Alachua County, FL",12001,23,251417,9.1,10.2
,"Bay County, FL",12005,19,171903,Unreliable,Unreliable
,"Brevard County, FL",12009,115,547307,21,22
,"Broward County, FL",12011,234,1815137,12.9,11.8
,"Citrus County, FL",12017,41,139360,29.4,39.4
,"Clay County, FL",12019,35,194345,18,18.1
,"Collier County, FL",12021,40,332427,12,13.5
,"Columbia County, FL",12023,17,67966,Unreliable,Unreliable
,"Duval County, FL",12031,166,879602,18.9,18.2
,"Escambia County, FL",12033,33,302715,10.9,10.6
,"Flagler County, FL",12035,12,98359,Unreliable,Unreliable
,"Hernando County, FL",12053,31,173422,17.9,20.5
,"Highlands County, FL",12055,12,98128,Unreliable,Unreliable
,"Hillsborough County, FL",12057,190,1277746,14.9,14.5
,"Indian River County, FL",12061,21,140567,14.9,13.2
,"Lake County, FL",12069,30,303186,9.9,10.6
,"Lee County, FL",12071,67,645293,10.4,10.4
,"Leon County, FL",12073,13,283769,Unreliable,Unreliable
,"Levy County, FL",12075,16,40025,Unreliable,Unreliable
,"Manatee County, FL",12081,48,333895,14.4,16.6
,"Marion County, FL",12083,51,335125,15.2,16.7
,"Martin County, FL",12085,19,148817,Unreliable,Unreliable
,"Miami-Dade County, FL",12086,135,2591035,5.2,4.8
,"Monroe County, FL",12087,11,74809,Unreliable,Unreliable
,"Nassau County, FL",12089,18,74629,Unreliable,Unreliable
,"Okaloosa County, FL",12091,21,190083,11,11.3
,"Okeechobee County, FL",12093,11,39467,Unreliable,Unreliable
,"Orange County, FL",12095,135,1202234,11.2,10.8
,"Osceola County, FL",12097,36,287416,12.5,12.4
,"Palm Beach County, FL",12099,192,1356545,14.2,13.8
,"Pasco County, FL",12101,112,470391,23.8,25.1
,"Pinellas County, FL",12103,231,921319,25.1,24.6
,"Polk County, FL",12105,84,616158,13.6,14
,"St. Johns County, FL",12109,20,202188,9.9,8.8
,"St. Lucie County, FL",12111,40,283866,14.1,13.8
,"Santa Rosa County, FL",12113,19,158512,Unreliable,Unreliable
,"Sarasota County, FL",12115,72,386147,18.6,20.9
,"Seminole County, FL",12117,48,430838,11.1,11
,"Volusia County, FL",12127,86,496950,17.3,19
,"Walton County, FL",12131,10,57582,Unreliable,Unreliable
,"Barrow County, GA",13013,11,70169,Unreliable,Unreliable
,"Bartow County, GA",13015,16,100661,Unreliable,Unreliable
,"Bibb County, GA",13021,10,156462,Unreliable,Unreliable
,"Carroll County, GA",13045,16,111580,Unreliable,Unreliable
,"Catoosa County, GA",13047,20,65046,30.7,31.1
,"Chatham County, GA",13051,26,276434,9.4,9.8
,"Cherokee County, GA",13057,24,221315,10.8,11.1
,"Clarke County, GA",13059,14,120266,Unreliable,Unreliable
,"Clayton County, GA",13063,31,265888,11.7,11.8
,"Cobb County, GA",13067,82,707442,11.6,11.2
,"Columbia County, GA",13073,16,131627,Unreliable,Unreliable
,"Coweta County, GA",13077,17,130929,Unreliable,Unreliable
,"DeKalb County, GA",13089,50,707089,7.1,6.5
,"Dougherty County, GA",13095,12,94501,Unreliable,Unreliable
,"Douglas County, GA",13097,10,133971,Unreliable,Unreliable
,"Floyd County, GA",13115,15,96177,Unreliable,Unreliable
,"Forsyth County, GA",13117,15,187928,Unreliable,Unreliable
,"Fulton County, GA",13121,95,977773,9.7,9.3
,"Glynn County, GA",13127,11,81022,Unreliable,Unreliable
,"Gwinnett County, GA",13135,50,842046,5.9,5.9
,"Hall County, GA",13139,24,185416,12.9,13.4
,"Henry County, GA",13151,19,209053,Unreliable,Unreliable
,"Jackson County, GA",13157,11,60571,Unreliable,Unreliable
,"Murray County, GA",13213,10,39392,Unreliable,Unreliable
,"Muscogee County, GA",13215,22,198413,11.1,10.8
,"Paulding County, GA",13223,27,144800,18.6,18
,"Richmond County, GA",13245,32,202587,15.8,17.2
,"Rockdale County, GA",13247,12,85820,Unreliable,Unreliable
,"Spalding County, GA",13255,16,63865,Unreliable,Unreliable
,"Walker County, GA",13295,13,68094,Unreliable,Unreliable
,"Walton County, GA",13297,17,84575,Unreliable,Unreliable
,"Whitfield County, GA",13313,18,103359,Unreliable,Unreliable
,"Hawaii County, HI",15001,18,189191,Unreliable,Unreliable
,"Honolulu County, HI",15003,103,976372,10.5,10.5
,"Maui County, HI",15009,29,158226,18.3,17.6
,"Ada County, ID",16001,42,409061,10.3,10.1
,"Bannock County, ID",16005,19,83800,Unreliable,Unreliable
,"Bonneville County, ID",16019,18,106684,Unreliable,Unreliable
,"Canyon County, ID",16027,16,193888,Unreliable,Unreliable
,"Kootenai County, ID",16055,12,142357,Unreliable,Unreliable
,"Champaign County, IL",17019,19,203276,Unreliable,Unreliable
,"Cook County, IL",17031,615,5231351,11.8,11.5
,"DeKalb County, IL",17037,10,104704,Unreliable,Unreliable
,"DuPage County, IL",17043,110,927987,11.9,11.7
,"Grundy County, IL",17063,15,50281,Unreliable,Unreliable
,"Kane County, IL",17089,52,522487,10,10.1
,"Kendall County, IL",17093,10,118105,Unreliable,Unreliable
,"Lake County, IL",17097,85,702120,12.1,12.1
,"LaSalle County, IL",17099,22,112973,19.5,21.9
,"Livingston County, IL",17105,10,38647,Unreliable,Unreliable
,"McHenry County, IL",17111,46,308145,14.9,15.7
,"McLean County, IL",17113,26,172281,15.1,15.8
,"Macon County, IL",17115,11,110122,Unreliable,Unreliable
,"Madison County, IL",17119,62,267883,23.1,23.3
,"Peoria County, IL",17143,30,187254,16,16.5
,"Rock Island County, IL",17161,14,147457,Unreliable,Unreliable
,"St. Clair County, IL",17163,48,268858,17.9,18.5
,"Sangamon County, IL",17167,36,199271,18.1,19.3
,"Tazewell County, IL",17179,27,135949,19.9,21.4
,"Vermilion County, IL",17183,12,80727,Unreliable,Unreliable
,"Will County, IL",17197,76,682518,11.1,11.3
,"Williamson County, IL",17199,10,66674,Unreliable,Unreliable
,"Winnebago County, IL",17201,82,292069,28.1,28.2
,"Allen County, IN",18003,43,360412,11.9,12.5
,"Boone County, IN",18011,10,58944,Unreliable,Unreliable
,"Clark County, IN",18019,32,111951,28.6,29.2
,"Dearborn County, IN",18029,13,49831,Unreliable,Unreliable
,"Delaware County, IN",18035,18,117364,Unreliable,Unreliable
,"Elkhart County, IN",18039,19,199619,Unreliable,Unreliable
,"Floyd County, IN",18043,15,75283,Unreliable,Unreliable
,"Grant County, IN",18053,24,69330,34.6,41.6
,"Hamilton County, IN",18057,23,289495,7.9,8
,"Hendricks County, IN",18063,18,150434,Unreliable,Unreliable
,"Howard County, IN",18067,22,82849,26.6,28.3
,"Jackson County, IN",18071,11,43083,Unreliable,Unreliable
,"Johnson County, IN",18081,21,143191,14.7,15.5
,"Kosciusko County, IN",18085,11,77609,Unreliable,Unreliable
,"Lake County, IN",18089,35,493618,7.1,7.2
,"La Porte County, IN",18091,19,111246,Unreliable,Unreliable
,"Madison County, IN",18095,45,130348,34.5,34.5
,"Marion County, IN",18097,192,918977,20.9,20.8
,"Monroe County, IN",18105,23,141019,16.3,20.1
,"Montgomery County, IN",18107,19,38254,Unreliable,Unreliable
,"Morgan County, IN",18109,23,69356,33.2,35.6
,"Porter County, IN",18127,30,165682,18.1,19.5
,"St. Joseph County, IN",18141,33,266344,12.4,13.1
,"Scott County, IN",18143,14,23791,Unreliable,Unreliable
,"Tippecanoe County, IN",18157,26,177513,14.6,15.2
,"Vanderburgh County, IN",18163,42,180858,23.2,25.4
,"Washington County, IN",18175,11,27921,Unreliable,Unreliable
,"Johnson County, IA",19103,13,136317,Unreliable,Unreliable
,"Linn County, IA",19113,21,215295,9.8,9.8
,"Polk County, IA",19153,59,443710,13.3,13.2
,"Pottawattamie County, IA",19155,13,92913,Unreliable,Unreliable
,"Scott County, IA",19163,28,168799,16.6,16.9
,"Woodbury County, IA",19193,10,102323,Unreliable,Unreliable
,"Butler County, KS",20015,12,65827,Unreliable,Unreliable
,"Douglas County, KS",20045,12,112864,Unreliable,Unreliable
,"Johnson County, KS",20091,44,559913,7.9,7.7
,"Leavenworth County, KS",20103,10,77739,Unreliable,Unreliable
,"Sedgwick County, KS",20173,73,503889,14.5,14.7
,"Shawnee County, KS",20177,20,178991,11.2,10.9
,"Wyandotte County, KS",20209,20,159129,12.6,13.2
,"Bell County, KY",21013,11,28183,Unreliable,Unreliable
,"Boone County, KY",21015,32,123316,25.9,25.6
,"Boyd County, KY",21019,10,49164,Unreliable,Unreliable
,"Bullitt County, KY",21029,22,75896,29,31.3
,"Campbell County, KY",21037,57,90908,62.7,62.8
,"Clark County, KY",21049,18,35787,Unreliable,Unreliable
,"Clinton County, KY",21053,10,10285,Unreliable,Unreliable
,"Daviess County, KY",21059,14,97847,Unreliable,Unreliable
,"Estill County, KY",21065,11,14493,Unreliable,Unreliable
,"Fayette County, KY",21067,54,305489,17.7,18
,"Floyd County, KY",21071,17,38949,Unreliable,Unreliable
,"Grant County, KY",21081,13,24485,Unreliable,Unreliable
,"Hardin County, KY",21093,13,107025,Unreliable,Unreliable
,"Harlan County, KY",21095,14,28543,Unreliable,Unreliable
,"Jefferson County, KY",21111,179,750828,23.8,24.1
,"Kenton County, KY",21117,61,161711,37.7,37.3
,"Knott County, KY",21119,12,16124,Unreliable,Unreliable
,"Knox County, KY",21121,13,31735,Unreliable,Unreliable
,"Laurel County, KY",21125,16,59462,Unreliable,Unreliable
,"Leslie County, KY",21131,11,11170,Unreliable,Unreliable
,"Letcher County, KY",21133,11,23952,Unreliable,Unreliable
,"McCracken County, KY",21145,19,65549,Unreliable,Unreliable
,"Madison County, KY",21151,20,84786,23.6,24.6
,"Perry County, KY",21193,16,28241,Unreliable,Unreliable
,"Pike County, KY",21195,31,64178,48.3,46.4
,"Pulaski County, KY",21199,19,63593,Unreliable,Unreliable
,"Scott County, KY",21209,11,49057,Unreliable,Unreliable
,"Taylor County, KY",21217,10,24691,Unreliable,Unreliable
,"Warren County, KY",21227,18,117110,Unreliable,Unreliable
,"Whitley County, KY",21235,28,35499,78.9,86
,"Ascension Parish, LA",22005,15,112286,Unreliable,Unreliable
,"Caddo Parish, LA",22017,15,257093,Unreliable,Unreliable
,"Calcasieu Parish, LA",22019,25,194493,12.9,14.1
,"East Baton Rouge Parish, LA",22033,29,444526,6.5,6.8
,"Jefferson Parish, LA",22051,87,433676,20.1,19.4
,"Lafayette Parish, LA",22055,37,227055,16.3,16.2
,"Lafourche Parish, LA",22057,12,97029,Unreliable,Unreliable
,"Livingston Parish, LA",22063,25,131942,18.9,18.6
,"Orleans Parish, LA",22071,72,369250,19.5,17.6
,"Ouachita Parish, LA",22073,19,155363,Unreliable,Unreliable
,"Rapides Parish, LA",22079,12,132373,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,15,41635,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,44,239453,18.4,19
,"Tangipahoa Parish, LA",22105,11,123441,Unreliable,Unreliable
,"Terrebonne Parish, LA",22109,19,111893,Unreliable,Unreliable
,"Washington Parish, LA",22117,15,46670,Unreliable,Unreliable
,"Androscoggin County, ME",23001,12,107609,Unreliable,Unreliable
,"Cumberland County, ME",23005,42,283921,14.8,14.4
,"Kennebec County, ME",23011,14,121853,Unreliable,Unreliable
,"Penobscot County, ME",23019,12,153746,Unreliable,Unreliable
,"York County, ME",23031,25,199005,12.6,12.7
,"Allegany County, MD",24001,12,74012,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,80,550488,14.5,14.2
,"Baltimore County, MD",24005,159,817455,19.5,19.5
,"Calvert County, MD",24009,15,89628,Unreliable,Unreliable
,"Carroll County, MD",24013,30,167217,17.9,19.1
,"Cecil County, MD",24015,28,101696,27.5,26.7
,"Charles County, MD",24017,16,150592,Unreliable,Unreliable
,"Frederick County, MD",24021,31,239582,12.9,13.3
,"Harford County, MD",24025,50,248622,20.1,19.1
,"Howard County, MD",24027,30,299430,10,9.9
,"Montgomery County, MD",24031,57,1004709,5.7,5.4
,"Prince George's County, MD",24033,58,881138,6.6,6.5
,"St. Mary's County, MD",24037,11,108987,Unreliable,Unreliable
,"Washington County, MD",24043,27,149180,18.1,18.4
,"Wicomico County, MD",24045,18,100647,Unreliable,Unreliable
,"Baltimore city, MD",24510,178,621342,28.6,29
,"Barnstable County, MA",25001,23,215423,10.7,13.8
,"Berkshire County, MA",25003,22,130016,16.9,16.7
,"Bristol County, MA",25005,108,551082,19.6,19.9
,"Essex County, MA",25009,108,755618,14.3,14.7
,"Franklin County, MA",25011,10,71540,Unreliable,Unreliable
,"Hampden County, MA",25013,73,465923,15.7,15.8
,"Hampshire County, MA",25015,13,159795,Unreliable,Unreliable
,"Middlesex County, MA",25017,152,1537215,9.9,9.4
,"Norfolk County, MA",25021,80,681845,11.7,11.1
,"Plymouth County, MA",25023,65,499759,13,14.5
,"Suffolk County, MA",25025,99,744426,13.3,13.8
,"Worcester County, MA",25027,105,806163,13,13.2
,"Bay County, MI",26017,26,106935,24.3,25
,"Berrien County, MI",26021,22,156067,14.1,14.3
,"Calhoun County, MI",26025,36,135099,26.6,27.5
,"Eaton County, MI",26045,10,108008,Unreliable,Unreliable
,"Genesee County, MI",26049,72,418408,17.2,17.7
,"Grand Traverse County, MI",26055,13,89112,Unreliable,Unreliable
,"Ingham County, MI",26065,32,281723,11.4,11.1
,"Kalamazoo County, MI",26077,27,254580,10.6,11
,"Kent County, MI",26081,67,614462,10.9,11.1
,"Lapeer County, MI",26087,12,88173,Unreliable,Unreliable
,"Lenawee County, MI",26091,14,98987,Unreliable,Unreliable
,"Livingston County, MI",26093,28,182838,15.3,17.4
,"Macomb County, MI",26099,175,847383,20.7,20.2
,"Midland County, MI",26111,12,83822,Unreliable,Unreliable
,"Monroe County, MI",26115,42,151048,27.8,31.5
,"Muskegon County, MI",26121,21,170182,12.3,13.8
,"Oakland County, MI",26125,102,1220657,8.4,8.2
,"Ottawa County, MI",26139,21,269099,7.8,7.9
,"Saginaw County, MI",26145,23,198353,11.6,13
,"St. Clair County, MI",26147,28,160644,17.4,19.1
,"Van Buren County, MI",26159,12,75454,Unreliable,Unreliable
,"Washtenaw County, MI",26161,35,350946,10,10.3
,"Wayne County, MI",26163,296,1792365,16.5,17.1
,"Anoka County, MN",27003,45,336414,13.4,12.6
,"Dakota County, MN",27037,29,405088,7.2,7.3
,"Hennepin County, MN",27053,131,1184576,11.1,10.3
,"Olmsted County, MN",27109,14,147066,Unreliable,Unreliable
,"Ramsey County, MN",27123,70,520152,13.5,14.1
,"St. Louis County, MN",27137,22,200319,11,10.4
,"Sherburne County, MN",27141,12,89455,Unreliable,Unreliable
,"Washington County, MN",27163,15,244088,Unreliable,Unreliable
,"DeSoto County, MS",28033,16,166234,Unreliable,Unreliable
,"Harrison County, MS",28047,42,194029,21.6,21.1
,"Jackson County, MS",28059,28,140298,20,18
,"Jones County, MS",28067,10,68641,Unreliable,Unreliable
,"Lee County, MS",28081,11,85042,Unreliable,Unreliable
,"Pearl River County, MS",28109,14,55295,Unreliable,Unreliable
,"Rankin County, MS",28121,20,145165,13.8,13.5
,"Boone County, MO",29019,18,168535,Unreliable,Unreliable
,"Buchanan County, MO",29021,10,89706,Unreliable,Unreliable
,"Butler County, MO",29023,11,43053,Unreliable,Unreliable
,"Christian County, MO",29043,15,79824,Unreliable,Unreliable
,"Clay County, MO",29047,30,227577,13.2,12.7
,"Dunklin County, MO",29069,14,31826,Unreliable,Unreliable
,"Franklin County, MO",29071,18,101412,Unreliable,Unreliable
,"Greene County, MO",29077,49,280626,17.5,18.2
,"Jackson County, MO",29095,108,677377,15.9,15.6
,"Jasper County, MO",29097,12,115258,Unreliable,Unreliable
,"Jefferson County, MO",29099,61,220209,27.7,27.5
,"Lincoln County, MO",29113,12,53354,Unreliable,Unreliable
,"Phelps County, MO",29161,11,44987,Unreliable,Unreliable
,"Platte County, MO",29165,12,92054,Unreliable,Unreliable
,"Pulaski County, MO",29169,10,53259,Unreliable,Unreliable
,"St. Charles County, MO",29183,44,368666,11.9,11.7
,"St. Francois County, MO",29187,31,65917,47,49.8
,"St. Louis County, MO",29189,150,1000438,15,15.5
,"St. Louis city, MO",29510,70,318172,22,20.7
,"Flathead County, MT",30029,12,91633,Unreliable,Unreliable
,"Missoula County, MT",30063,19,110977,Unreliable,Unreliable
,"Yellowstone County, MT",30111,21,151882,13.8,13.6
,"Douglas County, NE",31055,58,531265,10.9,11.1
,"Lancaster County, NE",31109,28,293407,9.5,9.5
,"Sarpy County, NE",31153,12,165853,Unreliable,Unreliable
,"Clark County, NV",32003,424,2000759,21.2,20.4
,"Lyon County, NV",32019,11,51327,Unreliable,Unreliable
,"Nye County, NV",32023,19,42963,Unreliable,Unreliable
,"Washoe County, NV",32031,106,429908,24.7,23.1
,"Cheshire County, NH",33005,15,76851,Unreliable,Unreliable
,"Hillsborough County, NH",33011,61,402922,15.1,15.3
,"Merrimack County, NH",33013,10,146761,Unreliable,Unreliable
,"Rockingham County, NH",33015,42,297820,14.1,14.6
,"Strafford County, NH",33017,13,124119,Unreliable,Unreliable
,"Atlantic County, NJ",34001,72,275422,26.1,26.9
,"Bergen County, NJ",34003,79,918888,8.6,8.8
,"Burlington County, NJ",34005,77,451336,17.1,16.6
,"Camden County, NJ",34007,129,513539,25.1,25
,"Cape May County, NJ",34009,26,96304,27,32
,"Cumberland County, NJ",34011,26,157785,16.5,16.2
,"Essex County, NJ",34013,97,787744,12.3,12.1
,"Gloucester County, NJ",34015,76,289586,26.2,28.1
,"Hudson County, NJ",34017,71,652302,10.9,10.5
,"Mercer County, NJ",34021,36,368303,9.8,9.5
,"Middlesex County, NJ",34023,100,823041,12.2,12
,"Monmouth County, NJ",34025,95,629384,15.1,15.2
,"Morris County, NJ",34027,55,497999,11,11.8
,"Ocean County, NJ",34029,121,580470,20.8,23.7
,"Passaic County, NJ",34031,51,502885,10.1,10.3
,"Salem County, NJ",34033,10,65774,Unreliable,Unreliable
,"Somerset County, NJ",34035,23,327707,7,6.9
,"Sussex County, NJ",34037,20,147442,13.6,16.2
,"Union County, NJ",34039,39,543976,7.2,7.1
,"Warren County, NJ",34041,12,107653,Unreliable,Unreliable
,"Bernalillo County, NM",35001,194,673460,28.8,28.8
,"Chaves County, NM",35005,12,65784,Unreliable,Unreliable
,"Dona Ana County, NM",35013,38,214445,17.7,19.6
,"Eddy County, NM",35015,10,54419,Unreliable,Unreliable
,"Otero County, NM",35035,15,66041,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,32,40318,79.4,92.4
,"Sandoval County, NM",35043,24,135588,17.7,18.4
,"San Juan County, NM",35045,28,128529,21.8,22.7
,"San Miguel County, NM",35047,12,28891,Unreliable,Unreliable
,"Santa Fe County, NM",35049,38,146375,26,26.9
,"Taos County, NM",35055,14,32779,Unreliable,Unreliable
,"Valencia County, NM",35061,13,76631,Unreliable,Unreliable
,"Albany County, NY",36001,27,305455,8.8,8.8
,"Bronx County, NY",36005,165,1408473,11.7,11.9
,"Broome County, NY",36007,21,198060,10.6,11.1
,"Cattaraugus County, NY",36009,10,79458,Unreliable,Unreliable
,"Chautauqua County, NY",36013,12,133539,Unreliable,Unreliable
,"Chemung County, NY",36015,19,88911,Unreliable,Unreliable
,"Dutchess County, NY",36027,58,297322,19.5,19.1
,"Erie County, NY",36029,92,919086,10,10.3
,"Franklin County, NY",36033,10,51795,Unreliable,Unreliable
,"Greene County, NY",36039,11,48673,Unreliable,Unreliable
,"Jefferson County, NY",36045,13,120262,Unreliable,Unreliable
,"Kings County, NY",36047,206,2565635,8,7.9
,"Livingston County, NY",36051,10,64810,Unreliable,Unreliable
,"Monroe County, NY",36055,81,747813,10.8,10.8
,"Nassau County, NY",36059,158,1349233,11.7,12
,"New York County, NY",36061,187,1619090,11.5,10.8
,"Niagara County, NY",36063,34,215124,15.8,17.4
,"Oneida County, NY",36065,17,233556,Unreliable,Unreliable
,"Onondaga County, NY",36067,60,466852,12.9,12.3
,"Orange County, NY",36071,52,374512,13.9,13.8
,"Oswego County, NY",36075,16,121700,Unreliable,Unreliable
,"Putnam County, NY",36079,16,99607,Unreliable,Unreliable
,"Queens County, NY",36081,133,2272771,5.9,5.4
,"Rensselaer County, NY",36083,16,159835,Unreliable,Unreliable
,"Richmond County, NY",36085,87,470728,18.5,18
,"Rockland County, NY",36087,21,317757,6.6,6.8
,"Saratoga County, NY",36091,11,222133,Unreliable,Unreliable
,"Schenectady County, NY",36093,10,155124,Unreliable,Unreliable
,"Suffolk County, NY",36103,288,1499273,19.2,19.2
,"Sullivan County, NY",36105,14,76793,Unreliable,Unreliable
,"Tompkins County, NY",36109,14,102554,Unreliable,Unreliable
,"Ulster County, NY",36111,23,181791,12.7,11.8
,"Westchester County, NY",36119,95,961670,9.9,9.5
,"Alamance County, NC",37001,22,153920,14.3,15.6
,"Brunswick County, NC",37019,34,112257,30.3,29.2
,"Buncombe County, NC",37021,30,244490,12.3,13.6
,"Burke County, NC",37023,25,90505,27.6,31.3
,"Cabarrus County, NC",37025,21,184498,11.4,10.9
,"Caldwell County, NC",37027,15,81930,Unreliable,Unreliable
,"Carteret County, NC",37031,11,67632,Unreliable,Unreliable
,"Catawba County, NC",37035,29,154339,18.8,19
,"Cleveland County, NC",37045,15,97474,Unreliable,Unreliable
,"Columbus County, NC",37047,10,57638,Unreliable,Unreliable
,"Craven County, NC",37049,11,104770,Unreliable,Unreliable
,"Cumberland County, NC",37051,46,324049,14.2,14.4
,"Davidson County, NC",37057,30,163260,18.4,20.1
,"Durham County, NC",37063,22,279641,7.9,7.7
,"Forsyth County, NC",37067,45,358137,12.6,12.4
,"Gaston County, NC",37071,50,208049,24,24.5
,"Guilford County, NC",37081,53,500879,10.6,10.4
,"Harnett County, NC",37085,18,122135,Unreliable,Unreliable
,"Haywood County, NC",37087,17,58908,Unreliable,Unreliable
