Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Paulding County, GA",13223,20,131172,15.2,14.5
,"Richmond County, GA",13245,20,196483,10.2,10.5
,"Rockdale County, GA",13247,12,82146,Unreliable,Unreliable
,"Walker County, GA",13295,10,67405,Unreliable,Unreliable
,"Whitfield County, GA",13313,11,98654,Unreliable,Unreliable
,"Hawaii County, HI",15001,19,177733,Unreliable,Unreliable
,"Honolulu County, HI",15003,96,925335,10.4,10.2
,"Kauai County, HI",15007,10,64490,Unreliable,Unreliable
,"Maui County, HI",15009,11,148012,Unreliable,Unreliable
,"Ada County, ID",16001,44,375368,11.7,11.5
,"Bonneville County, ID",16019,10,97890,Unreliable,Unreliable
,"Champaign County, IL",17019,14,196621,Unreliable,Unreliable
,"Cook County, IL",17031,518,5154235,10,10
,"DuPage County, IL",17043,64,907426,7.1,6.9
,"Kane County, IL",17089,30,495752,6.1,6
,"Kankakee County, IL",17091,10,111499,Unreliable,Unreliable
,"Lake County, IL",17097,74,692995,10.7,10.6
,"LaSalle County, IL",17099,21,113794,18.5,19.2
,"McHenry County, IL",17111,24,305117,7.9,7.7
,"McLean County, IL",17113,14,165223,Unreliable,Unreliable
,"Macon County, IL",17115,10,110751,Unreliable,Unreliable
,"Madison County, IL",17119,40,267382,15,15.3
,"Peoria County, IL",17143,13,184048,Unreliable,Unreliable
,"Rock Island County, IL",17161,10,147918,Unreliable,Unreliable
,"St. Clair County, IL",17163,18,264764,Unreliable,Unreliable
,"Sangamon County, IL",17167,23,194025,11.9,12.4
,"Tazewell County, IL",17179,13,133131,Unreliable,Unreliable
,"Vermilion County, IL",17183,14,82258,Unreliable,Unreliable
,"Will County, IL",17197,58,664048,8.7,8.5
,"Williamson County, IL",17199,10,65201,Unreliable,Unreliable
,"Winnebago County, IL",17201,37,293991,12.6,12.9
,"Allen County, IN",18003,24,349534,6.9,7
,"Bartholomew County, IN",18005,16,75265,Unreliable,Unreliable
,"Clark County, IN",18019,14,105672,Unreliable,Unreliable
,"Delaware County, IN",18035,12,117229,Unreliable,Unreliable
,"Elkhart County, IN",18039,14,196304,Unreliable,Unreliable
,"Grant County, IN",18053,15,70012,Unreliable,Unreliable
,"Hamilton County, IN",18057,25,253725,9.9,10.1
,"Hendricks County, IN",18063,12,137267,Unreliable,Unreliable
,"Henry County, IN",18065,18,48030,Unreliable,Unreliable
,"Howard County, IN",18067,27,83743,32.2,35
,"Johnson County, IN",18081,21,133933,15.7,15.5
,"Kosciusko County, IN",18085,10,76832,Unreliable,Unreliable
,"Lake County, IN",18089,27,493403,5.5,5.8
,"La Porte County, IN",18091,17,110846,Unreliable,Unreliable
,"Madison County, IN",18095,23,131203,17.5,18.1
,"Marion County, IN",18097,123,883591,13.9,13.5
,"Monroe County, IN",18105,18,132514,Unreliable,Unreliable
,"Porter County, IN",18127,11,160835,Unreliable,Unreliable
,"St. Joseph County, IN",18141,27,266045,10.1,10.3
,"Shelby County, IN",18145,14,44086,Unreliable,Unreliable
,"Starke County, IN",18149,14,23260,Unreliable,Unreliable
,"Tippecanoe County, IN",18157,20,166226,12,13.4
,"Vanderburgh County, IN",18163,31,177789,17.4,18.7
,"Vigo County, IN",18167,15,106885,Unreliable,Unreliable
,"Linn County, IA",19113,20,205840,9.7,9.6
,"Polk County, IA",19153,48,413024,11.6,11.5
,"Pottawattamie County, IA",19155,10,91239,Unreliable,Unreliable
,"Scott County, IA",19163,19,160077,Unreliable,Unreliable
,"Woodbury County, IA",19193,12,100492,Unreliable,Unreliable
,"Butler County, KS",20015,10,64213,Unreliable,Unreliable
,"Crawford County, KS",20037,10,38922,Unreliable,Unreliable
,"Douglas County, KS",20045,13,107892,Unreliable,Unreliable
,"Johnson County, KS",20091,45,523879,8.6,8.2
,"Sedgwick County, KS",20173,67,478479,14,14.3
,"Shawnee County, KS",20177,18,174162,Unreliable,Unreliable
,"Wyandotte County, KS",20209,16,154267,Unreliable,Unreliable
,"Bell County, KY",21013,14,28794,Unreliable,Unreliable
,"Boone County, KY",21015,21,112308,18.7,18.2
,"Boyd County, KY",21019,10,49154,Unreliable,Unreliable
,"Campbell County, KY",21037,14,88302,Unreliable,Unreliable
,"Carter County, KY",21043,12,27971,Unreliable,Unreliable
,"Daviess County, KY",21059,20,94647,21.1,22.4
,"Fayette County, KY",21067,49,283291,17.3,17.3
,"Floyd County, KY",21071,19,40261,Unreliable,Unreliable
,"Hardin County, KY",21093,12,98728,Unreliable,Unreliable
,"Jefferson County, KY",21111,96,723040,13.3,13.1
,"Johnson County, KY",21115,10,23354,Unreliable,Unreliable
,"Kenton County, KY",21117,28,157240,17.8,17.3
,"Laurel County, KY",21125,13,57938,Unreliable,Unreliable
,"Pike County, KY",21195,31,65431,47.4,48.6
,"Acadia Parish, LA",22001,25,60762,41.1,44.1
,"Ascension Parish, LA",22005,14,100132,Unreliable,Unreliable
,"Beauregard Parish, LA",22011,14,34623,Unreliable,Unreliable
,"Bossier Parish, LA",22015,19,112048,Unreliable,Unreliable
,"Caddo Parish, LA",22017,40,251760,15.9,16.5
,"Calcasieu Parish, LA",22019,58,187081,31,32.1
,"East Baton Rouge Parish, LA",22033,39,433344,9,9
,"Jefferson Parish, LA",22051,126,432683,29.1,28.9
,"Jefferson Davis Parish, LA",22053,12,31379,Unreliable,Unreliable
,"Lafayette Parish, LA",22055,42,211826,19.8,18.5
,"Lafourche Parish, LA",22057,14,94745,Unreliable,Unreliable
,"Livingston Parish, LA",22063,26,119528,21.8,21.8
,"Orleans Parish, LA",22071,50,268751,18.6,18.2
,"Ouachita Parish, LA",22073,19,151157,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,15,23613,Unreliable,Unreliable
,"St. Charles Parish, LA",22089,11,52765,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,16,84710,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,65,226294,28.7,29.4
,"Tangipahoa Parish, LA",22105,28,116792,24,26.3
,"Terrebonne Parish, LA",22109,17,110656,Unreliable,Unreliable
,"Vermilion Parish, LA",22113,12,56835,Unreliable,Unreliable
,"Washington Parish, LA",22117,15,46376,Unreliable,Unreliable
,"Webster Parish, LA",22119,10,41275,Unreliable,Unreliable
,"Androscoggin County, ME",23001,11,107739,Unreliable,Unreliable
,"Cumberland County, ME",23005,38,278781,13.6,14.1
,"Kennebec County, ME",23011,16,121741,Unreliable,Unreliable
,"Oxford County, ME",23017,12,57966,Unreliable,Unreliable
,"Penobscot County, ME",23019,15,152232,Unreliable,Unreliable
,"York County, ME",23031,23,197594,11.6,12.2
,"Allegany County, MD",24001,10,74449,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,79,520503,15.2,14.6
,"Baltimore County, MD",24005,129,796073,16.2,16.4
,"Calvert County, MD",24009,14,87445,Unreliable,Unreliable
,"Carroll County, MD",24013,22,167390,13.1,13.6
,"Cecil County, MD",24015,30,99628,30.1,30.9
,"Charles County, MD",24017,12,142721,Unreliable,Unreliable
,"Frederick County, MD",24021,18,227463,Unreliable,Unreliable
,"Harford County, MD",24025,34,241634,14.1,14.2
,"Howard County, MD",24027,19,275196,Unreliable,Unreliable
,"Montgomery County, MD",24031,55,931694,5.9,5.7
,"Prince George's County, MD",24033,42,849916,4.9,4.9
,"Washington County, MD",24043,20,146173,13.7,13.6
,"Baltimore city, MD",24510,242,620306,39,39.8
,"Barnstable County, MA",25001,44,218380,20.1,22.6
,"Berkshire County, MA",25003,20,131883,15.2,14.9
,"Bristol County, MA",25005,94,545288,17.2,17.2
,"Essex County, MA",25009,124,730664,17,16.9
,"Hampden County, MA",25013,62,461434,13.4,14.4
,"Hampshire County, MA",25015,17,156842,Unreliable,Unreliable
,"Middlesex County, MA",25017,165,1463106,11.3,10.7
,"Norfolk County, MA",25021,76,656582,11.6,11.2
,"Plymouth County, MA",25023,71,488251,14.5,14.8
,"Suffolk County, MA",25025,136,693368,19.6,20.2
,"Worcester County, MA",25027,102,788280,12.9,12.8
,"Allegan County, MI",26005,17,111427,Unreliable,Unreliable
,"Bay County, MI",26017,17,108132,Unreliable,Unreliable
,"Berrien County, MI",26021,19,157378,Unreliable,Unreliable
,"Calhoun County, MI",26025,27,137582,19.6,18.6
,"Eaton County, MI",26045,11,108358,Unreliable,Unreliable
,"Genesee County, MI",26049,53,438109,12.1,12.3
,"Gladwin County, MI",26051,10,26285,Unreliable,Unreliable
,"Ingham County, MI",26065,31,281706,11,12
,"Kalamazoo County, MI",26077,22,245431,9,8.9
,"Kent County, MI",26081,63,598077,10.5,10.4
,"Livingston County, MI",26093,18,181903,Unreliable,Unreliable
,"Macomb County, MI",26099,169,835703,20.2,19.6
,"Monroe County, MI",26115,30,153424,19.6,19.9
,"Muskegon County, MI",26121,33,173738,19,19.7
,"Oakland County, MI",26125,80,1199862,6.7,6.2
,"Ottawa County, MI",26139,29,260037,11.2,11.5
,"Roscommon County, MI",26143,10,25318,Unreliable,Unreliable
,"Saginaw County, MI",26145,28,203144,13.8,14.9
,"St. Clair County, MI",26147,23,167526,13.7,13.4
,"Shiawassee County, MI",26155,14,72426,Unreliable,Unreliable
,"Van Buren County, MI",26159,13,76639,Unreliable,Unreliable
,"Washtenaw County, MI",26161,26,345310,7.5,8
,"Wayne County, MI",26163,279,1900992,14.7,14.3
,"Anoka County, MN",27003,19,325767,Unreliable,Unreliable
,"Clay County, MN",27027,10,55805,Unreliable,Unreliable
,"Dakota County, MN",27037,19,390767,Unreliable,Unreliable
,"Hennepin County, MN",27053,99,1126585,8.8,8.5
,"Ramsey County, MN",27123,51,499605,10.2,10.3
,"St. Louis County, MN",27137,16,198903,Unreliable,Unreliable
,"Washington County, MN",27163,11,229756,Unreliable,Unreliable
,"DeSoto County, MS",28033,10,150688,Unreliable,Unreliable
,"Hancock County, MS",28045,13,41707,Unreliable,Unreliable
,"Harrison County, MS",28047,35,179054,19.5,19.2
,"Hinds County, MS",28049,12,246546,Unreliable,Unreliable
,"Jackson County, MS",28059,42,136028,30.9,29
,"Pearl River County, MS",28109,13,56053,Unreliable,Unreliable
,"Rankin County, MS",28121,18,136694,Unreliable,Unreliable
,"Boone County, MO",29019,18,155666,Unreliable,Unreliable
,"Cape Girardeau County, MO",29031,12,73510,Unreliable,Unreliable
,"Cass County, MO",29037,12,96845,Unreliable,Unreliable
,"Clay County, MO",29047,29,211179,13.7,13.5
,"Franklin County, MO",29071,14,100265,Unreliable,Unreliable
,"Greene County, MO",29077,75,267576,28,29.1
,"Jackson County, MO",29095,92,662995,13.9,13.8
,"Jasper County, MO",29097,12,113754,Unreliable,Unreliable
,"Jefferson County, MO",29099,25,214948,11.6,12
,"St. Charles County, MO",29183,30,345395,8.7,8.2
,"St. Francois County, MO",29187,13,63636,Unreliable,Unreliable
,"St. Louis County, MO",29189,88,999389,8.8,9
,"St. Louis city, MO",29510,57,317959,17.9,18
,"Flathead County, MT",30029,13,88245,Unreliable,Unreliable
,"Missoula County, MT",30063,20,106110,18.8,19
,"Yellowstone County, MT",30111,20,141518,14.1,14.4
,"Douglas County, NE",31055,36,498743,7.2,7.6
,"Lancaster County, NE",31109,16,276012,Unreliable,Unreliable
,"Clark County, NV",32003,376,1867817,20.1,19.8
,"Washoe County, NV",32031,85,408724,20.8,20.1
,"Belknap County, NH",33001,15,60109,Unreliable,Unreliable
,"Carroll County, NH",33003,13,47829,Unreliable,Unreliable
,"Grafton County, NH",33009,12,87764,Unreliable,Unreliable
,"Hillsborough County, NH",33011,56,398843,14,13.7
,"Merrimack County, NH",33013,22,147024,15,14.3
,"Rockingham County, NH",33015,44,294132,15,14.8
,"Strafford County, NH",33017,11,121735,Unreliable,Unreliable
,"Atlantic County, NJ",34001,34,272303,12.5,13.2
,"Bergen County, NJ",34003,67,890817,7.5,7.4
,"Burlington County, NJ",34005,34,447560,7.6,7.8
,"Camden County, NJ",34007,103,513546,20.1,20.2
,"Cumberland County, NJ",34011,11,154489,Unreliable,Unreliable
,"Essex County, NJ",34013,64,778996,8.2,8.1
,"Gloucester County, NJ",34015,49,284086,17.2,17.8
,"Hudson County, NJ",34017,36,613637,5.9,5.4
,"Mercer County, NJ",34021,32,363088,8.8,8.5
,"Middlesex County, NJ",34023,54,792137,6.8,6.6
,"Monmouth County, NJ",34025,50,626644,8,8.7
,"Morris County, NJ",34027,22,488355,4.5,4.7
,"Ocean County, NJ",34029,62,565356,11,13
,"Passaic County, NJ",34031,30,492886,6.1,6.2
,"Salem County, NJ",34033,11,65864,Unreliable,Unreliable
,"Somerset County, NJ",34035,13,317128,Unreliable,Unreliable
,"Union County, NJ",34039,28,524960,5.3,5.3
,"Bernalillo County, NM",35001,189,638978,29.6,28.9
,"Chaves County, NM",35005,12,63587,Unreliable,Unreliable
,"Dona Ana County, NM",35013,30,197853,15.2,16.5
,"Eddy County, NM",35015,13,51923,Unreliable,Unreliable
,"Lea County, NM",35025,14,61058,Unreliable,Unreliable
,"Otero County, NM",35035,12,62466,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,20,40268,49.7,51.3
,"Sandoval County, NM",35043,19,120401,Unreliable,Unreliable
,"San Juan County, NM",35045,22,126149,17.4,17.5
,"Santa Fe County, NM",35049,31,140210,22.1,21.5
,"Taos County, NM",35055,10,32485,Unreliable,Unreliable
,"Valencia County, NM",35061,24,73703,32.6,35.4
,"Albany County, NY",36001,36,303858,11.8,12.2
,"Bronx County, NY",36005,173,1354056,12.8,13.3
,"Broome County, NY",36007,12,200877,Unreliable,Unreliable
,"Chautauqua County, NY",36013,16,135481,Unreliable,Unreliable
,"Dutchess County, NY",36027,32,295319,10.8,11.3
,"Erie County, NY",36029,74,921887,8,7.9
,"Kings County, NY",36047,216,2441324,8.8,8.9
,"Monroe County, NY",36055,65,739249,8.8,8.6
,"Nassau County, NY",36059,126,1322048,9.5,9.5
,"New York County, NY",36061,155,1581402,9.8,9.1
,"Niagara County, NY",36063,14,215791,Unreliable,Unreliable
,"Oneida County, NY",36065,18,234488,Unreliable,Unreliable
,"Onondaga County, NY",36067,40,461287,8.7,8.3
,"Orange County, NY",36071,27,368464,7.3,7.8
,"Oswego County, NY",36075,17,122213,Unreliable,Unreliable
,"Queens County, NY",36081,158,2177351,7.3,6.8
,"Richmond County, NY",36085,51,459642,11.1,10.8
,"Saratoga County, NY",36091,13,215798,Unreliable,Unreliable
,"Steuben County, NY",36101,12,98541,Unreliable,Unreliable
,"Suffolk County, NY",36103,182,1475255,12.3,12.4
,"Sullivan County, NY",36105,11,77991,Unreliable,Unreliable
,"Ulster County, NY",36111,23,182818,12.6,12
,"Westchester County, NY",36119,78,933414,8.4,8.1
,"Alamance County, NC",37001,15,144712,Unreliable,Unreliable
,"Brunswick County, NC",37019,10,99008,Unreliable,Unreliable
,"Buncombe County, NC",37021,32,230766,13.9,14.7
,"Burke County, NC",37023,26,90146,28.8,31.1
,"Cabarrus County, NC",37025,19,165717,Unreliable,Unreliable
,"Caldwell County, NC",37027,16,81588,Unreliable,Unreliable
,"Carteret County, NC",37031,10,64258,Unreliable,Unreliable
,"Catawba County, NC",37035,31,152448,20.3,20.2
,"Cherokee County, NC",37039,10,27350,Unreliable,Unreliable
,"Cleveland County, NC",37045,12,97524,Unreliable,Unreliable
,"Columbus County, NC",37047,10,55964,Unreliable,Unreliable
,"Craven County, NC",37049,10,97825,Unreliable,Unreliable
,"Cumberland County, NC",37051,25,308284,8.1,8.4
,"Davidson County, NC",37057,21,159126,13.2,13.7
,"Durham County, NC",37063,23,252796,9.1,9.2
,"Forsyth County, NC",37067,37,338638,10.9,10.8
,"Gaston County, NC",37071,49,200377,24.5,24.8
,"Guilford County, NC",37081,50,468466,10.7,10.6
,"Harnett County, NC",37085,11,105770,Unreliable,Unreliable
,"Henderson County, NC",37089,13,102270,Unreliable,Unreliable
,"Iredell County, NC",37097,26,151944,17.1,17.4
,"Johnston County, NC",37101,10,155695,Unreliable,Unreliable
,"Lincoln County, NC",37109,11,74139,Unreliable,Unreliable
,"McDowell County, NC",37111,17,44345,Unreliable,Unreliable
,"Mecklenburg County, NC",37119,55,862177,6.4,6.2
,"New Hanover County, NC",37129,28,194339,14.4,14.4
,"Onslow County, NC",37133,18,163256,Unreliable,Unreliable
,"Orange County, NC",37135,15,127193,Unreliable,Unreliable
,"Randolph County, NC",37151,25,138855,18,17.6
,"Rockingham County, NC",37157,21,93164,22.5,23.4
,"Rowan County, NC",37159,20,135626,14.7,15.4
,"Rutherford County, NC",37161,17,66305,Unreliable,Unreliable
,"Sampson County, NC",37163,11,62539,Unreliable,Unreliable
,"Stanly County, NC",37167,14,59849,Unreliable,Unreliable
,"Vance County, NC",37181,10,44676,Unreliable,Unreliable
,"Wake County, NC",37183,58,821607,7.1,6.9
,"Wayne County, NC",37191,12,118942,Unreliable,Unreliable
,"Wilkes County, NC",37193,21,68966,30.4,32.8
,"Athens County, OH",39009,16,64102,Unreliable,Unreliable
,"Brown County, OH",39015,10,44490,Unreliable,Unreliable
,"Butler County, OH",39017,54,361192,15,15.1
,"Clark County, OH",39023,22,139829,15.7,17.8
,"Clermont County, OH",39025,45,194346,23.2,23.4
,"Columbiana County, OH",39029,10,109153,Unreliable,Unreliable
,"Crawford County, OH",39033,12,44634,Unreliable,Unreliable
,"Cuyahoga County, OH",39035,154,1301540,11.8,11.5
,"Delaware County, OH",39041,12,161796,Unreliable,Unreliable
,"Fairfield County, OH",39045,16,142915,Unreliable,Unreliable
,"Franklin County, OH",39049,211,1127174,18.7,18.3
,"Greene County, OH",39057,22,159055,13.8,14.1
,"Hamilton County, OH",39061,111,801815,13.8,13.7
,"Hocking County, OH",39073,11,29418,Unreliable,Unreliable
,"Lake County, OH",39085,31,228930,13.5,13.7
,"Licking County, OH",39089,16,162375,Unreliable,Unreliable
,"Lorain County, OH",39093,22,298609,7.4,7.4
,"Lucas County, OH",39095,89,445482,20,19.7
,"Madison County, OH",39097,11,42392,Unreliable,Unreliable
,"Mahoning County, OH",39099,31,243453,12.7,14.1
,"Miami County, OH",39109,15,102130,Unreliable,Unreliable
,"Montgomery County, OH",39113,141,540667,26.1,26.7
,"Portage County, OH",39133,12,159148,Unreliable,Unreliable
,"Richland County, OH",39139,13,126995,Unreliable,Unreliable
,"Ross County, OH",39141,21,77419,27.1,25.5
,"Scioto County, OH",39145,21,78775,26.7,26.8
,"Stark County, OH",39151,28,376877,7.4,7.6
,"Summit County, OH",39153,78,544275,14.3,13.9
,"Trumbull County, OH",39155,67,214296,31.3,31.3
,"Warren County, OH",39165,21,205258,10.2,10.2
,"Canadian County, OK",40017,12,106804,Unreliable,Unreliable
,"Cherokee County, OK",40021,10,45546,Unreliable,Unreliable
,"Cleveland County, OK",40027,32,241409,13.3,12.6
,"Comanche County, OK",40031,18,119534,Unreliable,Unreliable
,"Creek County, OK",40037,14,68292,Unreliable,Unreliable
,"Le Flore County, OK",40079,12,49589,Unreliable,Unreliable
