Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"McCurtain County, OK",40089,12,33128,Unreliable,Unreliable
,"Muskogee County, OK",40101,15,70119,Unreliable,Unreliable
,"Oklahoma County, OK",40109,139,695706,20,20.6
,"Pottawatomie County, OK",40125,15,68698,Unreliable,Unreliable
,"Rogers County, OK",40131,13,84030,Unreliable,Unreliable
,"Stephens County, OK",40137,10,44196,Unreliable,Unreliable
,"Tulsa County, OK",40143,146,582094,25.1,25.2
,"Wagoner County, OK",40145,20,68677,29.1,29.3
,"Clackamas County, OR",41005,38,366808,10.4,9.8
,"Coos County, OR",41011,11,63420,Unreliable,Unreliable
,"Deschutes County, OR",41017,16,152633,Unreliable,Unreliable
,"Douglas County, OR",41019,19,107057,Unreliable,Unreliable
,"Jackson County, OR",41029,19,199152,Unreliable,Unreliable
,"Josephine County, OR",41033,21,81746,25.7,28.6
,"Lane County, OR",41039,49,344844,14.2,14
,"Linn County, OR",41043,12,112932,Unreliable,Unreliable
,"Marion County, OR",41047,35,306964,11.4,11.8
,"Multnomah County, OR",41051,163,697799,23.4,21.5
,"Polk County, OR",41053,11,72791,Unreliable,Unreliable
,"Umatilla County, OR",41059,10,74269,Unreliable,Unreliable
,"Washington County, OR",41067,46,508842,9,8.9
,"Allegheny County, PA",42003,205,1222482,16.8,16.4
,"Beaver County, PA",42007,22,172161,12.8,14.5
,"Berks County, PA",42011,43,405223,10.6,10.5
,"Blair County, PA",42013,17,127048,Unreliable,Unreliable
,"Bucks County, PA",42017,80,621336,12.9,13.5
,"Butler County, PA",42019,19,181690,Unreliable,Unreliable
,"Cambria County, PA",42021,39,145283,26.8,27.9
,"Centre County, PA",42027,11,149498,Unreliable,Unreliable
,"Chester County, PA",42029,45,486156,9.3,9.3
,"Clearfield County, PA",42033,10,82558,Unreliable,Unreliable
,"Crawford County, PA",42039,14,89544,Unreliable,Unreliable
,"Cumberland County, PA",42041,23,228718,10.1,10.1
,"Dauphin County, PA",42043,25,263096,9.5,9.2
,"Delaware County, PA",42045,109,554916,19.6,19.3
,"Erie County, PA",42049,32,278573,11.5,11.4
,"Fayette County, PA",42051,20,140159,14.3,14.6
,"Franklin County, PA",42055,16,144840,Unreliable,Unreliable
,"Lackawanna County, PA",42069,38,213513,17.8,19
,"Lancaster County, PA",42071,42,506639,8.3,8.6
,"Lawrence County, PA",42073,13,92007,Unreliable,Unreliable
,"Lehigh County, PA",42077,35,340848,10.3,10.1
,"Luzerne County, PA",42079,57,318232,17.9,19.2
,"Mercer County, PA",42085,26,117794,22.1,23.2
,"Monroe County, PA",42089,25,167352,14.9,15.1
,"Montgomery County, PA",42091,81,785170,10.3,10.3
,"Northampton County, PA",42095,32,293212,10.9,11
,"Philadelphia County, PA",42101,356,1493309,23.8,24.2
,"Schuylkill County, PA",42107,26,148387,17.5,18.6
,"Washington County, PA",42125,21,206259,10.2,11
,"Westmoreland County, PA",42129,55,366318,15,15.6
,"York County, PA",42133,46,424919,10.8,10.7
,"Kent County, RI",44003,21,167515,12.5,11.9
,"Providence County, RI",44007,86,629110,13.7,13.6
,"Washington County, RI",44009,19,126895,Unreliable,Unreliable
,"Aiken County, SC",45003,21,154814,13.6,13.6
,"Anderson County, SC",45007,27,181543,14.9,14.6
,"Beaufort County, SC",45013,12,151411,Unreliable,Unreliable
,"Berkeley County, SC",45015,12,164913,Unreliable,Unreliable
,"Charleston County, SC",45019,49,337147,14.5,14.7
,"Chesterfield County, SC",45025,10,45708,Unreliable,Unreliable
,"Georgetown County, SC",45043,14,60277,Unreliable,Unreliable
,"Greenville County, SC",45045,81,427970,18.9,18.1
,"Horry County, SC",45051,33,252464,13.1,13.6
,"Laurens County, SC",45059,10,67172,Unreliable,Unreliable
,"Lexington County, SC",45063,35,246461,14.2,13.9
,"Oconee County, SC",45073,19,72407,Unreliable,Unreliable
,"Pickens County, SC",45077,23,116815,19.7,20.3
,"Richland County, SC",45079,25,366111,6.8,6.9
,"Spartanburg County, SC",45083,48,274215,17.5,17.7
,"York County, SC",45091,20,208640,9.6,9.4
,"Minnehaha County, SD",46099,13,163577,Unreliable,Unreliable
,"Anderson County, TN",47001,10,73580,Unreliable,Unreliable
,"Blount County, TN",47009,26,119950,21.7,21.7
,"Bradley County, TN",47011,25,96336,26,26.7
,"Campbell County, TN",47013,13,40480,Unreliable,Unreliable
,"Carter County, TN",47019,15,57781,Unreliable,Unreliable
,"Davidson County, TN",47037,90,605031,14.9,14.4
,"Greene County, TN",47059,15,67840,Unreliable,Unreliable
,"Hamblen County, TN",47063,23,61592,37.3,40.8
,"Hamilton County, TN",47065,37,324784,11.4,10.9
,"Hawkins County, TN",47073,14,56380,Unreliable,Unreliable
,"Jefferson County, TN",47089,17,50184,Unreliable,Unreliable
,"Knox County, TN",47093,99,419096,23.6,22.8
,"Lawrence County, TN",47099,16,41072,Unreliable,Unreliable
,"McMinn County, TN",47107,12,51912,Unreliable,Unreliable
,"Montgomery County, TN",47125,17,160642,Unreliable,Unreliable
,"Putnam County, TN",47141,12,69468,Unreliable,Unreliable
,"Rutherford County, TN",47149,28,243953,11.5,11.6
,"Sevier County, TN",47155,16,86284,Unreliable,Unreliable
,"Shelby County, TN",47157,118,921119,12.8,12.5
,"Sullivan County, TN",47163,27,155367,17.4,18.5
,"Sumner County, TN",47165,13,152949,Unreliable,Unreliable
,"Warren County, TN",47177,13,39365,Unreliable,Unreliable
,"Washington County, TN",47179,24,117833,20.4,19.8
,"Wilson County, TN",47189,11,106757,Unreliable,Unreliable
,"Bell County, TX",48027,12,287752,Unreliable,Unreliable
,"Bexar County, TX",48029,121,1615210,7.5,7.5
,"Brazoria County, TX",48039,25,293296,8.5,8.8
,"Cameron County, TX",48061,14,386306,Unreliable,Unreliable
,"Collin County, TX",48085,31,714330,4.3,4.5
,"Dallas County, TX",48113,226,2291891,9.9,9.7
,"Denton County, TX",48121,33,609001,5.4,5.3
,"Ector County, TX",48135,22,130459,16.9,18.4
,"El Paso County, TX",48141,54,755578,7.1,7.6
,"Fort Bend County, TX",48157,22,516564,4.3,4
,"Galveston County, TX",48167,58,283770,20.4,20.6
,"Grayson County, TX",48181,12,118331,Unreliable,Unreliable
,"Gregg County, TX",48183,14,118260,Unreliable,Unreliable
,"Hardin County, TX",48199,11,52446,Unreliable,Unreliable
,"Harris County, TX",48201,501,3863344,13,12.9
,"Hays County, TX",48209,10,140480,Unreliable,Unreliable
,"Hidalgo County, TX",48215,19,715264,Unreliable,Unreliable
,"Hunt County, TX",48231,10,84351,Unreliable,Unreliable
,"Jefferson County, TX",48245,30,247629,12.1,12.1
,"Johnson County, TX",48251,10,145123,Unreliable,Unreliable
,"Liberty County, TX",48291,23,74515,30.9,29.9
,"Lubbock County, TX",48303,15,265215,Unreliable,Unreliable
,"McLennan County, TX",48309,15,226741,Unreliable,Unreliable
,"Midland County, TX",48329,12,128954,Unreliable,Unreliable
,"Montgomery County, TX",48339,67,411416,16.3,16.1
,"Nueces County, TX",48355,45,330512,13.6,13.8
,"Orange County, TX",48361,24,82255,29.2,31.9
,"Randall County, TX",48381,11,114782,Unreliable,Unreliable
,"San Patricio County, TX",48409,14,66723,Unreliable,Unreliable
,"Smith County, TX",48423,20,199953,10,10.6
,"Tarrant County, TX",48439,148,1707157,8.7,8.5
,"Taylor County, TX",48441,11,128503,Unreliable,Unreliable
,"Tom Green County, TX",48451,10,106680,Unreliable,Unreliable
,"Travis County, TX",48453,98,955399,10.3,10.3
,"Van Zandt County, TX",48467,10,52151,Unreliable,Unreliable
,"Webb County, TX",48479,18,234594,Unreliable,Unreliable
,"Wichita County, TX",48485,19,130564,Unreliable,Unreliable
,"Williamson County, TX",48491,23,373723,6.2,6.2
,"Box Elder County, UT",49003,10,47193,Unreliable,Unreliable
,"Cache County, UT",49005,13,103624,Unreliable,Unreliable
,"Carbon County, UT",49007,10,20554,Unreliable,Unreliable
,"Davis County, UT",49011,49,288236,17,19
,"Iron County, UT",49021,10,43645,Unreliable,Unreliable
,"Salt Lake County, UT",49035,218,983719,22.2,22.6
,"Tooele County, UT",49045,12,53821,Unreliable,Unreliable
,"Utah County, UT",49049,78,469574,16.6,18
,"Washington County, UT",49053,17,132277,Unreliable,Unreliable
,"Weber County, UT",49057,55,217567,25.3,27.7
,"Chittenden County, VT",50007,14,153625,Unreliable,Unreliable
,"Rutland County, VT",50021,14,62618,Unreliable,Unreliable
,"Arlington County, VA",51013,12,190759,Unreliable,Unreliable
,"Chesterfield County, VA",51041,20,304636,6.6,6.7
,"Dickenson County, VA",51051,12,15971,Unreliable,Unreliable
,"Fairfax County, VA",51059,64,1027727,6.2,5.9
,"Fauquier County, VA",51061,13,64122,Unreliable,Unreliable
,"Henrico County, VA",51087,18,296408,Unreliable,Unreliable
,"Loudoun County, VA",51107,13,279704,Unreliable,Unreliable
,"Montgomery County, VA",51121,12,91548,Unreliable,Unreliable
,"Prince William County, VA",51153,19,368016,Unreliable,Unreliable
,"Pulaski County, VA",51155,13,35058,Unreliable,Unreliable
,"Roanoke County, VA",51161,11,91120,Unreliable,Unreliable
,"Russell County, VA",51167,11,28889,Unreliable,Unreliable
,"Stafford County, VA",51179,12,122526,Unreliable,Unreliable
,"Tazewell County, VA",51185,12,44169,Unreliable,Unreliable
,"Wise County, VA",51195,26,41543,62.6,65.1
,"Chesapeake city, VA",51550,24,217450,11,10.6
,"Newport News city, VA",51700,11,182528,Unreliable,Unreliable
,"Norfolk city, VA",51710,45,241248,18.7,20.7
,"Portsmouth city, VA",51740,11,97831,Unreliable,Unreliable
,"Richmond city, VA",51760,37,200201,18.5,18.1
,"Roanoke city, VA",51770,11,94916,Unreliable,Unreliable
,"Virginia Beach city, VA",51810,44,434732,10.1,9.9
,"Benton County, WA",53005,21,161669,13,13.6
,"Clallam County, WA",53009,26,70186,37,39.2
,"Clark County, WA",53011,60,408820,14.7,14.5
,"Cowlitz County, WA",53015,19,100744,Unreliable,Unreliable
,"Grant County, WA",53025,14,82645,Unreliable,Unreliable
,"Grays Harbor County, WA",53027,11,71827,Unreliable,Unreliable
,"King County, WA",53033,258,1847986,14,12.8
,"Kitsap County, WA",53035,33,244105,13.5,13.8
,"Lewis County, WA",53041,15,74229,Unreliable,Unreliable
,"Pierce County, WA",53053,125,772484,16.2,15.6
,"Skagit County, WA",53057,14,114066,Unreliable,Unreliable
,"Snohomish County, WA",53061,109,683997,15.9,15
,"Spokane County, WA",53063,109,456150,23.9,23.4
,"Thurston County, WA",53067,25,237772,10.5,9.8
,"Whatcom County, WA",53073,16,192837,Unreliable,Unreliable
,"Yakima County, WA",53077,25,232733,10.7,11.6
,"Berkeley County, WV",54003,16,99132,Unreliable,Unreliable
,"Cabell County, WV",54011,40,95059,42.1,42.7
,"Fayette County, WV",54019,16,46243,Unreliable,Unreliable
,"Hancock County, WV",54029,11,30887,Unreliable,Unreliable
,"Harrison County, WV",54033,15,67940,Unreliable,Unreliable
,"Jefferson County, WV",54037,15,51264,Unreliable,Unreliable
,"Kanawha County, WV",54039,27,192354,14,14.5
,"Logan County, WV",54045,19,36443,Unreliable,Unreliable
,"McDowell County, WV",54047,18,22746,Unreliable,Unreliable
,"Marion County, WV",54049,14,56445,Unreliable,Unreliable
,"Mason County, WV",54053,11,26738,Unreliable,Unreliable
,"Mercer County, WV",54055,25,61615,40.6,44
,"Mingo County, WV",54059,10,27145,Unreliable,Unreliable
,"Raleigh County, WV",54081,22,78323,28.1,29.4
,"Wyoming County, WV",54109,14,24078,Unreliable,Unreliable
,"Brown County, WI",55009,22,242691,9.1,9
,"Dane County, WI",55025,44,471644,9.3,9.1
,"Dodge County, WI",55027,10,89007,Unreliable,Unreliable
,"Kenosha County, WI",55059,35,163223,21.4,20.9
,"La Crosse County, WI",55063,13,111798,Unreliable,Unreliable
,"Manitowoc County, WI",55071,10,81872,Unreliable,Unreliable
,"Milwaukee County, WI",55079,190,931453,20.4,20.9
,"Portage County, WI",55097,10,69133,Unreliable,Unreliable
,"Racine County, WI",55101,19,194395,Unreliable,Unreliable
,"Rock County, WI",55105,27,159912,16.9,16.8
,"Sheboygan County, WI",55117,11,115178,Unreliable,Unreliable
,"Walworth County, WI",55127,14,101449,Unreliable,Unreliable
,"Washington County, WI",55131,14,129203,Unreliable,Unreliable
,"Waukesha County, WI",55133,36,384239,9.4,10
,"Winnebago County, WI",55139,26,164037,15.9,16
,"Laramie County, WY",56021,18,87654,Unreliable,Unreliable
Total,,,36010,301231207,12,11.9
---,,,,,,
"Dataset: Underlying Cause of Death, 1999-2016",,,,,,
Query Parameters:,,,,,,
Title:,,,,,,
2013 Urbanization: All,,,,,,
Autopsy: All,,,,,,
Gender: All,,,,,,
Hispanic Origin: All,,,,,,
"ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X41",,,,,,
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not",,,,,,
"elsewhere classified), X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not",,,,,,
"elsewhere classified), X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system), X44",,,,,,
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X60 (Intentional",,,,,,
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X61 (Intentional self-poisoning by and",,,,,,
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified), X62",,,,,,
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified), X63",,,,,,
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system), X64 (Intentional",,,,,,
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X85 (Assault by drugs,",,,,,,
"medicaments and biological substances), Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,",,,,,,
"undetermined intent), Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic",,,,,,
"drugs, not elsewhere classified, undetermined intent), Y12 (Poisoning by and exposure to narcotics and psychodysleptics",,,,,,
"[hallucinogens], not elsewhere classified, undetermined intent), Y13 (Poisoning by and exposure to other drugs acting on the",,,,,,
"autonomic nervous system, undetermined intent), Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and",,,,,,
"biological substances, undetermined intent)",,,,,,
Place of Death: All,,,,,,
Race: All,,,,,,
States: All,,,,,,
Ten-Year Age Groups: All,,,,,,
Weekday: All,,,,,,
Year/Month: 2007,,,,,,
Group By: County,,,,,,
Show Totals: True,,,,,,
Show Zero Values: False,,,,,,
Show Suppressed: False,,,,,,
Standard Population: 2000 U.S. Std. Population,,,,,,
"Calculate Rates Per: 100,000",,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,
---,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,
---,,,,,,
"Query Date: Apr 29, 2018 10:18:18 PM",,,,,,
---,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as",,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 29, 2018 10:18:18 PM",,,,,,
---,,,,,,
Messages:,,,,,,
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above",,,,,,
to show zero rows.,,,,,,
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use",,,,,,
Quick Options above to show suppressed rows.,,,,,,
---,,,,,,
Footnotes:,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,
"2. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information.",,,,,,
---,,,,,,
Caveats:,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,
"3. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with",,,,,,
registering the deaths with the Louisiana Vital Statistics Office.,,,,,,
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,
5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,
24005).,,,,,,
6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,
7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality.,,,,,,
8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,
9. The populations used to calculate standard age-adjusted rates are documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.,,,,,,
10. The method used to calculate age-adjusted rates is documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.,,,,,,
"11. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates.",,,,,,
"12. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016",,,,,,
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July",,,,,,
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for",,,,,,
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS",,,,,,
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the",,,,,,
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race",,,,,,
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The",,,,,,
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal",,,,,,
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for",,,,,,
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -",,,,,,
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for",,,,,,
1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number,,,,,,
of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published,,,,,,
"reports, due to use of the population estimates which were available at the time of release.",,,,,,
13. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,
14. Changes to cause of death classification affect reporting trends. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,
