Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Montgomery County, IN",18107,12,38441,Unreliable,Unreliable
,"Morgan County, IN",18109,12,69464,Unreliable,Unreliable
,"Porter County, IN",18127,24,165537,14.5,14.7
,"St. Joseph County, IN",18141,42,266700,15.7,16.9
,"Scott County, IN",18143,17,23987,Unreliable,Unreliable
,"Starke County, IN",18149,10,23199,Unreliable,Unreliable
,"Tippecanoe County, IN",18157,25,174724,14.3,14.6
,"Vanderburgh County, IN",18163,52,180305,28.8,28.1
,"Vigo County, IN",18167,19,108182,Unreliable,Unreliable
,"Wayne County, IN",18177,15,68643,Unreliable,Unreliable
,"Linn County, IA",19113,22,213875,10.3,9.9
,"Polk County, IA",19153,57,437399,13,13
,"Pottawattamie County, IA",19155,11,93518,Unreliable,Unreliable
,"Scott County, IA",19163,28,167095,16.8,17.2
,"Woodbury County, IA",19193,10,102509,Unreliable,Unreliable
,"Douglas County, KS",20045,12,112211,Unreliable,Unreliable
,"Johnson County, KS",20091,44,552991,8,7.9
,"Leavenworth County, KS",20103,13,77176,Unreliable,Unreliable
,"Sedgwick County, KS",20173,58,501076,11.6,11.8
,"Shawnee County, KS",20177,26,178941,14.5,15.9
,"Wyandotte County, KS",20209,18,158224,Unreliable,Unreliable
,"Bell County, KY",21013,17,28725,Unreliable,Unreliable
,"Boone County, KY",21015,22,121737,18.1,17.9
,"Boyd County, KY",21019,12,49466,Unreliable,Unreliable
,"Bullitt County, KY",21029,13,75109,Unreliable,Unreliable
,"Campbell County, KY",21037,34,90940,37.4,37.9
,"Clark County, KY",21049,13,35537,Unreliable,Unreliable
,"Clay County, KY",21051,25,21720,115.1,114.8
,"Daviess County, KY",21059,11,97234,Unreliable,Unreliable
,"Fayette County, KY",21067,57,301569,18.9,19.1
,"Floyd County, KY",21071,38,39207,96.9,103.9
,"Grayson County, KY",21085,12,25957,Unreliable,Unreliable
,"Hardin County, KY",21093,11,107456,Unreliable,Unreliable
,"Harlan County, KY",21095,11,29060,Unreliable,Unreliable
,"Hopkins County, KY",21107,10,46909,Unreliable,Unreliable
,"Jefferson County, KY",21111,143,746906,19.1,19.4
,"Johnson County, KY",21115,19,23396,Unreliable,Unreliable
,"Kenton County, KY",21117,58,160406,36.2,37.7
,"Knox County, KY",21121,23,31888,72.1,79.4
,"Laurel County, KY",21125,21,59355,35.4,34.8
,"Letcher County, KY",21133,20,24446,81.8,87.3
,"McCracken County, KY",21145,14,65864,Unreliable,Unreliable
,"Madison County, KY",21151,18,84188,Unreliable,Unreliable
,"Perry County, KY",21193,19,28751,Unreliable,Unreliable
,"Pike County, KY",21195,36,64904,55.5,57.9
,"Pulaski County, KY",21199,15,63657,Unreliable,Unreliable
,"Warren County, KY",21227,20,115517,17.3,17.7
,"Whitley County, KY",21235,15,35823,Unreliable,Unreliable
,"Acadia Parish, LA",22001,16,61982,Unreliable,Unreliable
,"Ascension Parish, LA",22005,11,109985,Unreliable,Unreliable
,"Caddo Parish, LA",22017,29,257051,11.3,11.7
,"Calcasieu Parish, LA",22019,24,194092,12.4,12.4
,"East Baton Rouge Parish, LA",22033,26,441438,5.9,6.8
,"Iberia Parish, LA",22045,10,73400,Unreliable,Unreliable
,"Jefferson Parish, LA",22051,87,432640,20.1,20.4
,"Lafayette Parish, LA",22055,29,224390,12.9,13.7
,"Lafourche Parish, LA",22057,16,96666,Unreliable,Unreliable
,"Livingston Parish, LA",22063,37,130251,28.4,27.9
,"Orleans Parish, LA",22071,43,360740,11.9,11.8
,"Ouachita Parish, LA",22073,10,154919,Unreliable,Unreliable
,"Rapides Parish, LA",22079,20,132374,15.1,15.9
,"St. Tammany Parish, LA",22103,48,236785,20.3,20.6
,"Tangipahoa Parish, LA",22105,21,122571,17.1,18.6
,"Terrebonne Parish, LA",22109,21,111917,18.8,17.5
,"Androscoggin County, ME",23001,14,107398,Unreliable,Unreliable
,"Aroostook County, ME",23003,14,71482,Unreliable,Unreliable
,"Cumberland County, ME",23005,27,282401,9.6,9
,"Kennebec County, ME",23011,16,121935,Unreliable,Unreliable
,"Penobscot County, ME",23019,21,153786,13.7,14.6
,"York County, ME",23031,23,198199,11.6,11.3
,"Allegany County, MD",24001,16,74692,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,85,544403,15.6,15.1
,"Baltimore County, MD",24005,119,809941,14.7,14.5
,"Calvert County, MD",24009,15,89256,Unreliable,Unreliable
,"Caroline County, MD",24011,13,32985,Unreliable,Unreliable
,"Carroll County, MD",24013,17,167288,Unreliable,Unreliable
,"Cecil County, MD",24015,33,101694,32.5,33.8
,"Charles County, MD",24017,18,149130,Unreliable,Unreliable
,"Frederick County, MD",24021,30,236745,12.7,12.8
,"Harford County, MD",24025,41,246489,16.6,16.8
,"Howard County, MD",24027,25,293142,8.5,8.7
,"Montgomery County, MD",24031,44,989794,4.4,4.2
,"Prince George's County, MD",24033,48,871233,5.5,5.2
,"Washington County, MD",24043,22,148203,14.8,14.3
,"Wicomico County, MD",24045,13,99190,Unreliable,Unreliable
,"Baltimore city, MD",24510,140,619493,22.6,22.7
,"Barnstable County, MA",25001,26,215769,12,14
,"Berkshire County, MA",25003,19,130458,Unreliable,Unreliable
,"Bristol County, MA",25005,103,548922,18.8,18.8
,"Essex County, MA",25009,78,748930,10.4,10.8
,"Hampden County, MA",25013,65,463783,14,14.4
,"Hampshire County, MA",25015,12,157822,Unreliable,Unreliable
,"Middlesex County, MA",25017,171,1518171,11.3,10.6
,"Norfolk County, MA",25021,77,675436,11.4,11.4
,"Plymouth County, MA",25023,80,497579,16.1,16.6
,"Suffolk County, MA",25025,98,730932,13.4,13.7
,"Worcester County, MA",25027,119,801227,14.9,14.8
,"Bay County, MI",26017,26,107110,24.3,27.2
,"Berrien County, MI",26021,22,156941,14,13.5
,"Calhoun County, MI",26025,31,135490,22.9,23.9
,"Cass County, MI",26027,14,51988,Unreliable,Unreliable
,"Eaton County, MI",26045,10,108056,Unreliable,Unreliable
,"Genesee County, MI",26049,89,422080,21.1,21.2
,"Grand Traverse County, MI",26055,14,88349,Unreliable,Unreliable
,"Ingham County, MI",26065,39,281613,13.8,15.5
,"Kalamazoo County, MI",26077,37,252074,14.7,15.6
,"Kent County, MI",26081,60,608453,9.9,10.2
,"Lapeer County, MI",26087,13,88082,Unreliable,Unreliable
,"Livingston County, MI",26093,18,181722,Unreliable,Unreliable
,"Macomb County, MI",26099,211,842145,25.1,24.6
,"Manistee County, MI",26101,12,24709,Unreliable,Unreliable
,"Midland County, MI",26111,11,84063,Unreliable,Unreliable
,"Monroe County, MI",26115,20,151560,13.2,13.9
,"Muskegon County, MI",26121,31,171302,18.1,18.5
,"Oakland County, MI",26125,76,1210145,6.3,6.1
,"Ottawa County, MI",26139,30,266300,11.3,11.9
,"Saginaw County, MI",26145,29,199088,14.6,14.4
,"St. Clair County, MI",26147,38,161642,23.5,23.2
,"Shiawassee County, MI",26155,15,69841,Unreliable,Unreliable
,"Van Buren County, MI",26159,12,76131,Unreliable,Unreliable
,"Washtenaw County, MI",26161,36,347962,10.3,10.2
,"Wayne County, MI",26163,278,1802096,15.4,15.8
,"Anoka County, MN",27003,40,333140,12,11.5
,"Clay County, MN",27027,10,59803,Unreliable,Unreliable
,"Dakota County, MN",27037,39,402006,9.7,9.2
,"Hennepin County, MN",27053,123,1168431,10.5,9.9
,"Olmsted County, MN",27109,11,145769,Unreliable,Unreliable
,"Ramsey County, MN",27123,63,514696,12.2,12.3
,"St. Louis County, MN",27137,21,200255,10.5,10.6
,"Stearns County, MN",27145,14,151343,Unreliable,Unreliable
,"Washington County, MN",27163,23,241280,9.5,9.2
,"DeSoto County, MS",28033,14,164053,Unreliable,Unreliable
,"Harrison County, MS",28047,43,191040,22.5,21.8
,"Jackson County, MS",28059,30,139901,21.4,21.2
,"Rankin County, MS",28121,27,143702,18.8,18.6
,"Boone County, MO",29019,22,165627,13.3,14.1
,"Butler County, MO",29023,16,43082,Unreliable,Unreliable
,"Cape Girardeau County, MO",29031,11,76632,Unreliable,Unreliable
,"Cass County, MO",29037,14,100052,Unreliable,Unreliable
,"Christian County, MO",29043,11,78570,Unreliable,Unreliable
,"Clay County, MO",29047,22,225161,9.8,9.6
,"Franklin County, MO",29071,27,101938,26.5,27.5
,"Greene County, MO",29077,64,277214,23.1,23.4
,"Jackson County, MO",29095,92,676360,13.6,13.5
,"Jasper County, MO",29097,17,118435,Unreliable,Unreliable
,"Jefferson County, MO",29099,53,219480,24.1,24.5
,"Newton County, MO",29145,10,58414,Unreliable,Unreliable
,"Phelps County, MO",29161,17,45020,Unreliable,Unreliable
,"Pulaski County, MO",29169,14,53175,Unreliable,Unreliable
,"St. Charles County, MO",29183,62,365151,17,17.1
,"St. Francois County, MO",29187,17,65577,Unreliable,Unreliable
,"St. Louis County, MO",29189,161,998692,16.1,17
,"St. Louis city, MO",29510,91,318069,28.6,27.6
,"Cascade County, MT",30013,11,81837,Unreliable,Unreliable
,"Lewis and Clark County, MT",30049,16,64318,Unreliable,Unreliable
,"Missoula County, MT",30063,11,110138,Unreliable,Unreliable
,"Yellowstone County, MT",30111,24,150069,16,15.8
,"Douglas County, NE",31055,51,524861,9.7,9.4
,"Lancaster County, NE",31109,20,289800,6.9,7.7
,"Sarpy County, NE",31153,16,162561,Unreliable,Unreliable
,"Clark County, NV",32003,456,1969975,23.1,22.8
,"Douglas County, NV",32005,10,46886,Unreliable,Unreliable
,"Nye County, NV",32023,13,43351,Unreliable,Unreliable
,"Washoe County, NV",32031,120,425710,28.2,25.9
,"Carson City, NV",32510,10,55439,Unreliable,Unreliable
,"Belknap County, NH",33001,11,60223,Unreliable,Unreliable
,"Cheshire County, NH",33005,17,76918,Unreliable,Unreliable
,"Hillsborough County, NH",33011,73,401696,18.2,17.2
,"Merrimack County, NH",33013,16,146579,Unreliable,Unreliable
,"Rockingham County, NH",33015,45,296207,15.2,15.6
,"Strafford County, NH",33017,17,123857,Unreliable,Unreliable
,"Atlantic County, NJ",34001,59,274338,21.5,21.1
,"Bergen County, NJ",34003,75,911004,8.2,8
,"Burlington County, NJ",34005,59,449576,13.1,12.9
,"Camden County, NJ",34007,120,513241,23.4,24.2
,"Cape May County, NJ",34009,15,96601,Unreliable,Unreliable
,"Cumberland County, NJ",34011,15,157095,Unreliable,Unreliable
,"Essex County, NJ",34013,67,785137,8.5,8
,"Gloucester County, NJ",34015,59,289104,20.4,20.7
,"Hudson County, NJ",34017,50,641224,7.8,7.6
,"Mercer County, NJ",34021,38,367063,10.4,9.9
,"Middlesex County, NJ",34023,75,814217,9.2,9.1
,"Monmouth County, NJ",34025,96,631020,15.2,14.9
,"Morris County, NJ",34027,44,494976,8.9,9
,"Ocean County, NJ",34029,84,579369,14.5,15.8
,"Passaic County, NJ",34031,43,502007,8.6,8.6
,"Salem County, NJ",34033,15,65902,Unreliable,Unreliable
,"Somerset County, NJ",34035,28,324893,8.6,8.6
,"Sussex County, NJ",34037,18,148517,Unreliable,Unreliable
,"Union County, NJ",34039,29,539494,5.4,5.2
,"Warren County, NJ",34041,14,108339,Unreliable,Unreliable
,"Bernalillo County, NM",35001,206,670968,30.7,30.5
,"Chaves County, NM",35005,19,65890,Unreliable,Unreliable
,"Dona Ana County, NM",35013,36,213598,16.9,18.7
,"Lea County, NM",35025,15,65423,Unreliable,Unreliable
,"Otero County, NM",35035,14,65703,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,29,40446,71.7,72
,"Sandoval County, NM",35043,28,134259,20.9,20.9
,"San Juan County, NM",35045,21,128200,16.4,18.4
,"San Miguel County, NM",35047,13,29301,Unreliable,Unreliable
,"Santa Fe County, NM",35049,42,145648,28.8,30.3
,"Valencia County, NM",35061,24,77070,31.1,33.5
,"Albany County, NY",36001,30,303565,9.9,9.6
,"Bronx County, NY",36005,134,1392002,9.6,9.8
,"Broome County, NY",36007,24,199031,12.1,11.8
,"Cayuga County, NY",36011,12,79738,Unreliable,Unreliable
,"Chautauqua County, NY",36013,14,134368,Unreliable,Unreliable
,"Chemung County, NY",36015,14,88840,Unreliable,Unreliable
,"Clinton County, NY",36019,13,81945,Unreliable,Unreliable
,"Dutchess County, NY",36027,38,297999,12.8,12.8
,"Erie County, NY",36029,112,918028,12.2,12.3
,"Jefferson County, NY",36045,18,117910,Unreliable,Unreliable
,"Kings County, NY",36047,191,2532645,7.5,7.3
,"Monroe County, NY",36055,70,745625,9.4,9.3
,"Nassau County, NY",36059,148,1344436,11,11.5
,"New York County, NY",36061,127,1601948,7.9,7.2
,"Niagara County, NY",36063,24,216011,11.1,10.2
,"Oneida County, NY",36065,16,234287,Unreliable,Unreliable
,"Onondaga County, NY",36067,45,466960,9.6,9.6
,"Orange County, NY",36071,52,374872,13.9,13.9
,"Oswego County, NY",36075,17,122228,Unreliable,Unreliable
,"Putnam County, NY",36079,10,99933,Unreliable,Unreliable
,"Queens County, NY",36081,143,2247848,6.4,5.9
,"Richmond County, NY",36085,79,470467,16.8,16.2
,"Rockland County, NY",36087,19,315158,Unreliable,Unreliable
,"Saratoga County, NY",36091,14,220882,Unreliable,Unreliable
,"Schenectady County, NY",36093,13,155058,Unreliable,Unreliable
,"Suffolk County, NY",36103,279,1498816,18.6,18.5
,"Sullivan County, NY",36105,31,76900,40.3,40.4
,"Tompkins County, NY",36109,11,101723,Unreliable,Unreliable
,"Ulster County, NY",36111,25,182448,13.7,15.2
,"Westchester County, NY",36119,91,955899,9.5,9
,"Alamance County, NC",37001,21,153291,13.7,14.8
,"Alexander County, NC",37003,10,37087,Unreliable,Unreliable
,"Brunswick County, NC",37019,29,110097,26.3,28.8
,"Buncombe County, NC",37021,36,241419,14.9,15.1
,"Burke County, NC",37023,16,90904,Unreliable,Unreliable
,"Cabarrus County, NC",37025,17,181468,Unreliable,Unreliable
,"Caldwell County, NC",37027,13,82395,Unreliable,Unreliable
,"Carteret County, NC",37031,18,67373,Unreliable,Unreliable
,"Catawba County, NC",37035,29,154181,18.8,19.1
,"Cherokee County, NC",37039,18,27194,Unreliable,Unreliable
,"Cleveland County, NC",37045,13,97489,Unreliable,Unreliable
,"Columbus County, NC",37047,13,57712,Unreliable,Unreliable
,"Cumberland County, NC",37051,47,324885,14.5,14.3
,"Davidson County, NC",37057,37,162697,22.7,23.2
,"Durham County, NC",37063,27,273392,9.9,9.9
,"Forsyth County, NC",37067,53,354952,14.9,14.6
,"Gaston County, NC",37071,43,207031,20.8,21.7
,"Guilford County, NC",37081,51,495279,10.3,10.3
,"Harnett County, NC",37085,13,119256,Unreliable,Unreliable
,"Henderson County, NC",37089,17,107927,Unreliable,Unreliable
,"Iredell County, NC",37097,36,161202,22.3,22.6
,"Johnston County, NC",37101,20,172595,11.6,11.2
,"Lee County, NC",37105,11,58752,Unreliable,Unreliable
,"Lenoir County, NC",37107,12,59339,Unreliable,Unreliable
,"Lincoln County, NC",37109,14,78932,Unreliable,Unreliable
,"Mecklenburg County, NC",37119,79,944373,8.4,8.2
