Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Clay County, AR",5021,10,15109,Unreliable,Unreliable
,"Craighead County, AR",5031,14,104354,Unreliable,Unreliable
,"Crawford County, AR",5033,12,61703,Unreliable,Unreliable
,"Faulkner County, AR",5045,10,121552,Unreliable,Unreliable
,"Garland County, AR",5051,26,97177,26.8,28.5
,"Greene County, AR",5055,10,44196,Unreliable,Unreliable
,"Jefferson County, AR",5069,10,71565,Unreliable,Unreliable
,"Pulaski County, AR",5119,45,392664,11.5,12
,"Saline County, AR",5125,14,117460,Unreliable,Unreliable
,"Sebastian County, AR",5131,20,127780,15.7,15.8
,"Washington County, AR",5143,20,225477,8.9,9.2
,"White County, AR",5145,14,79161,Unreliable,Unreliable
,"Alameda County, CA",6001,200,1638215,12.2,11.3
,"Butte County, CA",6007,65,225411,28.8,27.1
,"Calaveras County, CA",6009,10,44828,Unreliable,Unreliable
,"Contra Costa County, CA",6013,108,1126745,9.6,8.9
,"El Dorado County, CA",6017,39,184452,21.1,20.6
,"Fresno County, CA",6019,141,974861,14.5,15.3
,"Humboldt County, CA",6023,41,135727,30.2,28.5
,"Imperial County, CA",6025,41,180191,22.8,24.3
,"Kern County, CA",6029,213,882176,24.1,25.2
,"Kings County, CA",6031,15,150965,Unreliable,Unreliable
,"Lake County, CA",6033,32,64591,49.5,48.5
,"Los Angeles County, CA",6037,732,10170292,7.2,6.9
,"Madera County, CA",6039,25,154998,16.1,15.8
,"Marin County, CA",6041,18,261221,Unreliable,Unreliable
,"Mendocino County, CA",6045,16,87649,Unreliable,Unreliable
,"Merced County, CA",6047,40,268455,14.9,16.4
,"Monterey County, CA",6053,46,433898,10.6,10.5
,"Napa County, CA",6055,19,142456,Unreliable,Unreliable
,"Nevada County, CA",6057,19,98877,Unreliable,Unreliable
,"Orange County, CA",6059,381,3169776,12,11.2
,"Placer County, CA",6061,44,375391,11.7,11.2
,"Riverside County, CA",6065,337,2361026,14.3,14.1
,"Sacramento County, CA",6067,283,1501335,18.8,17.7
,"San Bernardino County, CA",6071,102,2128133,4.8,4.9
,"San Diego County, CA",6073,419,3299521,12.7,12
,"San Francisco County, CA",6075,196,864816,22.7,20.1
,"San Joaquin County, CA",6077,116,726106,16,16
,"San Luis Obispo County, CA",6079,52,281401,18.5,18.6
,"San Mateo County, CA",6081,69,765135,9,8.2
,"Santa Barbara County, CA",6083,71,444769,16,16.1
,"Santa Clara County, CA",6085,141,1918044,7.4,6.8
,"Santa Cruz County, CA",6087,50,274146,18.2,18.2
,"Shasta County, CA",6089,30,179533,16.7,18.1
,"Siskiyou County, CA",6093,14,43554,Unreliable,Unreliable
,"Solano County, CA",6095,58,436092,13.3,12.9
,"Sonoma County, CA",6097,80,502146,15.9,14.7
,"Stanislaus County, CA",6099,102,538388,18.9,19.3
,"Sutter County, CA",6101,10,96463,Unreliable,Unreliable
,"Tulare County, CA",6107,45,459863,9.8,10.9
,"Tuolumne County, CA",6109,22,53709,41,36.4
,"Ventura County, CA",6111,119,850536,14,13.2
,"Yolo County, CA",6113,31,213016,14.6,14.6
,"Yuba County, CA",6115,12,74492,Unreliable,Unreliable
,"Adams County, CO",8001,86,491337,17.5,17.1
,"Arapahoe County, CO",8005,103,631096,16.3,16
,"Boulder County, CO",8013,40,319372,12.5,12.1
,"Denver County, CO",8031,117,682545,17.1,16.2
,"Douglas County, CO",8035,21,322387,6.5,6.8
,"El Paso County, CO",8041,146,674471,21.6,21.6
,"Jefferson County, CO",8059,87,565524,15.4,14.6
,"La Plata County, CO",8067,10,54688,Unreliable,Unreliable
,"Larimer County, CO",8069,50,333577,15,15.3
,"Las Animas County, CO",8071,11,14058,Unreliable,Unreliable
,"Mesa County, CO",8077,33,148513,22.2,22.1
,"Pueblo County, CO",8101,47,163591,28.7,31.1
,"Weld County, CO",8123,39,285174,13.7,13.3
,"Fairfield County, CT",9001,141,948053,14.9,15
,"Hartford County, CT",9003,209,895841,23.3,22.4
,"Litchfield County, CT",9005,57,183603,31,34.2
,"Middlesex County, CT",9007,41,164063,25,25.9
,"New Haven County, CT",9009,215,859470,25,24.1
,"New London County, CT",9011,77,271863,28.3,29.6
,"Tolland County, CT",9013,25,151420,16.5,18.7
,"Windham County, CT",9015,35,116573,30,30.7
,"Kent County, DE",10001,38,173533,21.9,24.5
,"New Castle County, DE",10003,114,556779,20.5,20.3
,"Sussex County, DE",10005,46,215622,21.3,24.8
,"District of Columbia, DC",11001,125,672228,18.6,18.6
,"Alachua County, FL",12001,28,259964,10.8,11.4
,"Bay County, FL",12005,30,181635,16.5,15.6
,"Brevard County, FL",12009,155,568088,27.3,29.9
,"Broward County, FL",12011,280,1896425,14.8,14.4
,"Charlotte County, FL",12015,15,173115,Unreliable,Unreliable
,"Citrus County, FL",12017,27,141058,19.1,23.3
,"Clay County, FL",12019,46,203967,22.6,22.5
,"Collier County, FL",12021,54,357305,15.1,16.6
,"Columbia County, FL",12023,11,68348,Unreliable,Unreliable
,"Duval County, FL",12031,169,913010,18.5,18.4
,"Escambia County, FL",12033,59,311003,19,19.2
,"Flagler County, FL",12035,14,105392,Unreliable,Unreliable
,"Hernando County, FL",12053,31,178439,17.4,20.2
,"Highlands County, FL",12055,11,99491,Unreliable,Unreliable
,"Hillsborough County, FL",12057,176,1349050,13,12.5
,"Indian River County, FL",12061,21,147919,14.2,15.5
,"Lake County, FL",12069,48,325875,14.7,17.5
,"Lee County, FL",12071,102,701982,14.5,16.3
,"Leon County, FL",12073,16,286272,Unreliable,Unreliable
,"Manatee County, FL",12081,148,363369,40.7,48.8
,"Marion County, FL",12083,51,343254,14.9,16.8
,"Martin County, FL",12085,26,156283,16.6,18.2
,"Miami-Dade County, FL",12086,203,2693117,7.5,7.2
,"Monroe County, FL",12087,20,77482,25.8,27.7
,"Okaloosa County, FL",12091,46,198664,23.2,25.2
,"Okeechobee County, FL",12093,10,39469,Unreliable,Unreliable
,"Orange County, FL",12095,195,1288126,15.1,14.7
,"Osceola County, FL",12097,42,323993,13,12.8
,"Palm Beach County, FL",12099,319,1422789,22.4,24.3
,"Pasco County, FL",12101,113,497909,22.7,23.1
,"Pinellas County, FL",12103,190,949827,20,19.7
,"Polk County, FL",12105,96,650092,14.8,15.8
,"St. Johns County, FL",12109,23,226640,10.1,11.1
,"St. Lucie County, FL",12111,51,298563,17.1,18.4
,"Santa Rosa County, FL",12113,27,167040,16.2,15.8
,"Sarasota County, FL",12115,96,405549,23.7,30.8
,"Seminole County, FL",12117,66,449144,14.7,14.8
,"Sumter County, FL",12119,16,118891,Unreliable,Unreliable
,"Volusia County, FL",12127,98,517887,18.9,20.4
,"Bartow County, GA",13015,21,102747,20.4,20.2
,"Bibb County, GA",13021,16,153721,Unreliable,Unreliable
,"Carroll County, GA",13045,19,114545,Unreliable,Unreliable
,"Catoosa County, GA",13047,12,66050,Unreliable,Unreliable
,"Chatham County, GA",13051,28,286956,9.8,10.4
,"Cherokee County, GA",13057,51,235900,21.6,22.9
,"Clarke County, GA",13059,12,123912,Unreliable,Unreliable
,"Clayton County, GA",13063,26,273955,9.5,9.3
,"Cobb County, GA",13067,110,741334,14.8,14.2
,"Columbia County, GA",13073,18,144052,Unreliable,Unreliable
,"Coweta County, GA",13077,16,138427,Unreliable,Unreliable
,"DeKalb County, GA",13089,79,734871,10.8,10.3
,"Douglas County, GA",13097,18,140733,Unreliable,Unreliable
,"Fayette County, GA",13113,15,110714,Unreliable,Unreliable
,"Floyd County, GA",13115,12,96504,Unreliable,Unreliable
,"Forsyth County, GA",13117,35,212438,16.5,18.4
,"Fulton County, GA",13121,146,1010562,14.4,13.6
,"Gwinnett County, GA",13135,102,895823,11.4,11.4
,"Hall County, GA",13139,23,193535,11.9,12.7
,"Haralson County, GA",13143,10,28854,Unreliable,Unreliable
,"Henry County, GA",13151,27,217739,12.4,12.7
,"Houston County, GA",13153,17,150033,Unreliable,Unreliable
,"Jackson County, GA",13157,16,63360,Unreliable,Unreliable
,"Muscogee County, GA",13215,15,200579,Unreliable,Unreliable
,"Newton County, GA",13217,12,105473,Unreliable,Unreliable
,"Paulding County, GA",13223,24,152238,15.8,16
,"Richmond County, GA",13245,45,201793,22.3,22.6
,"Rockdale County, GA",13247,11,88856,Unreliable,Unreliable
,"Spalding County, GA",13255,14,64051,Unreliable,Unreliable
,"Troup County, GA",13285,14,69763,Unreliable,Unreliable
,"Walton County, GA",13297,19,88399,Unreliable,Unreliable
,"Whitfield County, GA",13313,12,104216,Unreliable,Unreliable
,"Hawaii County, HI",15001,21,196428,10.7,10.5
,"Honolulu County, HI",15003,121,998714,12.1,12
,"Maui County, HI",15009,19,164637,Unreliable,Unreliable
,"Ada County, ID",16001,44,434211,10.1,10.1
,"Bannock County, ID",16005,13,83744,Unreliable,Unreliable
,"Bonneville County, ID",16019,28,110089,25.4,29.5
,"Canyon County, ID",16027,20,207478,9.6,10.6
,"Kootenai County, ID",16055,21,150346,14,16
,"Twin Falls County, ID",16083,17,82375,Unreliable,Unreliable
,"Adams County, IL",17001,16,67013,Unreliable,Unreliable
,"Bureau County, IL",17011,11,33587,Unreliable,Unreliable
,"Champaign County, IL",17019,32,208861,15.3,17.6
,"Cook County, IL",17031,697,5238216,13.3,12.6
,"DuPage County, IL",17043,112,933736,12,12.5
,"Franklin County, IL",17055,11,39485,Unreliable,Unreliable
,"Jackson County, IL",17077,10,59362,Unreliable,Unreliable
,"Jefferson County, IL",17081,11,38353,Unreliable,Unreliable
,"Kane County, IL",17089,38,530847,7.2,7.3
,"Kankakee County, IL",17091,16,110879,Unreliable,Unreliable
,"Lake County, IL",17097,74,703910,10.5,11.3
,"LaSalle County, IL",17099,28,111333,25.1,25.9
,"McHenry County, IL",17111,46,307343,15,15.1
,"McLean County, IL",17113,23,173166,13.3,14.1
,"Macon County, IL",17115,17,107303,Unreliable,Unreliable
,"Madison County, IL",17119,74,266209,27.8,28.7
,"Marion County, IL",17121,10,38339,Unreliable,Unreliable
,"Peoria County, IL",17143,39,186221,20.9,20.4
,"Rock Island County, IL",17161,13,146133,Unreliable,Unreliable
,"St. Clair County, IL",17163,34,264052,12.9,13.8
,"Sangamon County, IL",17167,45,198712,22.6,23.4
,"Tazewell County, IL",17179,22,134800,16.3,17.3
,"Vermilion County, IL",17183,15,79282,Unreliable,Unreliable
,"Whiteside County, IL",17195,11,57079,Unreliable,Unreliable
,"Will County, IL",17197,102,687263,14.8,15.4
,"Winnebago County, IL",17201,97,287078,33.8,34.6
,"Allen County, IN",18003,62,368450,16.8,17.6
,"Boone County, IN",18011,11,63344,Unreliable,Unreliable
,"Clark County, IN",18019,26,115371,22.5,23.1
,"Dearborn County, IN",18029,17,49455,Unreliable,Unreliable
,"Delaware County, IN",18035,35,116852,30,37.5
,"Elkhart County, IN",18039,23,203474,11.3,12
,"Fayette County, IN",18041,13,23434,Unreliable,Unreliable
,"Floyd County, IN",18043,17,76778,Unreliable,Unreliable
,"Grant County, IN",18053,30,67979,44.1,51.4
,"Hamilton County, IN",18057,34,309697,11,11.8
,"Hancock County, IN",18059,21,72520,29,28
,"Hendricks County, IN",18063,12,158192,Unreliable,Unreliable
,"Howard County, IN",18067,30,82556,36.3,36.2
,"Jackson County, IN",18071,11,44069,Unreliable,Unreliable
,"Johnson County, IN",18081,24,149633,16,16.7
,"Lake County, IN",18089,66,487865,13.5,14.7
,"La Porte County, IN",18091,15,110884,Unreliable,Unreliable
,"Madison County, IN",18095,34,129723,26.2,28.1
,"Marion County, IN",18097,253,939020,26.9,26.9
,"Monroe County, IN",18105,19,144705,Unreliable,Unreliable
,"Morgan County, IN",18109,20,69648,28.7,29.9
,"Porter County, IN",18127,37,167688,22.1,21.1
,"Ripley County, IN",18137,10,28701,Unreliable,Unreliable
,"St. Joseph County, IN",18141,57,268441,21.2,22.7
,"Tippecanoe County, IN",18157,33,185826,17.8,18.6
,"Vanderburgh County, IN",18163,44,181877,24.2,23.8
,"Vigo County, IN",18167,16,107896,Unreliable,Unreliable
,"Wayne County, IN",18177,31,67001,46.3,45.7
,"Linn County, IA",19113,30,219916,13.6,14.3
,"Polk County, IA",19153,73,467711,15.6,15.5
,"Pottawattamie County, IA",19155,10,93671,Unreliable,Unreliable
,"Scott County, IA",19163,36,172126,20.9,21.4
,"Butler County, KS",20015,10,66741,Unreliable,Unreliable
,"Douglas County, KS",20045,13,118053,Unreliable,Unreliable
,"Johnson County, KS",20091,42,580159,7.2,7.2
,"Reno County, KS",20155,12,63718,Unreliable,Unreliable
,"Sedgwick County, KS",20173,77,511574,15.1,16.2
,"Shawnee County, KS",20177,27,178725,15.1,15.5
,"Wyandotte County, KS",20209,13,163369,Unreliable,Unreliable
,"Bell County, KY",21013,24,27337,87.8,94.6
,"Boone County, KY",21015,51,127712,39.9,39.5
,"Boyd County, KY",21019,22,48325,45.5,48.4
,"Bullitt County, KY",21029,15,78702,Unreliable,Unreliable
,"Butler County, KY",21031,10,12938,Unreliable,Unreliable
,"Campbell County, KY",21037,47,92066,51.1,52.6
,"Clark County, KY",21049,13,35757,Unreliable,Unreliable
,"Daviess County, KY",21059,14,99259,Unreliable,Unreliable
,"Fayette County, KY",21067,107,314488,34,33.7
,"Floyd County, KY",21071,17,37756,Unreliable,Unreliable
,"Franklin County, KY",21073,12,50375,Unreliable,Unreliable
,"Greenup County, KY",21089,11,36068,Unreliable,Unreliable
,"Jefferson County, KY",21111,213,763623,27.9,28.2
,"Jessamine County, KY",21113,14,51961,Unreliable,Unreliable
,"Kenton County, KY",21117,114,165012,69.1,70.5
,"Knox County, KY",21121,19,31730,Unreliable,Unreliable
,"Laurel County, KY",21125,13,60094,Unreliable,Unreliable
,"Madison County, KY",21151,28,87824,31.9,35.8
,"Martin County, KY",21159,10,12307,Unreliable,Unreliable
,"Oldham County, KY",21185,15,64875,Unreliable,Unreliable
,"Perry County, KY",21193,11,27565,Unreliable,Unreliable
,"Pike County, KY",21195,22,61792,35.6,39.6
,"Pulaski County, KY",21199,11,63782,Unreliable,Unreliable
,"Scott County, KY",21209,13,52420,Unreliable,Unreliable
,"Shelby County, KY",21211,16,45632,Unreliable,Unreliable
,"Warren County, KY",21227,15,122851,Unreliable,Unreliable
,"Whitley County, KY",21235,17,36129,Unreliable,Unreliable
,"Ascension Parish, LA",22005,18,119455,Unreliable,Unreliable
,"Bossier Parish, LA",22015,12,125175,Unreliable,Unreliable
,"Caddo Parish, LA",22017,32,251460,12.7,13.3
,"Calcasieu Parish, LA",22019,23,198788,11.6,12.4
,"East Baton Rouge Parish, LA",22033,76,446753,17,18
,"Iberia Parish, LA",22045,14,74103,Unreliable,Unreliable
,"Jefferson Parish, LA",22051,124,436275,28.4,28.5
,"Lafayette Parish, LA",22055,30,240098,12.5,11.4
,"Lafourche Parish, LA",22057,14,98325,Unreliable,Unreliable
,"Livingston Parish, LA",22063,50,137788,36.3,36.6
,"Orleans Parish, LA",22071,102,389617,26.2,25.6
,"Ouachita Parish, LA",22073,23,156761,14.7,15
,"Rapides Parish, LA",22079,15,132141,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,11,45408,Unreliable,Unreliable
,"St. Charles Parish, LA",22089,13,52812,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,12,83848,Unreliable,Unreliable
,"St. Mary Parish, LA",22101,11,52810,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,63,250088,25.2,25.1
,"Tangipahoa Parish, LA",22105,26,128755,20.2,21.4
,"Terrebonne Parish, LA",22109,36,113972,31.6,33.3
,"Vermilion Parish, LA",22113,12,59875,Unreliable,Unreliable
,"Washington Parish, LA",22117,18,46371,Unreliable,Unreliable
,"Androscoggin County, ME",23001,26,107233,24.2,23.7
,"Cumberland County, ME",23005,74,289977,25.5,26.1
,"Hancock County, ME",23009,11,54659,Unreliable,Unreliable
,"Kennebec County, ME",23011,32,119980,26.7,27.2
,"Penobscot County, ME",23019,27,152692,17.7,18.9
,"Somerset County, ME",23025,10,51113,Unreliable,Unreliable
,"York County, ME",23031,43,201169,21.4,23.1
,"Allegany County, MD",24001,15,72528,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,133,564195,23.6,22.9
,"Baltimore County, MD",24005,243,831128,29.2,30.2
,"Calvert County, MD",24009,23,90595,25.4,25.4
,"Carroll County, MD",24013,42,167627,25.1,26.7
,"Cecil County, MD",24015,34,102382,33.2,32.8
,"Charles County, MD",24017,24,156118,15.4,16.1
,"Frederick County, MD",24021,36,245322,14.7,15.3
,"Harford County, MD",24025,56,250290,22.4,23.1
,"Howard County, MD",24027,43,313414,13.7,13.8
,"Montgomery County, MD",24031,93,1040116,8.9,8.9
,"Prince George's County, MD",24033,68,909535,7.5,7.1
,"Queen Anne's County, MD",24035,10,48904,Unreliable,Unreliable
,"St. Mary's County, MD",24037,24,111413,21.5,22.7
,"Washington County, MD",24043,58,149585,38.8,40.7
,"Wicomico County, MD",24045,10,102370,Unreliable,Unreliable
,"Worcester County, MD",24047,20,51540,38.8,41.2
,"Baltimore city, MD",24510,324,621849,52.1,49.1
,"Barnstable County, MA",25001,69,214333,32.2,42.1
,"Berkshire County, MA",25003,38,127828,29.7,31.2
,"Bristol County, MA",25005,169,556772,30.4,31.9
,"Essex County, MA",25009,225,776043,29,31.1
,"Franklin County, MA",25011,22,70601,31.2,31.6
,"Hampden County, MA",25013,114,470690,24.2,26.1
,"Hampshire County, MA",25015,20,161292,12.4,14.2
,"Middlesex County, MA",25017,327,1585139,20.6,20
,"Norfolk County, MA",25021,158,696023,22.7,23.6
,"Plymouth County, MA",25023,162,510393,31.7,36.5
,"Suffolk County, MA",25025,189,778121,24.3,24
,"Worcester County, MA",25027,224,818963,27.4,28.3
,"Allegan County, MI",26005,10,114625,Unreliable,Unreliable
,"Bay County, MI",26017,24,105659,22.7,24.5
,"Berrien County, MI",26021,33,154636,21.3,22.7
,"Calhoun County, MI",26025,46,134314,34.2,38
,"Eaton County, MI",26045,23,108801,21.1,21.7
,"Genesee County, MI",26049,61,410849,14.8,15.4
,"Grand Traverse County, MI",26055,14,91636,Unreliable,Unreliable
,"Ingham County, MI",26065,65,286085,22.7,23.5
,"Isabella County, MI",26073,13,70698,Unreliable,Unreliable
,"Jackson County, MI",26075,18,159494,Unreliable,Unreliable
,"Kalamazoo County, MI",26077,28,260263,10.8,11.2
,"Kent County, MI",26081,103,636369,16.2,16.1
,"Lapeer County, MI",26087,10,88373,Unreliable,Unreliable
,"Lenawee County, MI",26091,28,98573,28.4,26.5
,"Livingston County, MI",26093,28,187316,14.9,16.1
,"Macomb County, MI",26099,251,864840,29,28.5
,"Marquette County, MI",26103,16,67215,Unreliable,Unreliable
,"Monroe County, MI",26115,47,149568,31.4,35.8
,"Montcalm County, MI",26117,15,62945,Unreliable,Unreliable
,"Muskegon County, MI",26121,40,172790,23.1,25.6
,"Oakland County, MI",26125,124,1242304,10,9.7
,"Ottawa County, MI",26139,31,279955,11.1,11.4
,"Saginaw County, MI",26145,35,193307,18.1,20
,"St. Clair County, MI",26147,43,159875,26.9,27.3
,"Shiawassee County, MI",26155,10,68619,Unreliable,Unreliable
,"Van Buren County, MI",26159,12,75077,Unreliable,Unreliable
,"Washtenaw County, MI",26161,62,358880,17.3,17.5
,"Wayne County, MI",26163,577,1759335,32.8,33
,"Anoka County, MN",27003,36,344151,10.5,10.7
,"Clay County, MN",27027,14,62324,Unreliable,Unreliable
,"Dakota County, MN",27037,42,414686,10.1,10.2
,"Hennepin County, MN",27053,155,1223149,12.7,11.9
,"Olmsted County, MN",27109,10,151436,Unreliable,Unreliable
,"Ramsey County, MN",27123,82,538133,15.2,15
,"St. Louis County, MN",27137,32,200431,16,17.1
,"Stearns County, MN",27145,18,154708,Unreliable,Unreliable
,"Washington County, MN",27163,18,251597,Unreliable,Unreliable
,"DeSoto County, MS",28033,32,173323,18.5,18.6
,"Harrison County, MS",28047,27,201410,13.4,14
,"Hinds County, MS",28049,16,242891,Unreliable,Unreliable
,"Jackson County, MS",28059,26,141425,18.4,19.1
,"Lamar County, MS",28073,12,60618,Unreliable,Unreliable
,"Pearl River County, MS",28109,21,55191,38,41.6
,"Rankin County, MS",28121,14,149039,Unreliable,Unreliable
,"Boone County, MO",29019,21,174974,12,11.7
,"Cass County, MO",29037,13,101603,Unreliable,Unreliable
,"Clay County, MO",29047,39,235637,16.6,16.4
,"Cole County, MO",29051,10,76720,Unreliable,Unreliable
,"Crawford County, MO",29055,11,24526,Unreliable,Unreliable
,"Franklin County, MO",29071,24,102426,23.4,25.7
,"Greene County, MO",29077,90,288072,31.2,32.1
,"Jackson County, MO",29095,129,687623,18.8,17.9
,"Jefferson County, MO",29099,65,224124,29,29.6
,"Lincoln County, MO",29113,14,54696,Unreliable,Unreliable
,"Platte County, MO",29165,11,96096,Unreliable,Unreliable
,"Pulaski County, MO",29169,13,53221,Unreliable,Unreliable
,"St. Charles County, MO",29183,65,385590,16.9,17.3
,"St. Francois County, MO",29187,19,66520,Unreliable,Unreliable
,"St. Louis County, MO",29189,166,1003362,16.5,18.1
,"Scott County, MO",29201,10,39008,Unreliable,Unreliable
,"Warren County, MO",29219,11,33513,Unreliable,Unreliable
,"Webster County, MO",29225,13,37483,Unreliable,Unreliable
,"St. Louis city, MO",29510,106,315685,33.6,30.9
,"Cascade County, MT",30013,11,82278,Unreliable,Unreliable
,"Flathead County, MT",30029,11,96165,Unreliable,Unreliable
,"Lewis and Clark County, MT",30049,12,66418,Unreliable,Unreliable
,"Missoula County, MT",30063,16,114181,Unreliable,Unreliable
,"Yellowstone County, MT",30111,28,157048,17.8,18.6
,"Douglas County, NE",31055,47,550064,8.5,8.5
,"Lancaster County, NE",31109,22,306468,7.2,7.9
,"Clark County, NV",32003,439,2114801,20.8,19.6
,"Nye County, NV",32023,16,42477,Unreliable,Unreliable
,"Washoe County, NV",32031,92,446903,20.6,20.1
,"Carson City, NV",32510,27,54521,49.5,50.8
,"Belknap County, NH",33001,21,60641,34.6,37.7
,"Carroll County, NH",33003,16,47285,Unreliable,Unreliable
,"Coos County, NH",33007,13,31212,Unreliable,Unreliable
,"Grafton County, NH",33009,16,89320,Unreliable,Unreliable
,"Hillsborough County, NH",33011,166,406678,40.8,42.1
,"Merrimack County, NH",33013,35,147994,23.6,27.9
,"Rockingham County, NH",33015,96,301777,31.8,35
,"Strafford County, NH",33017,42,126825,33.1,36.9
,"Atlantic County, NJ",34001,63,274219,23,24.5
,"Bergen County, NJ",34003,92,938506,9.8,10
,"Burlington County, NJ",34005,92,450226,20.4,21.1
,"Camden County, NJ",34007,155,510923,30.3,31.7
,"Cape May County, NJ",34009,24,94727,25.3,31.2
,"Cumberland County, NJ",34011,27,155854,17.3,16.8
,"Essex County, NJ",34013,114,797434,14.3,13.4
,"Gloucester County, NJ",34015,75,291479,25.7,26.7
,"Hudson County, NJ",34017,85,674836,12.6,11.7
,"Hunterdon County, NJ",34019,17,125488,Unreliable,Unreliable
,"Mercer County, NJ",34021,61,371398,16.4,16.6
,"Middlesex County, NJ",34023,98,840900,11.7,11.5
,"Monmouth County, NJ",34025,117,628715,18.6,19.3
,"Morris County, NJ",34027,47,499509,9.4,10.5
,"Ocean County, NJ",34029,148,588721,25.1,29.8
,"Passaic County, NJ",34031,66,510916,12.9,12.8
,"Salem County, NJ",34033,19,64180,Unreliable,Unreliable
,"Somerset County, NJ",34035,35,333654,10.5,10.8
,"Sussex County, NJ",34037,30,143673,20.9,23.1
,"Union County, NJ",34039,67,555786,12.1,11.9
,"Warren County, NJ",34041,22,106869,20.6,24.6
,"Bernalillo County, NM",35001,203,676685,30,29.9
,"Chaves County, NM",35005,10,65764,Unreliable,Unreliable
,"Dona Ana County, NM",35013,40,214295,18.7,20
,"Eddy County, NM",35015,18,57578,Unreliable,Unreliable
,"Grant County, NM",35017,10,28609,Unreliable,Unreliable
,"Lea County, NM",35025,11,71180,Unreliable,Unreliable
,"Otero County, NM",35035,14,64362,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,28,39465,70.9,84.4
,"Sandoval County, NM",35043,23,139394,16.5,17.9
,"San Juan County, NM",35045,17,118737,Unreliable,Unreliable
,"Santa Fe County, NM",35049,49,148686,33,35.6
,"Taos County, NM",35055,12,32907,Unreliable,Unreliable
,"Valencia County, NM",35061,11,75737,Unreliable,Unreliable
,"Albany County, NY",36001,36,309381,11.6,12.3
,"Bronx County, NY",36005,225,1455444,15.5,15.4
,"Broome County, NY",36007,39,196567,19.8,22.3
,"Cattaraugus County, NY",36009,17,77922,Unreliable,Unreliable
,"Cayuga County, NY",36011,17,78288,Unreliable,Unreliable
,"Chautauqua County, NY",36013,26,130779,19.9,21.4
,"Chemung County, NY",36015,14,87071,Unreliable,Unreliable
,"Clinton County, NY",36019,10,81251,Unreliable,Unreliable
,"Cortland County, NY",36023,10,48494,Unreliable,Unreliable
,"Dutchess County, NY",36027,65,295754,22,21.5
,"Erie County, NY",36029,279,922578,30.2,31.1
,"Genesee County, NY",36037,11,58937,Unreliable,Unreliable
,"Greene County, NY",36039,10,47625,Unreliable,Unreliable
,"Jefferson County, NY",36045,15,117635,Unreliable,Unreliable
,"Kings County, NY",36047,247,2636735,9.4,9.1
,"Monroe County, NY",36055,103,749600,13.7,13.6
,"Nassau County, NY",36059,202,1361350,14.8,15.4
,"New York County, NY",36061,167,1644518,10.2,9.5
,"Niagara County, NY",36063,52,212652,24.5,26.4
,"Oneida County, NY",36065,40,232500,17.2,18.2
,"Onondaga County, NY",36067,97,468463,20.7,20.5
,"Ontario County, NY",36069,11,109561,Unreliable,Unreliable
,"Orange County, NY",36071,71,377647,18.8,20.4
,"Oswego County, NY",36075,24,120146,20,20.6
