Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Lake County, FL",12069,39,297052,13.1,14.9
,"Lee County, FL",12071,106,618754,17.1,19.1
,"Leon County, FL",12073,13,275487,Unreliable,Unreliable
,"Levy County, FL",12075,11,40801,Unreliable,Unreliable
,"Manatee County, FL",12081,78,322833,24.2,26.9
,"Marion County, FL",12083,59,331298,17.8,21.5
,"Martin County, FL",12085,22,146318,15,18.6
,"Miami-Dade County, FL",12086,98,2496435,3.9,3.8
,"Monroe County, FL",12087,18,73090,Unreliable,Unreliable
,"Nassau County, FL",12089,16,73314,Unreliable,Unreliable
,"Okaloosa County, FL",12091,19,180822,Unreliable,Unreliable
,"Orange County, FL",12095,155,1145956,13.5,13.1
,"Osceola County, FL",12097,27,268685,10,10.2
,"Palm Beach County, FL",12099,238,1320134,18,18.3
,"Pasco County, FL",12101,177,464697,38.1,41.1
,"Pinellas County, FL",12103,284,916542,31,31.8
,"Polk County, FL",12105,95,602095,15.8,16.4
,"Putnam County, FL",12107,23,74364,30.9,34.3
,"St. Johns County, FL",12109,22,190039,11.6,11.3
,"St. Lucie County, FL",12111,54,277789,19.4,20.6
,"Santa Rosa County, FL",12113,23,151372,15.2,14.8
,"Sarasota County, FL",12115,83,379448,21.9,27.3
,"Seminole County, FL",12117,71,422718,16.8,16.4
,"Volusia County, FL",12127,111,494593,22.4,25
,"Barrow County, GA",13013,13,69367,Unreliable,Unreliable
,"Bartow County, GA",13015,22,100157,22,21.8
,"Bibb County, GA",13021,14,155547,Unreliable,Unreliable
,"Carroll County, GA",13045,19,110527,Unreliable,Unreliable
,"Catoosa County, GA",13047,13,63942,Unreliable,Unreliable
,"Chatham County, GA",13051,26,265128,9.8,9.1
,"Cherokee County, GA",13057,26,214346,12.1,11.5
,"Clayton County, GA",13063,20,259424,7.7,7.5
,"Cobb County, GA",13067,60,688078,8.7,8.2
,"Columbia County, GA",13073,15,124053,Unreliable,Unreliable
,"DeKalb County, GA",13089,43,691893,6.2,5.8
,"Douglas County, GA",13097,15,132403,Unreliable,Unreliable
,"Fannin County, GA",13111,11,23682,Unreliable,Unreliable
,"Floyd County, GA",13115,21,96317,21.8,21.2
,"Forsyth County, GA",13117,16,175511,Unreliable,Unreliable
,"Fulton County, GA",13121,110,920581,11.9,11.4
,"Gwinnett County, GA",13135,60,805321,7.5,7.4
,"Habersham County, GA",13137,10,43041,Unreliable,Unreliable
,"Hall County, GA",13139,24,179684,13.4,13.8
,"Haralson County, GA",13143,14,28780,Unreliable,Unreliable
,"Henry County, GA",13151,28,203922,13.7,13.1
,"Houston County, GA",13153,16,139900,Unreliable,Unreliable
,"Jackson County, GA",13157,12,60485,Unreliable,Unreliable
,"Murray County, GA",13213,10,39628,Unreliable,Unreliable
,"Muscogee County, GA",13215,27,189885,14.2,14.8
,"Paulding County, GA",13223,35,142324,24.6,23.2
,"Polk County, GA",13233,11,41475,Unreliable,Unreliable
,"Richmond County, GA",13245,39,200549,19.4,20.3
,"Walker County, GA",13295,10,68756,Unreliable,Unreliable
,"Walton County, GA",13297,11,83768,Unreliable,Unreliable
,"Whitfield County, GA",13313,14,102599,Unreliable,Unreliable
,"Hawaii County, HI",15001,19,185079,Unreliable,Unreliable
,"Honolulu County, HI",15003,107,953207,11.2,11.2
,"Maui County, HI",15009,20,154834,12.9,12.6
,"Ada County, ID",16001,47,392365,12,11.6
,"Bannock County, ID",16005,13,82839,Unreliable,Unreliable
,"Bonneville County, ID",16019,19,104234,Unreliable,Unreliable
,"Canyon County, ID",16027,20,188923,10.6,11.1
,"Kootenai County, ID",16055,13,138494,Unreliable,Unreliable
,"Twin Falls County, ID",16083,15,77230,Unreliable,Unreliable
,"Champaign County, IL",17019,14,201081,Unreliable,Unreliable
,"Cook County, IL",17031,488,5194675,9.4,9.2
,"DuPage County, IL",17043,75,916924,8.2,8
,"Franklin County, IL",17055,10,39561,Unreliable,Unreliable
,"Kane County, IL",17089,32,515269,6.2,6.3
,"Kankakee County, IL",17091,12,113449,Unreliable,Unreliable
,"Lake County, IL",17097,95,703462,13.5,13.4
,"LaSalle County, IL",17099,29,113924,25.5,28.3
,"McHenry County, IL",17111,40,308760,13,12.2
,"McLean County, IL",17113,20,169572,11.8,11.5
,"Madison County, IL",17119,63,269282,23.4,23.7
,"Marion County, IL",17121,14,39437,Unreliable,Unreliable
,"Peoria County, IL",17143,21,186494,11.3,11.1
,"Rock Island County, IL",17161,10,147546,Unreliable,Unreliable
,"St. Clair County, IL",17163,28,270056,10.4,10.2
,"Sangamon County, IL",17167,12,197465,Unreliable,Unreliable
,"Stephenson County, IL",17177,10,47711,Unreliable,Unreliable
,"Tazewell County, IL",17179,14,135394,Unreliable,Unreliable
,"Vermilion County, IL",17183,12,81625,Unreliable,Unreliable
,"Will County, IL",17197,62,677560,9.2,9.2
,"Williamson County, IL",17199,16,66357,Unreliable,Unreliable
,"Winnebago County, IL",17201,58,295266,19.6,20.3
,"Allen County, IN",18003,44,355329,12.4,12.7
,"Bartholomew County, IN",18005,15,76794,Unreliable,Unreliable
,"Clark County, IN",18019,20,110232,18.1,17.8
,"Dearborn County, IN",18029,11,50047,Unreliable,Unreliable
,"Delaware County, IN",18035,13,117671,Unreliable,Unreliable
,"Elkhart County, IN",18039,14,197559,Unreliable,Unreliable
,"Floyd County, IN",18043,14,74578,Unreliable,Unreliable
,"Grant County, IN",18053,14,70061,Unreliable,Unreliable
,"Greene County, IN",18055,10,33165,Unreliable,Unreliable
,"Hamilton County, IN",18057,27,274569,9.8,9.9
,"Hancock County, IN",18059,10,70002,Unreliable,Unreliable
,"Hendricks County, IN",18063,14,145448,Unreliable,Unreliable
,"Henry County, IN",18065,15,49462,Unreliable,Unreliable
,"Howard County, IN",18067,27,82752,32.6,32.2
,"Jackson County, IN",18071,10,42376,Unreliable,Unreliable
,"Johnson County, IN",18081,21,139654,15,15.5
,"Lake County, IN",18089,18,496005,Unreliable,Unreliable
,"La Porte County, IN",18091,13,111467,Unreliable,Unreliable
,"Madison County, IN",18095,42,131636,31.9,33.4
,"Marion County, IN",18097,151,903393,16.7,16.3
,"Monroe County, IN",18105,25,137974,18.1,20.6
,"Morgan County, IN",18109,16,68894,Unreliable,Unreliable
,"Porter County, IN",18127,33,164343,20.1,20.7
,"St. Joseph County, IN",18141,29,266931,10.9,11.6
,"Tippecanoe County, IN",18157,12,172780,Unreliable,Unreliable
,"Vanderburgh County, IN",18163,51,179703,28.4,26.1
,"Vigo County, IN",18167,18,107848,Unreliable,Unreliable
,"Wabash County, IN",18169,10,32888,Unreliable,Unreliable
,"Wayne County, IN",18177,14,68917,Unreliable,Unreliable
,"Black Hawk County, IA",19013,11,131090,Unreliable,Unreliable
,"Linn County, IA",19113,20,211226,9.5,10
,"Polk County, IA",19153,49,430640,11.4,11.3
,"Scott County, IA",19163,17,165224,Unreliable,Unreliable
,"Webster County, IA",19187,10,38013,Unreliable,Unreliable
,"Butler County, KS",20015,14,65880,Unreliable,Unreliable
,"Douglas County, KS",20045,10,110826,Unreliable,Unreliable
,"Johnson County, KS",20091,38,544179,7,6.7
,"Sedgwick County, KS",20173,55,498365,11,11.2
,"Shawnee County, KS",20177,26,177934,14.6,14.2
,"Wyandotte County, KS",20209,23,157505,14.6,14.7
,"Bell County, KY",21013,26,28691,90.6,89.2
,"Boone County, KY",21015,31,118811,26.1,25.8
,"Boyd County, KY",21019,22,49542,44.4,45.6
,"Breathitt County, KY",21025,12,13878,Unreliable,Unreliable
,"Bullitt County, KY",21029,11,74319,Unreliable,Unreliable
,"Campbell County, KY",21037,28,90336,31,31.6
,"Carter County, KY",21043,16,27720,Unreliable,Unreliable
,"Clark County, KY",21049,10,35613,Unreliable,Unreliable
,"Clay County, KY",21051,16,21730,Unreliable,Unreliable
,"Daviess County, KY",21059,16,96656,Unreliable,Unreliable
,"Fayette County, KY",21067,54,295803,18.3,18.4
,"Floyd County, KY",21071,39,39451,98.9,102.9
,"Greenup County, KY",21089,13,36910,Unreliable,Unreliable
,"Hardin County, KY",21093,17,105543,Unreliable,Unreliable
,"Harlan County, KY",21095,14,29278,Unreliable,Unreliable
,"Jefferson County, KY",21111,113,741096,15.2,14.7
,"Johnson County, KY",21115,21,23356,89.9,100.2
,"Kenton County, KY",21117,67,159720,41.9,40.3
,"Knott County, KY",21119,11,16346,Unreliable,Unreliable
,"Knox County, KY",21121,10,31883,Unreliable,Unreliable
,"Laurel County, KY",21125,12,58849,Unreliable,Unreliable
,"Letcher County, KY",21133,16,24519,Unreliable,Unreliable
,"McCracken County, KY",21145,13,65565,Unreliable,Unreliable
,"Madison County, KY",21151,22,82916,26.5,28.3
,"Pike County, KY",21195,36,65024,55.4,56.7
,"Powell County, KY",21197,16,12613,Unreliable,Unreliable
,"Warren County, KY",21227,11,113792,Unreliable,Unreliable
,"Whitley County, KY",21235,19,35637,Unreliable,Unreliable
,"Acadia Parish, LA",22001,21,61773,34,37.6
,"Bossier Parish, LA",22015,12,116979,Unreliable,Unreliable
,"Caddo Parish, LA",22017,22,254969,8.6,8.3
,"Calcasieu Parish, LA",22019,26,192768,13.5,13.1
,"East Baton Rouge Parish, LA",22033,37,440171,8.4,8.3
,"Jefferson Parish, LA",22051,64,432552,14.8,14.4
,"Jefferson Davis Parish, LA",22053,10,31594,Unreliable,Unreliable
,"Lafayette Parish, LA",22055,32,221578,14.4,14.2
,"Lafourche Parish, LA",22057,23,96318,23.9,25.7
,"Livingston Parish, LA",22063,36,128026,28.1,27.5
,"Orleans Parish, LA",22071,19,343829,Unreliable,Unreliable
,"Ouachita Parish, LA",22073,13,153720,Unreliable,Unreliable
,"Rapides Parish, LA",22079,18,131613,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,11,35897,Unreliable,Unreliable
,"St. John the Baptist Parish, LA",22095,10,45924,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,10,83384,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,47,233740,20.1,20.9
,"Tangipahoa Parish, LA",22105,30,121097,24.8,24.8
,"Terrebonne Parish, LA",22109,23,111860,20.6,21.6
,"Androscoggin County, ME",23001,15,107702,Unreliable,Unreliable
,"Cumberland County, ME",23005,28,281674,9.9,9.8
,"Kennebec County, ME",23011,15,122151,Unreliable,Unreliable
,"Penobscot County, ME",23019,15,153923,Unreliable,Unreliable
,"York County, ME",23031,21,197131,10.7,11.4
,"Allegany County, MD",24001,12,75087,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,66,537656,12.3,12.2
,"Baltimore County, MD",24005,129,805029,16,16.1
,"Calvert County, MD",24009,11,88737,Unreliable,Unreliable
,"Carroll County, MD",24013,15,167134,Unreliable,Unreliable
,"Cecil County, MD",24015,28,101108,27.7,29.9
,"Charles County, MD",24017,13,146551,Unreliable,Unreliable
,"Frederick County, MD",24021,16,233385,Unreliable,Unreliable
,"Harford County, MD",24025,39,244826,15.9,16.8
,"Howard County, MD",24027,14,287085,Unreliable,Unreliable
,"Montgomery County, MD",24031,32,971777,3.3,3.2
,"Prince George's County, MD",24033,51,863420,5.9,5.7
,"St. Mary's County, MD",24037,15,105151,Unreliable,Unreliable
,"Washington County, MD",24043,18,147430,Unreliable,Unreliable
,"Wicomico County, MD",24045,10,98733,Unreliable,Unreliable
,"Baltimore city, MD",24510,145,620961,23.4,23
,"Barnstable County, MA",25001,28,215888,13,16.7
,"Berkshire County, MA",25003,10,131219,Unreliable,Unreliable
,"Bristol County, MA",25005,108,548285,19.7,19.7
,"Essex County, MA",25009,68,743159,9.2,9
,"Hampden County, MA",25013,61,463490,13.2,13.5
,"Hampshire County, MA",25015,16,158080,Unreliable,Unreliable
,"Middlesex County, MA",25017,126,1503085,8.4,7.9
,"Norfolk County, MA",25021,79,670850,11.8,11.8
,"Plymouth County, MA",25023,51,494919,10.3,10.7
,"Suffolk County, MA",25025,83,722023,11.5,11.6
,"Worcester County, MA",25027,98,798552,12.3,12.4
,"Allegan County, MI",26005,12,111408,Unreliable,Unreliable
,"Bay County, MI",26017,15,107771,Unreliable,Unreliable
,"Berrien County, MI",26021,21,156813,13.4,13.6
,"Calhoun County, MI",26025,33,136146,24.2,23.7
,"Eaton County, MI",26045,13,107759,Unreliable,Unreliable
,"Genesee County, MI",26049,110,425790,25.8,26.7
,"Grand Traverse County, MI",26055,12,86986,Unreliable,Unreliable
,"Ingham County, MI",26065,35,280895,12.5,12.2
,"Ionia County, MI",26067,10,63905,Unreliable,Unreliable
,"Jackson County, MI",26075,10,160248,Unreliable,Unreliable
,"Kalamazoo County, MI",26077,24,250331,9.6,9.4
,"Kent County, MI",26081,57,602622,9.5,9.8
,"Lapeer County, MI",26087,19,88319,Unreliable,Unreliable
,"Livingston County, MI",26093,19,180967,Unreliable,Unreliable
,"Macomb County, MI",26099,203,840978,24.1,22.9
,"Monroe County, MI",26115,21,152021,13.8,13.9
,"Muskegon County, MI",26121,39,172188,22.6,22.5
,"Newaygo County, MI",26123,10,48460,Unreliable,Unreliable
,"Oakland County, MI",26125,84,1202362,7,6.5
,"Ottawa County, MI",26139,22,263801,8.3,8
,"Saginaw County, MI",26145,24,200169,12,11.4
,"St. Clair County, MI",26147,46,163040,28.2,27.8
,"Shiawassee County, MI",26155,19,70648,Unreliable,Unreliable
,"Van Buren County, MI",26159,18,76258,Unreliable,Unreliable
,"Washtenaw County, MI",26161,44,344791,12.8,13.3
,"Wayne County, MI",26163,272,1820584,14.9,14.5
,"Anoka County, MN",27003,36,330844,10.9,10.9
,"Dakota County, MN",27037,33,398552,8.3,7.8
,"Hennepin County, MN",27053,109,1152425,9.5,8.8
,"Ramsey County, MN",27123,48,508640,9.4,9.4
,"St. Louis County, MN",27137,23,200226,11.5,11.4
,"Washington County, MN",27163,14,238136,Unreliable,Unreliable
,"DeSoto County, MS",28033,17,161252,Unreliable,Unreliable
,"Hancock County, MS",28045,14,43929,Unreliable,Unreliable
,"Harrison County, MS",28047,36,187105,19.2,18.9
,"Jackson County, MS",28059,42,139668,30.1,31.1
,"Lee County, MS",28081,11,82910,Unreliable,Unreliable
,"Marion County, MS",28091,10,27088,Unreliable,Unreliable
,"Pearl River County, MS",28109,16,55834,Unreliable,Unreliable
,"Rankin County, MS",28121,32,141617,22.6,22.3
,"Boone County, MO",29019,23,162642,14.1,14.5
,"Cape Girardeau County, MO",29031,13,75674,Unreliable,Unreliable
,"Cass County, MO",29037,11,99478,Unreliable,Unreliable
,"Christian County, MO",29043,15,77422,Unreliable,Unreliable
,"Clay County, MO",29047,27,221939,12.2,11.6
,"Cole County, MO",29051,11,75990,Unreliable,Unreliable
,"Franklin County, MO",29071,23,101492,22.7,25
,"Greene County, MO",29077,86,275174,31.3,32.9
,"Jackson County, MO",29095,112,674158,16.6,16.1
,"Jasper County, MO",29097,24,117404,20.4,21.9
,"Jefferson County, MO",29099,57,218733,26.1,26.3
,"Lincoln County, MO",29113,10,52566,Unreliable,Unreliable
,"Newton County, MO",29145,11,58114,Unreliable,Unreliable
,"Pemiscot County, MO",29155,12,18296,Unreliable,Unreliable
,"Phelps County, MO",29161,12,45156,Unreliable,Unreliable
,"Platte County, MO",29165,10,89322,Unreliable,Unreliable
,"Polk County, MO",29167,10,31137,Unreliable,Unreliable
,"St. Charles County, MO",29183,51,360485,14.1,14.9
,"St. Francois County, MO",29187,14,65359,Unreliable,Unreliable
,"St. Louis County, MO",29189,151,998954,15.1,15.9
,"St. Louis city, MO",29510,76,319294,23.8,23.3
,"Cascade County, MT",30013,12,81327,Unreliable,Unreliable
,"Missoula County, MT",30063,20,109299,18.3,18.3
,"Yellowstone County, MT",30111,25,147972,16.9,17.8
,"Douglas County, NE",31055,44,517110,8.5,8.8
,"Lancaster County, NE",31109,20,285407,7,7.1
,"Sarpy County, NE",31153,10,158840,Unreliable,Unreliable
,"Clark County, NV",32003,390,1951269,20,19.5
,"Douglas County, NV",32005,13,46997,Unreliable,Unreliable
,"Lyon County, NV",32019,14,51980,Unreliable,Unreliable
,"Nye County, NV",32023,21,43946,47.8,52.2
,"Washoe County, NV",32031,103,421407,24.4,23.5
,"Carson City, NV",32510,10,55274,Unreliable,Unreliable
,"Grafton County, NH",33009,10,89118,Unreliable,Unreliable
,"Hillsborough County, NH",33011,58,400721,14.5,13.7
,"Merrimack County, NH",33013,11,146445,Unreliable,Unreliable
,"Rockingham County, NH",33015,30,295223,10.2,9.8
,"Strafford County, NH",33017,18,123143,Unreliable,Unreliable
,"Atlantic County, NJ",34001,48,274549,17.5,16.4
,"Bergen County, NJ",34003,56,905116,6.2,6
,"Burlington County, NJ",34005,52,448734,11.6,11.9
,"Camden County, NJ",34007,98,513657,19.1,18.9
,"Cumberland County, NJ",34011,10,156898,Unreliable,Unreliable
,"Essex County, NJ",34013,77,783969,9.8,9.5
,"Gloucester County, NJ",34015,50,288288,17.3,18.2
,"Hudson County, NJ",34017,40,634266,6.3,6.2
,"Mercer County, NJ",34021,38,366513,10.4,9.9
,"Middlesex County, NJ",34023,61,809858,7.5,7.4
,"Monmouth County, NJ",34025,73,630380,11.6,12
,"Morris County, NJ",34027,45,492276,9.1,9.5
,"Ocean County, NJ",34029,64,576567,11.1,12.7
,"Passaic County, NJ",34031,42,501226,8.4,8.3
,"Somerset County, NJ",34035,17,323444,Unreliable,Unreliable
,"Sussex County, NJ",34037,23,149265,15.4,16.8
,"Union County, NJ",34039,38,536499,7.1,6.9
,"Warren County, NJ",34041,15,108692,Unreliable,Unreliable
,"Bernalillo County, NM",35001,186,662564,28.1,27.7
,"Dona Ana County, NM",35013,40,209233,19.1,21.1
,"Eddy County, NM",35015,20,53829,37.2,38.9
,"Lea County, NM",35025,12,64727,Unreliable,Unreliable
,"McKinley County, NM",35031,10,71492,Unreliable,Unreliable
,"Otero County, NM",35035,13,63797,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,19,40246,Unreliable,Unreliable
,"Sandoval County, NM",35043,19,131561,Unreliable,Unreliable
,"San Juan County, NM",35045,19,130044,Unreliable,Unreliable
,"Santa Fe County, NM",35049,33,144170,22.9,22.5
,"Valencia County, NM",35061,22,76569,28.7,28.6
,"Albany County, NY",36001,26,304204,8.5,8.6
,"Bronx County, NY",36005,111,1385108,8,8.3
,"Broome County, NY",36007,18,200600,Unreliable,Unreliable
,"Chautauqua County, NY",36013,12,134905,Unreliable,Unreliable
,"Dutchess County, NY",36027,55,297488,18.5,18.2
,"Erie County, NY",36029,79,919040,8.6,8.9
,"Kings County, NY",36047,180,2504700,7.2,7.2
,"Monroe County, NY",36055,63,744344,8.5,7.9
,"Nassau County, NY",36059,101,1339532,7.5,7.4
,"New York County, NY",36061,99,1585873,6.2,5.9
,"Niagara County, NY",36063,30,216469,13.9,12.8
,"Oneida County, NY",36065,17,234878,Unreliable,Unreliable
,"Onondaga County, NY",36067,40,467026,8.6,9
,"Orange County, NY",36071,53,372813,14.2,14.7
,"Oswego County, NY",36075,12,122109,Unreliable,Unreliable
,"Queens County, NY",36081,132,2230722,5.9,5.7
,"Rensselaer County, NY",36083,13,159429,Unreliable,Unreliable
,"Richmond County, NY",36085,69,468730,14.7,14.2
,"Rockland County, NY",36087,17,311687,Unreliable,Unreliable
,"Suffolk County, NY",36103,199,1493350,13.3,13.2
,"Ulster County, NY",36111,14,182493,Unreliable,Unreliable
,"Westchester County, NY",36119,48,949113,5.1,4.9
,"Alamance County, NC",37001,10,151131,Unreliable,Unreliable
,"Alexander County, NC",37003,10,37198,Unreliable,Unreliable
,"Brunswick County, NC",37019,23,107431,21.4,21.1
,"Buncombe County, NC",37021,28,238318,11.7,11.7
,"Burke County, NC",37023,23,90912,25.3,26
,"Cabarrus County, NC",37025,23,178011,12.9,13
,"Caldwell County, NC",37027,13,83029,Unreliable,Unreliable
,"Carteret County, NC",37031,11,66469,Unreliable,Unreliable
,"Catawba County, NC",37035,21,154358,13.6,13.6
,"Cherokee County, NC",37039,13,27444,Unreliable,Unreliable
,"Cleveland County, NC",37045,20,98078,20.4,20.1
,"Columbus County, NC",37047,15,58098,Unreliable,Unreliable
,"Craven County, NC",37049,11,103505,Unreliable,Unreliable
,"Cumberland County, NC",37051,44,319431,13.8,14.3
,"Davidson County, NC",37057,16,162878,Unreliable,Unreliable
,"Durham County, NC",37063,29,267587,10.8,11
,"Forsyth County, NC",37067,28,350670,8,7.8
,"Gaston County, NC",37071,47,206086,22.8,21.8
,"Guilford County, NC",37081,36,488406,7.4,7.3
,"Harnett County, NC",37085,12,114678,Unreliable,Unreliable
,"Haywood County, NC",37087,13,59036,Unreliable,Unreliable
,"Henderson County, NC",37089,19,106740,Unreliable,Unreliable
,"Iredell County, NC",37097,23,159437,14.4,14.5
,"Johnston County, NC",37101,28,168878,16.6,16.1
