Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Catawba County, NC",37035,31,154534,20.1,19.3
,"Cleveland County, NC",37045,16,97076,Unreliable,Unreliable
,"Columbus County, NC",37047,11,56953,Unreliable,Unreliable
,"Craven County, NC",37049,19,104510,Unreliable,Unreliable
,"Cumberland County, NC",37051,43,326328,13.2,12.5
,"Dare County, NC",37055,10,35104,Unreliable,Unreliable
,"Davidson County, NC",37057,32,164072,19.5,21.8
,"Durham County, NC",37063,25,294460,8.5,8.5
,"Forsyth County, NC",37067,58,365298,15.9,15.4
,"Gaston County, NC",37071,45,211127,21.3,22.4
,"Granville County, NC",37077,10,58500,Unreliable,Unreliable
,"Guilford County, NC",37081,53,512119,10.3,10.5
,"Harnett County, NC",37085,15,126666,Unreliable,Unreliable
,"Henderson County, NC",37089,14,111149,Unreliable,Unreliable
,"Iredell County, NC",37097,26,166675,15.6,16.4
,"Johnston County, NC",37101,17,181423,Unreliable,Unreliable
,"Lincoln County, NC",37109,10,79829,Unreliable,Unreliable
,"Mecklenburg County, NC",37119,108,1012539,10.7,9.9
,"Moore County, NC",37125,13,93077,Unreliable,Unreliable
,"Nash County, NC",37127,10,94357,Unreliable,Unreliable
,"New Hanover County, NC",37129,42,216298,19.4,20.7
,"Onslow County, NC",37133,22,187589,11.7,13.5
,"Pitt County, NC",37147,29,175354,16.5,17.6
,"Randolph County, NC",37151,21,142778,14.7,16.4
,"Richmond County, NC",37153,12,45733,Unreliable,Unreliable
,"Robeson County, NC",37155,24,134760,17.8,20
,"Rowan County, NC",37159,31,138630,22.4,24.6
,"Rutherford County, NC",37161,12,66600,Unreliable,Unreliable
,"Sampson County, NC",37163,18,64050,Unreliable,Unreliable
,"Surry County, NC",37171,15,72968,Unreliable,Unreliable
,"Union County, NC",37179,22,218568,10.1,11.2
,"Wake County, NC",37183,82,998691,8.2,7.9
,"Wayne County, NC",37191,10,124456,Unreliable,Unreliable
,"Wilkes County, NC",37193,31,68838,45,45
,"Yadkin County, NC",37197,13,37792,Unreliable,Unreliable
,"Cass County, ND",38017,12,167005,Unreliable,Unreliable
,"Adams County, OH",39001,10,28129,Unreliable,Unreliable
,"Allen County, OH",39003,14,105040,Unreliable,Unreliable
,"Ashtabula County, OH",39007,30,99175,30.2,35.1
,"Belmont County, OH",39013,15,69461,Unreliable,Unreliable
,"Brown County, OH",39015,17,44116,Unreliable,Unreliable
,"Butler County, OH",39017,159,374158,42.5,46.3
,"Champaign County, OH",39021,12,39128,Unreliable,Unreliable
,"Clark County, OH",39023,40,136554,29.3,33.1
,"Clermont County, OH",39025,82,201560,40.7,43.3
,"Clinton County, OH",39027,13,41835,Unreliable,Unreliable
,"Columbiana County, OH",39029,20,105686,18.9,21
,"Cuyahoga County, OH",39035,286,1259828,22.7,22.8
,"Darke County, OH",39037,12,52196,Unreliable,Unreliable
,"Delaware County, OH",39041,12,189113,Unreliable,Unreliable
,"Erie County, OH",39043,17,75828,Unreliable,Unreliable
,"Fairfield County, OH",39045,16,150381,Unreliable,Unreliable
,"Fayette County, OH",39047,13,28800,Unreliable,Unreliable
,"Franklin County, OH",39049,230,1231393,18.7,18
,"Geauga County, OH",39055,13,94295,Unreliable,Unreliable
,"Greene County, OH",39057,41,163820,25,25.4
,"Guernsey County, OH",39059,10,39590,Unreliable,Unreliable
,"Hamilton County, OH",39061,258,806631,32,33.2
,"Hancock County, OH",39063,12,75337,Unreliable,Unreliable
,"Highland County, OH",39071,13,43045,Unreliable,Unreliable
,"Huron County, OH",39077,18,58714,Unreliable,Unreliable
,"Jackson County, OH",39079,11,32748,Unreliable,Unreliable
,"Jefferson County, OH",39081,22,67694,32.5,36.6
,"Lake County, OH",39085,57,229230,24.9,25.8
,"Licking County, OH",39089,31,169390,18.3,17.2
,"Lorain County, OH",39093,76,304216,25,26.8
,"Lucas County, OH",39095,121,435286,27.8,28.3
,"Mahoning County, OH",39099,52,233204,22.3,23.5
,"Marion County, OH",39101,27,65720,41.1,41.3
,"Medina County, OH",39103,19,176029,Unreliable,Unreliable
,"Miami County, OH",39109,20,103900,19.2,21.2
,"Montgomery County, OH",39113,266,533116,49.9,53.3
,"Portage County, OH",39133,34,161882,21,22.3
,"Richland County, OH",39139,32,121942,26.2,27
,"Ross County, OH",39141,30,77159,38.9,40.6
,"Sandusky County, OH",39143,13,60179,Unreliable,Unreliable
,"Scioto County, OH",39145,23,77258,29.8,30.7
,"Seneca County, OH",39147,11,55669,Unreliable,Unreliable
,"Stark County, OH",39151,72,375736,19.2,20.7
,"Summit County, OH",39153,127,541943,23.4,23.2
,"Trumbull County, OH",39155,60,205175,29.2,32.8
,"Warren County, OH",39165,43,221659,19.4,20.9
,"Washington County, OH",39167,12,61213,Unreliable,Unreliable
,"Wayne County, OH",39169,14,115537,Unreliable,Unreliable
,"Wood County, OH",39173,17,129590,Unreliable,Unreliable
,"Canadian County, OK",40017,18,129582,Unreliable,Unreliable
,"Carter County, OK",40019,17,48821,Unreliable,Unreliable
,"Cherokee County, OK",40021,15,48341,Unreliable,Unreliable
,"Cleveland County, OK",40027,40,269908,14.8,15.1
,"Comanche County, OK",40031,32,125033,25.6,27
,"Creek County, OK",40037,21,70632,29.7,30.5
,"Delaware County, OK",40041,13,41446,Unreliable,Unreliable
,"Garfield County, OK",40047,10,63091,Unreliable,Unreliable
,"Grady County, OK",40051,12,53854,Unreliable,Unreliable
,"Le Flore County, OK",40079,11,49761,Unreliable,Unreliable
,"Mayes County, OK",40097,10,40816,Unreliable,Unreliable
,"Muskogee County, OK",40101,30,69966,42.9,44
,"Oklahoma County, OK",40109,161,766215,21,21.3
,"Pittsburg County, OK",40121,16,44626,Unreliable,Unreliable
,"Pottawatomie County, OK",40125,10,71811,Unreliable,Unreliable
,"Rogers County, OK",40131,13,89815,Unreliable,Unreliable
,"Sequoyah County, OK",40135,15,41358,Unreliable,Unreliable
,"Stephens County, OK",40137,13,44493,Unreliable,Unreliable
,"Tulsa County, OK",40143,119,629598,18.9,18
,"Wagoner County, OK",40145,20,75702,26.4,25.3
,"Washington County, OK",40147,11,51937,Unreliable,Unreliable
,"Clackamas County, OR",41005,47,394972,11.9,12.4
,"Deschutes County, OR",41017,20,170388,11.7,11.2
,"Douglas County, OR",41019,13,106972,Unreliable,Unreliable
,"Jackson County, OR",41029,32,210287,15.2,15.6
,"Josephine County, OR",41033,15,83599,Unreliable,Unreliable
,"Klamath County, OR",41035,10,65455,Unreliable,Unreliable
,"Lane County, OR",41039,63,358337,17.6,19.3
,"Lincoln County, OR",41041,15,46406,Unreliable,Unreliable
,"Linn County, OR",41043,29,119356,24.3,24.2
,"Marion County, OR",41047,23,326110,7.1,6.7
,"Multnomah County, OR",41051,122,776712,15.7,14.4
,"Polk County, OR",41053,10,77916,Unreliable,Unreliable
,"Washington County, OR",41067,49,562998,8.7,8.3
,"Yamhill County, OR",41071,10,101758,Unreliable,Unreliable
,"Allegheny County, PA",42003,316,1231255,25.7,25.9
,"Armstrong County, PA",42005,17,67785,Unreliable,Unreliable
,"Beaver County, PA",42007,41,169392,24.2,27.3
,"Berks County, PA",42011,67,413691,16.2,16.3
,"Blair County, PA",42013,19,125955,Unreliable,Unreliable
,"Bucks County, PA",42017,144,626685,23,23.8
,"Butler County, PA",42019,39,185943,21,21.4
,"Cambria County, PA",42021,40,137732,29,28.4
,"Carbon County, PA",42025,17,64441,Unreliable,Unreliable
,"Centre County, PA",42027,12,158742,Unreliable,Unreliable
,"Chester County, PA",42029,71,512784,13.8,14.2
,"Clearfield County, PA",42033,12,81191,Unreliable,Unreliable
,"Columbia County, PA",42037,10,67122,Unreliable,Unreliable
,"Crawford County, PA",42039,18,87175,Unreliable,Unreliable
,"Cumberland County, PA",42041,27,243762,11.1,11.9
,"Dauphin County, PA",42043,52,271453,19.2,18.9
,"Delaware County, PA",42045,159,562960,28.2,27.8
,"Elk County, PA",42047,10,31194,Unreliable,Unreliable
,"Erie County, PA",42049,57,278443,20.5,21.8
,"Fayette County, PA",42051,40,134086,29.8,32.3
,"Franklin County, PA",42055,24,152892,15.7,17
,"Greene County, PA",42059,11,37843,Unreliable,Unreliable
,"Indiana County, PA",42063,13,87706,Unreliable,Unreliable
,"Jefferson County, PA",42065,10,44638,Unreliable,Unreliable
,"Lackawanna County, PA",42069,39,212719,18.3,20.5
,"Lancaster County, PA",42071,69,533320,12.9,13
,"Lawrence County, PA",42073,21,88771,23.7,26.5
,"Lebanon County, PA",42075,17,136359,Unreliable,Unreliable
,"Lehigh County, PA",42077,65,357823,18.2,18.8
,"Luzerne County, PA",42079,65,318829,20.4,20.9
,"Lycoming County, PA",42081,13,116508,Unreliable,Unreliable
,"Mercer County, PA",42085,30,114884,26.1,30
,"Monroe County, PA",42089,27,166314,16.2,16.4
,"Montgomery County, PA",42091,150,816857,18.4,18.4
,"Northampton County, PA",42095,37,300654,12.3,13.1
,"Northumberland County, PA",42097,15,93944,Unreliable,Unreliable
,"Philadelphia County, PA",42101,516,1560297,33.1,33.3
,"Schuylkill County, PA",42107,26,145797,17.8,20.2
,"Somerset County, PA",42111,18,76218,Unreliable,Unreliable
,"Susquehanna County, PA",42115,17,41920,Unreliable,Unreliable
,"Venango County, PA",42121,11,53529,Unreliable,Unreliable
,"Washington County, PA",42125,39,208187,18.7,20.4
,"Wayne County, PA",42127,14,51401,Unreliable,Unreliable
,"Westmoreland County, PA",42129,101,359320,28.1,30.6
,"York County, PA",42133,120,440755,27.2,29.2
,"Bristol County, RI",44001,13,49060,Unreliable,Unreliable
,"Kent County, RI",44003,39,165128,23.6,22.1
,"Providence County, RI",44007,154,631974,24.4,24.3
,"Washington County, RI",44009,32,126653,25.3,29
,"Aiken County, SC",45003,30,164753,18.2,17.5
,"Anderson County, SC",45007,37,192810,19.2,18
,"Beaufort County, SC",45013,13,175852,Unreliable,Unreliable
,"Berkeley County, SC",45015,26,198205,13.1,12.2
,"Charleston County, SC",45019,57,381015,15,14.7
,"Dorchester County, SC",45035,15,148469,Unreliable,Unreliable
,"Florence County, SC",45041,20,139231,14.4,15.6
,"Georgetown County, SC",45043,12,60773,Unreliable,Unreliable
,"Greenville County, SC",45045,83,482752,17.2,16.8
,"Greenwood County, SC",45047,13,69520,Unreliable,Unreliable
,"Horry County, SC",45051,63,298832,21.1,21.7
,"Lexington County, SC",45063,53,277888,19.1,18.2
,"Oconee County, SC",45073,20,75192,26.6,23.4
,"Pickens County, SC",45077,39,120368,32.4,35
,"Richland County, SC",45079,48,401566,12,11.7
,"Spartanburg County, SC",45083,44,293542,15,15.7
,"York County, SC",45091,34,245346,13.9,13.7
,"Minnehaha County, SD",46099,17,182882,Unreliable,Unreliable
,"Anderson County, TN",47001,18,75528,Unreliable,Unreliable
,"Blount County, TN",47009,21,126339,16.6,16.3
,"Bradley County, TN",47011,24,102975,23.3,22.8
,"Campbell County, TN",47013,19,39918,Unreliable,Unreliable
,"Carter County, TN",47019,10,56886,Unreliable,Unreliable
,"Cheatham County, TN",47021,17,39764,Unreliable,Unreliable
,"Claiborne County, TN",47025,11,31592,Unreliable,Unreliable
,"Cocke County, TN",47029,12,35374,Unreliable,Unreliable
,"Cumberland County, TN",47035,16,57985,Unreliable,Unreliable
,"Davidson County, TN",47037,130,668347,19.5,18.7
,"DeKalb County, TN",47041,11,19268,Unreliable,Unreliable
,"Dickson County, TN",47043,12,50575,Unreliable,Unreliable
,"Franklin County, TN",47051,11,41402,Unreliable,Unreliable
,"Greene County, TN",47059,20,68335,29.3,32.9
,"Hamblen County, TN",47063,23,63036,36.5,39.1
,"Hamilton County, TN",47065,62,351220,17.7,17.4
,"Hardin County, TN",47071,12,25870,Unreliable,Unreliable
,"Hawkins County, TN",47073,11,56735,Unreliable,Unreliable
,"Knox County, TN",47093,133,448644,29.6,28.9
,"Loudon County, TN",47105,15,50771,Unreliable,Unreliable
,"McMinn County, TN",47107,13,52626,Unreliable,Unreliable
,"Marshall County, TN",47117,10,31269,Unreliable,Unreliable
,"Maury County, TN",47119,20,85515,23.4,24.4
,"Montgomery County, TN",47125,26,189961,13.7,14.1
,"Putnam County, TN",47141,22,74165,29.7,32.2
,"Roane County, TN",47145,22,52748,41.7,44.2
,"Robertson County, TN",47147,11,68079,Unreliable,Unreliable
,"Rutherford County, TN",47149,35,288906,12.1,11.7
,"Sevier County, TN",47155,18,95110,Unreliable,Unreliable
,"Shelby County, TN",47157,150,938803,16,15.9
,"Sullivan County, TN",47163,44,157047,28,26.2
,"Sumner County, TN",47165,28,172706,16.2,17.3
,"Washington County, TN",47179,24,126242,19,18.5
,"Williamson County, TN",47187,18,205226,Unreliable,Unreliable
,"Wilson County, TN",47189,26,125376,20.7,20.2
,"Bastrop County, TX",48021,11,78069,Unreliable,Unreliable
,"Bell County, TX",48027,20,329140,6.1,6.6
,"Bexar County, TX",48029,192,1855866,10.3,10.6
,"Brazoria County, TX",48039,20,338124,5.9,5.7
,"Brazos County, TX",48041,24,209152,11.5,14.1
,"Collin County, TX",48085,70,885241,7.9,7.8
,"Cooke County, TX",48097,10,38761,Unreliable,Unreliable
,"Dallas County, TX",48113,339,2518638,13.5,13.2
,"Denton County, TX",48121,50,753363,6.6,6.4
,"Ector County, TX",48135,33,153904,21.4,24
,"El Paso County, TX",48141,76,833487,9.1,10
,"Fort Bend County, TX",48157,36,685345,5.3,4.9
,"Galveston County, TX",48167,47,314198,15,14.2
,"Grayson County, TX",48181,16,123534,Unreliable,Unreliable
,"Guadalupe County, TX",48187,13,147250,Unreliable,Unreliable
,"Hardin County, TX",48199,10,55621,Unreliable,Unreliable
,"Harris County, TX",48201,403,4441370,9.1,8.9
,"Hays County, TX",48209,10,185025,Unreliable,Unreliable
,"Henderson County, TX",48213,16,79290,Unreliable,Unreliable
,"Hidalgo County, TX",48215,20,831073,2.4,2.8
,"Hood County, TX",48221,11,53921,Unreliable,Unreliable
,"Jefferson County, TX",48245,35,252235,13.9,12.2
,"Johnson County, TX",48251,17,157456,Unreliable,Unreliable
,"Kaufman County, TX",48257,17,111236,Unreliable,Unreliable
,"Lamar County, TX",48277,10,49523,Unreliable,Unreliable
,"Liberty County, TX",48291,10,78117,Unreliable,Unreliable
,"Lubbock County, TX",48303,32,293974,10.9,12.1
,"McLennan County, TX",48309,16,243441,Unreliable,Unreliable
,"Midland County, TX",48329,19,155830,Unreliable,Unreliable
,"Montgomery County, TX",48339,43,518947,8.3,8.4
,"Nueces County, TX",48355,63,356221,17.7,17.5
,"Orange County, TX",48361,13,83433,Unreliable,Unreliable
,"Parker County, TX",48367,14,123164,Unreliable,Unreliable
,"Polk County, TX",48373,10,46079,Unreliable,Unreliable
,"Potter County, TX",48375,20,121627,16.4,16.6
,"San Patricio County, TX",48409,11,66915,Unreliable,Unreliable
,"Smith County, TX",48423,21,218842,9.6,9.8
,"Tarrant County, TX",48439,195,1945360,10,9.9
,"Taylor County, TX",48441,19,135143,Unreliable,Unreliable
,"Tom Green County, TX",48451,12,116608,Unreliable,Unreliable
,"Travis County, TX",48453,131,1151145,11.4,10.8
,"Van Zandt County, TX",48467,10,52910,Unreliable,Unreliable
,"Webb County, TX",48479,22,266673,8.2,9.1
,"Wichita County, TX",48485,26,132355,19.6,20.5
,"Williamson County, TX",48491,33,489250,6.7,6.8
,"Cache County, UT",49005,14,118343,Unreliable,Unreliable
,"Carbon County, UT",49007,11,20660,Unreliable,Unreliable
,"Davis County, UT",49011,51,329692,15.5,16.8
,"Salt Lake County, UT",49035,264,1091742,24.2,24.6
,"Tooele County, UT",49045,24,61598,39,43
,"Utah County, UT",49049,91,560974,16.2,20
,"Washington County, UT",49053,26,151948,17.1,20.9
,"Weber County, UT",49057,61,240475,25.4,26.5
,"Chittenden County, VT",50007,21,160531,13.1,13.5
,"Arlington County, VA",51013,13,226908,Unreliable,Unreliable
,"Carroll County, VA",51035,11,29621,Unreliable,Unreliable
,"Chesterfield County, VA",51041,29,332499,8.7,8.7
,"Culpeper County, VA",51047,14,49166,Unreliable,Unreliable
,"Fairfax County, VA",51059,75,1137538,6.6,6.5
,"Frederick County, VA",51069,20,82377,24.3,26.3
,"Hanover County, VA",51085,14,101918,Unreliable,Unreliable
,"Henrico County, VA",51087,35,321924,10.9,10.8
,"Henry County, VA",51089,11,52081,Unreliable,Unreliable
,"Loudoun County, VA",51107,33,363050,9.1,9.4
,"Montgomery County, VA",51121,10,97244,Unreliable,Unreliable
,"Orange County, VA",51137,11,35026,Unreliable,Unreliable
,"Prince William County, VA",51153,36,446094,8.1,7.7
,"Pulaski County, VA",51155,12,34322,Unreliable,Unreliable
,"Roanoke County, VA",51161,19,93785,Unreliable,Unreliable
,"Russell County, VA",51167,12,28023,Unreliable,Unreliable
,"Spotsylvania County, VA",51177,14,129188,Unreliable,Unreliable
,"Stafford County, VA",51179,10,139992,Unreliable,Unreliable
,"Tazewell County, VA",51185,14,43452,Unreliable,Unreliable
,"Washington County, VA",51191,13,54729,Unreliable,Unreliable
,"Wise County, VA",51195,11,39935,Unreliable,Unreliable
,"Wythe County, VA",51197,11,29121,Unreliable,Unreliable
,"Alexandria city, VA",51510,10,150575,Unreliable,Unreliable
,"Chesapeake city, VA",51550,25,233371,10.7,11.7
,"Danville city, VA",51590,11,42444,Unreliable,Unreliable
,"Hampton city, VA",51650,13,136879,Unreliable,Unreliable
,"Newport News city, VA",51700,29,182965,15.9,16.6
,"Norfolk city, VA",51710,31,245428,12.6,13.2
,"Portsmouth city, VA",51740,18,96004,Unreliable,Unreliable
,"Richmond city, VA",51760,51,217853,23.4,22.6
,"Roanoke city, VA",51770,14,99428,Unreliable,Unreliable
,"Suffolk city, VA",51800,10,86806,Unreliable,Unreliable
,"Virginia Beach city, VA",51810,54,450980,12,12
,"Benton County, WA",53005,22,186486,11.8,12.3
,"Clark County, WA",53011,60,451008,13.3,13.2
,"Cowlitz County, WA",53015,23,102133,22.5,21.5
,"Grays Harbor County, WA",53027,17,70818,Unreliable,Unreliable
,"Island County, WA",53029,14,79275,Unreliable,Unreliable
,"King County, WA",53033,300,2079967,14.4,13.1
,"Kitsap County, WA",53035,31,254183,12.2,12.2
,"Lewis County, WA",53041,14,75128,Unreliable,Unreliable
,"Mason County, WA",53045,13,60711,Unreliable,Unreliable
,"Pierce County, WA",53053,126,831928,15.1,14.9
,"Skagit County, WA",53057,14,120365,Unreliable,Unreliable
,"Snohomish County, WA",53061,127,759583,16.7,15.8
,"Spokane County, WA",53063,61,484318,12.6,12.3
,"Thurston County, WA",53067,24,265851,9,8.1
,"Walla Walla County, WA",53071,17,59844,Unreliable,Unreliable
,"Whatcom County, WA",53073,15,208351,Unreliable,Unreliable
,"Yakima County, WA",53077,24,247687,9.7,9.9
,"Berkeley County, WV",54003,46,110497,41.6,39.8
,"Boone County, WV",54005,23,23714,97,89.3
,"Brooke County, WV",54009,10,23530,Unreliable,Unreliable
,"Cabell County, WV",54011,50,97109,51.5,55.7
,"Fayette County, WV",54019,17,45132,Unreliable,Unreliable
,"Greenbrier County, WV",54025,12,35450,Unreliable,Unreliable
,"Hancock County, WV",54029,18,30112,Unreliable,Unreliable
,"Harrison County, WV",54033,20,68761,29.1,27.9
,"Jefferson County, WV",54037,12,55713,Unreliable,Unreliable
,"Kanawha County, WV",54039,81,190223,42.6,46.2
,"Lincoln County, WV",54043,10,21561,Unreliable,Unreliable
,"Logan County, WV",54045,21,35348,59.4,61.9
,"Mason County, WV",54053,12,27016,Unreliable,Unreliable
,"Mercer County, WV",54055,44,61785,71.2,73.6
,"Mingo County, WV",54059,25,25716,97.2,100.6
,"Monongalia County, WV",54061,14,103463,Unreliable,Unreliable
,"Nicholas County, WV",54067,10,25827,Unreliable,Unreliable
,"Putnam County, WV",54079,11,56770,Unreliable,Unreliable
,"Raleigh County, WV",54081,39,78241,49.8,55.1
,"Wayne County, WV",54099,18,41122,Unreliable,Unreliable
,"Wood County, WV",54107,23,86237,26.7,27.3
,"Wyoming County, WV",54109,19,22598,Unreliable,Unreliable
,"Brown County, WI",55009,27,256670,10.5,10.7
,"Dane County, WI",55025,79,516284,15.3,15
,"Dodge County, WI",55027,10,88574,Unreliable,Unreliable
,"Fond du Lac County, WI",55039,12,101759,Unreliable,Unreliable
,"Jefferson County, WI",55055,14,84395,Unreliable,Unreliable
,"Kenosha County, WI",55059,44,168068,26.2,25.5
,"Manitowoc County, WI",55071,15,80160,Unreliable,Unreliable
,"Milwaukee County, WI",55079,249,956406,26,25.7
,"Monroe County, WI",55081,10,45379,Unreliable,Unreliable
,"Outagamie County, WI",55087,14,182006,Unreliable,Unreliable
,"Ozaukee County, WI",55089,11,87470,Unreliable,Unreliable
,"Racine County, WI",55101,46,195163,23.6,23.9
,"Rock County, WI",55105,31,161188,19.2,19.1
,"Sheboygan County, WI",55117,10,115290,Unreliable,Unreliable
,"Walworth County, WI",55127,14,103527,Unreliable,Unreliable
,"Washington County, WI",55131,20,133251,15,15.8
,"Waukesha County, WI",55133,51,395118,12.9,14.3
,"Winnebago County, WI",55139,27,169511,15.9,16.9
,"Campbell County, WY",56005,10,48320,Unreliable,Unreliable
,"Laramie County, WY",56021,20,96389,20.7,19.8
,"Natrona County, WY",56025,21,81624,25.7,26
,"Sweetwater County, WY",56037,14,45010,Unreliable,Unreliable
Total,,,47055,318857056,14.8,14.7
---,,,,,,
"Dataset: Underlying Cause of Death, 1999-2016",,,,,,
Query Parameters:,,,,,,
Title:,,,,,,
2013 Urbanization: All,,,,,,
Autopsy: All,,,,,,
Gender: All,,,,,,
Hispanic Origin: All,,,,,,
"ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X41",,,,,,
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not",,,,,,
"elsewhere classified), X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not",,,,,,
"elsewhere classified), X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system), X44",,,,,,
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X60 (Intentional",,,,,,
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X61 (Intentional self-poisoning by and",,,,,,
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified), X62",,,,,,
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified), X63",,,,,,
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system), X64 (Intentional",,,,,,
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X85 (Assault by drugs,",,,,,,
"medicaments and biological substances), Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,",,,,,,
"undetermined intent), Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic",,,,,,
"drugs, not elsewhere classified, undetermined intent), Y12 (Poisoning by and exposure to narcotics and psychodysleptics",,,,,,
"[hallucinogens], not elsewhere classified, undetermined intent), Y13 (Poisoning by and exposure to other drugs acting on the",,,,,,
"autonomic nervous system, undetermined intent), Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and",,,,,,
"biological substances, undetermined intent)",,,,,,
Place of Death: All,,,,,,
Race: All,,,,,,
States: All,,,,,,
Ten-Year Age Groups: All,,,,,,
Weekday: All,,,,,,
Year/Month: 2014,,,,,,
Group By: County,,,,,,
Show Totals: True,,,,,,
Show Zero Values: False,,,,,,
Show Suppressed: False,,,,,,
Standard Population: 2000 U.S. Std. Population,,,,,,
"Calculate Rates Per: 100,000",,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,
---,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,
---,,,,,,
"Query Date: Apr 29, 2018 10:07:25 PM",,,,,,
---,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as",,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 29, 2018 10:07:25 PM",,,,,,
---,,,,,,
Messages:,,,,,,
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above",,,,,,
to show zero rows.,,,,,,
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use",,,,,,
Quick Options above to show suppressed rows.,,,,,,
---,,,,,,
Footnotes:,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,
---,,,,,,
Caveats:,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision.,,,,,,
"2. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code",,,,,,
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational",,,,,,
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year",,,,,,
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:",,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.,,,,,,
"3. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and",,,,,,
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do",,,,,,
"not include any data for years after 2014, only data for 2013 and earlier. More information:",,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Bedford.,,,,,,
"4. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,
"5. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,
6. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,
24005).,,,,,,
7. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,
8. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality.,,,,,,
9. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,
10. The populations used to calculate standard age-adjusted rates are documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.,,,,,,
11. The method used to calculate age-adjusted rates is documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.,,,,,,
"12. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates.",,,,,,
"13. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016",,,,,,
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July",,,,,,
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for",,,,,,
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS",,,,,,
