Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Sacramento County, CA",6067,250,1482026,16.9,16.3
,"San Bernardino County, CA",6071,124,2112619,5.9,5.9
,"San Diego County, CA",6073,419,3263431,12.8,12.2
,"San Francisco County, CA",6075,164,852469,19.2,16.4
,"San Joaquin County, CA",6077,121,715597,16.9,16.7
,"San Luis Obispo County, CA",6079,33,279083,11.8,12.4
,"San Mateo County, CA",6081,68,758581,9,7.9
,"Santa Barbara County, CA",6083,56,440668,12.7,12.8
,"Santa Clara County, CA",6085,134,1894605,7.1,6.6
,"Santa Cruz County, CA",6087,59,271804,21.7,21.1
,"Shasta County, CA",6089,40,179804,22.2,21.5
,"Solano County, CA",6095,69,431131,16,15.1
,"Sonoma County, CA",6097,74,500292,14.8,13.2
,"Stanislaus County, CA",6099,69,531997,13,13.6
,"Tulare County, CA",6107,36,458198,7.9,8.6
,"Tuolumne County, CA",6109,19,53831,Unreliable,Unreliable
,"Ventura County, CA",6111,121,846178,14.3,14
,"Yolo County, CA",6113,25,207590,12,11.8
,"Adams County, CO",8001,96,480718,20,20
,"Arapahoe County, CO",8005,102,618821,16.5,16.3
,"Boulder County, CO",8013,47,313333,15,13.9
,"Denver County, CO",8031,134,663862,20.2,19.5
,"Douglas County, CO",8035,23,314638,7.3,7
,"El Paso County, CO",8041,139,663519,20.9,20.7
,"Jefferson County, CO",8059,88,558503,15.8,15.1
,"Larimer County, CO",8069,55,324122,17,17.4
,"Mesa County, CO",8077,20,148255,13.5,13.8
,"Pueblo County, CO",8101,45,161875,27.8,29.1
,"Weld County, CO",8123,38,277670,13.7,14.1
,"Fairfield County, CT",9001,104,945438,11,10.8
,"Hartford County, CT",9003,160,897985,17.8,18.4
,"Litchfield County, CT",9005,55,184993,29.7,31.8
,"Middlesex County, CT",9007,35,164943,21.2,22.4
,"New Haven County, CT",9009,150,861277,17.4,17.7
,"New London County, CT",9011,58,273676,21.2,21.6
,"Tolland County, CT",9013,28,151367,18.5,21.7
,"Windham County, CT",9015,33,116998,28.2,28.6
,"Kent County, DE",10001,40,171987,23.3,25.5
,"New Castle County, DE",10003,111,552778,20.1,20.1
,"Sussex County, DE",10005,38,210849,18,19.8
,"District of Columbia, DC",11001,96,658893,14.6,14.2
,"Alachua County, FL",12001,22,256380,8.6,10.6
,"Bay County, FL",12005,30,178985,16.8,16
,"Brevard County, FL",12009,111,556885,19.9,19.7
,"Broward County, FL",12011,220,1869235,11.8,11.1
,"Charlotte County, FL",12015,14,168474,Unreliable,Unreliable
,"Citrus County, FL",12017,26,139377,18.7,22.6
,"Clay County, FL",12019,29,199798,14.5,14.6
,"Collier County, FL",12021,48,348777,13.8,15.7
,"Columbia County, FL",12023,13,67857,Unreliable,Unreliable
,"Duval County, FL",12031,148,897698,16.5,15.6
,"Escambia County, FL",12033,41,310659,13.2,14.3
,"Flagler County, FL",12035,14,102408,Unreliable,Unreliable
,"Hernando County, FL",12053,27,175855,15.4,18.2
,"Highlands County, FL",12055,18,98236,Unreliable,Unreliable
,"Hillsborough County, FL",12057,163,1316298,12.4,12
,"Indian River County, FL",12061,27,144755,18.7,18.8
,"Lake County, FL",12069,40,315690,12.7,13.6
,"Lee County, FL",12071,86,679513,12.7,14.6
,"Leon County, FL",12073,18,283988,Unreliable,Unreliable
,"Manatee County, FL",12081,91,351746,25.9,30.9
,"Marion County, FL",12083,57,339167,16.8,19.4
,"Martin County, FL",12085,20,153392,13,11.7
,"Miami-Dade County, FL",12086,140,2662874,5.3,5
,"Monroe County, FL",12087,11,77136,Unreliable,Unreliable
,"Okaloosa County, FL",12091,21,196512,10.7,10.7
,"Orange County, FL",12095,177,1253001,14.1,13.6
,"Osceola County, FL",12097,41,310211,13.2,13.3
,"Palm Beach County, FL",12099,236,1397710,16.9,17.5
,"Pasco County, FL",12101,105,485331,21.6,21.5
,"Pinellas County, FL",12103,190,938098,20.3,19.5
,"Polk County, FL",12105,93,634638,14.7,14.4
,"St. Johns County, FL",12109,23,217919,10.6,10.5
,"St. Lucie County, FL",12111,46,291028,15.8,17
,"Santa Rosa County, FL",12113,17,163422,Unreliable,Unreliable
,"Sarasota County, FL",12115,54,396962,13.6,17.5
,"Seminole County, FL",12117,55,442516,12.4,12.4
,"Volusia County, FL",12127,75,507531,14.8,15.5
,"Barrow County, GA",13013,13,73240,Unreliable,Unreliable
,"Bartow County, GA",13015,18,101736,Unreliable,Unreliable
,"Bibb County, GA",13021,13,153905,Unreliable,Unreliable
,"Carroll County, GA",13045,21,114093,18.4,19
,"Catoosa County, GA",13047,13,65621,Unreliable,Unreliable
,"Chatham County, GA",13051,25,283379,8.8,7.9
,"Cherokee County, GA",13057,39,230985,16.9,17.1
,"Clarke County, GA",13059,11,120938,Unreliable,Unreliable
,"Clayton County, GA",13063,19,267542,Unreliable,Unreliable
,"Cobb County, GA",13067,120,730981,16.4,15.8
,"Columbia County, GA",13073,18,139257,Unreliable,Unreliable
,"Coweta County, GA",13077,13,135571,Unreliable,Unreliable
,"DeKalb County, GA",13089,59,722161,8.2,8
,"Douglas County, GA",13097,26,138776,18.7,18.9
,"Fayette County, GA",13113,14,109664,Unreliable,Unreliable
,"Floyd County, GA",13115,10,96063,Unreliable,Unreliable
,"Forsyth County, GA",13117,30,204302,14.7,14.6
,"Fulton County, GA",13121,140,996319,14.1,13.5
,"Gwinnett County, GA",13135,60,877922,6.8,7
,"Hall County, GA",13139,24,190761,12.6,12.8
,"Henry County, GA",13151,31,213869,14.5,14.4
,"Houston County, GA",13153,12,149111,Unreliable,Unreliable
,"Madison County, GA",13195,12,28312,Unreliable,Unreliable
,"Murray County, GA",13213,11,39410,Unreliable,Unreliable
,"Muscogee County, GA",13215,23,200887,11.4,12.4
,"Paulding County, GA",13223,32,148987,21.5,21.6
,"Richmond County, GA",13245,27,201368,13.4,14.3
,"Rockdale County, GA",13247,11,87754,Unreliable,Unreliable
,"Troup County, GA",13285,11,69469,Unreliable,Unreliable
,"Walker County, GA",13295,11,68218,Unreliable,Unreliable
,"Walton County, GA",13297,15,87615,Unreliable,Unreliable
,"Ware County, GA",13299,16,35515,Unreliable,Unreliable
,"Whitfield County, GA",13313,11,103542,Unreliable,Unreliable
,"Hawaii County, HI",15001,21,194190,10.8,11.7
,"Honolulu County, HI",15003,103,991788,10.4,10.3
,"Maui County, HI",15009,25,163019,15.3,13.7
,"Ada County, ID",16001,69,426236,16.2,16.5
,"Bannock County, ID",16005,26,83347,31.2,31.4
,"Bingham County, ID",16011,10,45269,Unreliable,Unreliable
,"Bonneville County, ID",16019,23,108623,21.2,23.9
,"Canyon County, ID",16027,30,203143,14.8,16
,"Kootenai County, ID",16055,12,147326,Unreliable,Unreliable
,"Boone County, IL",17007,12,53869,Unreliable,Unreliable
,"Champaign County, IL",17019,31,207133,15,16.2
,"Cook County, IL",17031,622,5246456,11.9,11.5
,"DuPage County, IL",17043,91,932708,9.8,9.9
,"Franklin County, IL",17055,13,39411,Unreliable,Unreliable
,"Jackson County, IL",17077,10,59677,Unreliable,Unreliable
,"Kane County, IL",17089,43,527306,8.2,8.2
,"Kankakee County, IL",17091,23,111375,20.7,20.2
,"Kendall County, IL",17093,10,121350,Unreliable,Unreliable
,"Lake County, IL",17097,81,705186,11.5,11.9
,"LaSalle County, IL",17099,18,111241,Unreliable,Unreliable
,"McHenry County, IL",17111,39,307283,12.7,14.1
,"McLean County, IL",17113,23,174061,13.2,13.8
,"Macon County, IL",17115,12,108350,Unreliable,Unreliable
,"Madison County, IL",17119,88,266560,33,33.7
,"Morgan County, IL",17137,11,34929,Unreliable,Unreliable
,"Ogle County, IL",17141,10,52085,Unreliable,Unreliable
,"Peoria County, IL",17143,29,187319,15.5,16.2
,"Rock Island County, IL",17161,15,146063,Unreliable,Unreliable
,"St. Clair County, IL",17163,49,265729,18.4,19.2
,"Sangamon County, IL",17167,36,198997,18.1,15.8
,"Tazewell County, IL",17179,22,135707,16.2,17.3
,"Vermilion County, IL",17183,16,79728,Unreliable,Unreliable
,"Whiteside County, IL",17195,12,56876,Unreliable,Unreliable
,"Will County, IL",17197,88,685419,12.8,12.7
,"Williamson County, IL",17199,17,67008,Unreliable,Unreliable
,"Winnebago County, IL",17201,83,288542,28.8,28.9
,"Allen County, IN",18003,51,365918,13.9,14.4
,"Bartholomew County, IN",18005,11,80217,Unreliable,Unreliable
,"Clark County, IN",18019,27,114262,23.6,22.7
,"Dearborn County, IN",18029,15,49506,Unreliable,Unreliable
,"Delaware County, IN",18035,35,117074,29.9,35.8
,"Elkhart County, IN",18039,23,201971,11.4,11.9
,"Fayette County, IN",18041,15,23468,Unreliable,Unreliable
,"Floyd County, IN",18043,20,76179,26.3,26.9
,"Grant County, IN",18053,12,68569,Unreliable,Unreliable
,"Hamilton County, IN",18057,28,302623,9.3,9.4
,"Hancock County, IN",18059,22,71978,30.6,31.7
,"Hendricks County, IN",18063,22,156056,14.1,14.2
,"Henry County, IN",18065,12,48995,Unreliable,Unreliable
,"Howard County, IN",18067,18,82982,Unreliable,Unreliable
,"Jackson County, IN",18071,15,43705,Unreliable,Unreliable
,"Johnson County, IN",18081,24,147538,16.3,16.9
,"Lake County, IN",18089,53,490228,10.8,11.2
,"La Porte County, IN",18091,20,111444,17.9,20.3
,"Madison County, IN",18095,32,130069,24.6,25.1
,"Marion County, IN",18097,245,934243,26.2,26.1
,"Monroe County, IN",18105,30,143339,20.9,24.2
,"Morgan County, IN",18109,19,69693,Unreliable,Unreliable
,"Porter County, IN",18127,42,167076,25.1,25
,"St. Joseph County, IN",18141,36,267618,13.5,14.5
,"Tippecanoe County, IN",18157,27,183074,14.7,16.2
,"Vanderburgh County, IN",18163,39,182006,21.4,21.6
,"Vigo County, IN",18167,16,108175,Unreliable,Unreliable
,"Wayne County, IN",18177,20,67671,29.6,31
,"Cerro Gordo County, IA",19033,10,43254,Unreliable,Unreliable
,"Johnson County, IA",19103,21,142287,14.8,15.7
,"Linn County, IA",19113,30,217751,13.8,13.4
,"Polk County, IA",19153,48,459862,10.4,10.2
,"Pottawattamie County, IA",19155,11,93128,Unreliable,Unreliable
,"Scott County, IA",19163,17,171387,Unreliable,Unreliable
,"Woodbury County, IA",19193,10,102271,Unreliable,Unreliable
,"Douglas County, KS",20045,10,116585,Unreliable,Unreliable
,"Johnson County, KS",20091,56,574272,9.8,9.6
,"Leavenworth County, KS",20103,16,78797,Unreliable,Unreliable
,"Reno County, KS",20155,11,63794,Unreliable,Unreliable
,"Sedgwick County, KS",20173,87,508803,17.1,17.6
,"Shawnee County, KS",20177,24,178406,13.5,13.4
,"Wyandotte County, KS",20209,14,161636,Unreliable,Unreliable
,"Bell County, KY",21013,12,27778,Unreliable,Unreliable
,"Boone County, KY",21015,35,126413,27.7,27.1
,"Boyd County, KY",21019,16,48832,Unreliable,Unreliable
,"Bullitt County, KY",21029,26,77955,33.4,32.3
,"Campbell County, KY",21037,45,91833,49,52.3
,"Daviess County, KY",21059,10,98275,Unreliable,Unreliable
,"Fayette County, KY",21067,84,310797,27,26.4
,"Floyd County, KY",21071,22,38108,57.7,62.8
,"Franklin County, KY",21073,11,49880,Unreliable,Unreliable
,"Grant County, KY",21081,12,24875,Unreliable,Unreliable
,"Hardin County, KY",21093,18,108266,Unreliable,Unreliable
,"Jefferson County, KY",21111,185,760026,24.3,24.5
,"Kenton County, KY",21117,75,163929,45.8,46.2
,"Laurel County, KY",21125,15,60015,Unreliable,Unreliable
,"Leslie County, KY",21131,10,10918,Unreliable,Unreliable
,"McCracken County, KY",21145,19,65316,Unreliable,Unreliable
,"Madison County, KY",21151,23,87340,26.3,29.6
,"Marshall County, KY",21157,12,30953,Unreliable,Unreliable
,"Montgomery County, KY",21173,11,27474,Unreliable,Unreliable
,"Perry County, KY",21193,13,27597,Unreliable,Unreliable
,"Pike County, KY",21195,30,63034,47.6,47.8
,"Powell County, KY",21197,11,12434,Unreliable,Unreliable
,"Russell County, KY",21207,15,17774,Unreliable,Unreliable
,"Warren County, KY",21227,17,120460,Unreliable,Unreliable
,"Whitley County, KY",21235,16,35503,Unreliable,Unreliable
,"Acadia Parish, LA",22001,10,62486,Unreliable,Unreliable
,"Ascension Parish, LA",22005,15,117029,Unreliable,Unreliable
,"Avoyelles Parish, LA",22009,11,41145,Unreliable,Unreliable
,"Caddo Parish, LA",22017,20,252603,7.9,7.4
,"Calcasieu Parish, LA",22019,33,197204,16.7,18.3
,"East Baton Rouge Parish, LA",22033,63,446042,14.1,15.3
,"Jefferson Parish, LA",22051,111,435716,25.5,24.9
,"Lafayette Parish, LA",22055,32,235644,13.6,12.4
,"Lafourche Parish, LA",22057,26,98020,26.5,26.4
,"Livingston Parish, LA",22063,34,135751,25,25
,"Orleans Parish, LA",22071,110,384320,28.6,27.8
,"Ouachita Parish, LA",22073,16,156325,Unreliable,Unreliable
,"Rapides Parish, LA",22079,17,132488,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,10,83709,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,69,245829,28.1,27.3
,"Tangipahoa Parish, LA",22105,28,127049,22,23.3
,"Terrebonne Parish, LA",22109,22,113328,19.4,18.9
,"Washington Parish, LA",22117,13,46286,Unreliable,Unreliable
,"Androscoggin County, ME",23001,23,107440,21.4,21.9
,"Cumberland County, ME",23005,44,287797,15.3,14.6
,"Hancock County, ME",23009,11,54696,Unreliable,Unreliable
,"Kennebec County, ME",23011,20,121112,16.5,15.8
,"Penobscot County, ME",23019,21,153414,13.7,14.2
,"Washington County, ME",23029,10,31808,Unreliable,Unreliable
,"York County, ME",23031,44,200710,21.9,23.9
,"Allegany County, MD",24001,12,72952,Unreliable,Unreliable
,"Anne Arundel County, MD",24003,121,560133,21.6,21.3
,"Baltimore County, MD",24005,189,826925,22.9,22.9
,"Calvert County, MD",24009,21,90613,23.2,26.3
,"Caroline County, MD",24011,11,32538,Unreliable,Unreliable
,"Carroll County, MD",24013,35,167830,20.9,20.2
,"Cecil County, MD",24015,36,102383,35.2,36.9
,"Charles County, MD",24017,23,154747,14.9,14.2
,"Frederick County, MD",24021,43,243675,17.6,18
,"Harford County, MD",24025,46,250105,18.4,18.1
,"Howard County, MD",24027,20,309284,6.5,6.5
,"Montgomery County, MD",24031,73,1030447,7.1,7
,"Prince George's County, MD",24033,67,904430,7.4,7.3
,"Queen Anne's County, MD",24035,11,48804,Unreliable,Unreliable
,"St. Mary's County, MD",24037,11,110382,Unreliable,Unreliable
,"Washington County, MD",24043,46,149573,30.8,31
,"Wicomico County, MD",24045,15,101539,Unreliable,Unreliable
,"Worcester County, MD",24047,10,51675,Unreliable,Unreliable
,"Baltimore city, MD",24510,263,622793,42.2,41.1
,"Barnstable County, MA",25001,55,214914,25.6,31.4
,"Berkshire County, MA",25003,28,128715,21.8,26.9
,"Bristol County, MA",25005,164,554194,29.6,29.5
,"Essex County, MA",25009,190,769091,24.7,26.3
,"Franklin County, MA",25011,11,70862,Unreliable,Unreliable
,"Hampden County, MA",25013,62,468161,13.2,13
,"Hampshire County, MA",25015,24,160939,14.9,16.9
,"Middlesex County, MA",25017,260,1570315,16.6,15.9
,"Norfolk County, MA",25021,123,692254,17.8,18.4
,"Plymouth County, MA",25023,99,507022,19.5,21.9
,"Suffolk County, MA",25025,131,767254,17.1,16.8
,"Worcester County, MA",25027,136,813475,16.7,16.7
,"Allegan County, MI",26005,25,113847,22,21.2
,"Bay County, MI",26017,17,106179,Unreliable,Unreliable
,"Berrien County, MI",26021,33,155233,21.3,23.2
,"Calhoun County, MI",26025,30,134878,22.2,21.8
,"Eaton County, MI",26045,14,108579,Unreliable,Unreliable
,"Genesee County, MI",26049,57,412895,13.8,13.9
,"Ingham County, MI",26065,55,284582,19.3,19.8
,"Ionia County, MI",26067,15,64294,Unreliable,Unreliable
,"Jackson County, MI",26075,13,159741,Unreliable,Unreliable
,"Kalamazoo County, MI",26077,37,258818,14.3,14.2
,"Kent County, MI",26081,60,629237,9.5,9.4
,"Lenawee County, MI",26091,21,99047,21.2,20.4
,"Livingston County, MI",26093,50,185596,26.9,28.6
,"Macomb County, MI",26099,252,860112,29.3,28.5
,"Monroe County, MI",26115,37,149824,24.7,24.9
,"Muskegon County, MI",26121,52,172344,30.2,31.4
,"Oakland County, MI",26125,129,1237868,10.4,10.3
,"Ottawa County, MI",26139,31,276292,11.2,12.2
,"Saginaw County, MI",26145,41,195012,21,22.2
,"St. Clair County, MI",26147,44,160078,27.5,30
,"Van Buren County, MI",26159,11,75199,Unreliable,Unreliable
,"Washtenaw County, MI",26161,65,356874,18.2,18.2
,"Wayne County, MI",26163,457,1764804,25.9,26.2
,"Anoka County, MN",27003,27,341864,7.9,8
,"Clay County, MN",27027,10,61286,Unreliable,Unreliable
,"Dakota County, MN",27037,30,412529,7.3,7.4
,"Hennepin County, MN",27053,133,1212064,11,10.7
,"Olmsted County, MN",27109,16,150287,Unreliable,Unreliable
,"Ramsey County, MN",27123,59,532655,11.1,11.7
,"St. Louis County, MN",27137,33,200949,16.4,17.3
,"Sherburne County, MN",27141,12,91126,Unreliable,Unreliable
,"Stearns County, MN",27145,13,152912,Unreliable,Unreliable
,"Washington County, MN",27163,24,249283,9.6,10
,"DeSoto County, MS",28033,22,170913,12.9,12.5
,"Harrison County, MS",28047,47,199058,23.6,23.5
,"Jackson County, MS",28059,31,141137,22,23.2
,"Madison County, MS",28089,15,101688,Unreliable,Unreliable
,"Rankin County, MS",28121,13,148070,Unreliable,Unreliable
,"Boone County, MO",29019,16,172717,Unreliable,Unreliable
,"Buchanan County, MO",29021,13,89486,Unreliable,Unreliable
,"Butler County, MO",29023,14,42972,Unreliable,Unreliable
,"Cass County, MO",29037,15,100889,Unreliable,Unreliable
,"Christian County, MO",29043,10,82101,Unreliable,Unreliable
,"Clay County, MO",29047,21,233682,9,9.1
,"Dunklin County, MO",29069,12,31344,Unreliable,Unreliable
,"Franklin County, MO",29071,26,102084,25.5,27.5
,"Greene County, MO",29077,64,285865,22.4,22.9
,"Jackson County, MO",29095,110,683191,16.1,16.3
,"Jasper County, MO",29097,21,117543,17.9,18.6
,"Jefferson County, MO",29099,71,222716,31.9,31.3
,"Lincoln County, MO",29113,11,54249,Unreliable,Unreliable
,"St. Charles County, MO",29183,67,379493,17.7,18.2
,"St. Francois County, MO",29187,30,65960,45.5,44.6
,"St. Louis County, MO",29189,189,1001876,18.9,20.1
,"St. Louis city, MO",29510,120,317419,37.8,34.6
,"Flathead County, MT",30029,12,94924,Unreliable,Unreliable
,"Missoula County, MT",30063,13,112684,Unreliable,Unreliable
,"Yellowstone County, MT",30111,21,155634,13.5,12.6
,"Douglas County, NE",31055,49,543244,9,9.3
,"Lancaster County, NE",31109,24,301795,8,8.8
,"Sarpy County, NE",31153,10,172193,Unreliable,Unreliable
,"Clark County, NV",32003,403,2069681,19.5,18.8
,"Douglas County, NV",32005,11,47536,Unreliable,Unreliable
,"Nye County, NV",32023,10,42282,Unreliable,Unreliable
,"Washoe County, NV",32031,80,440078,18.2,17.4
,"Carson City, NV",32510,12,54522,Unreliable,Unreliable
,"Belknap County, NH",33001,11,60305,Unreliable,Unreliable
,"Cheshire County, NH",33005,16,76115,Unreliable,Unreliable
,"Coos County, NH",33007,12,31653,Unreliable,Unreliable
,"Grafton County, NH",33009,14,89658,Unreliable,Unreliable
,"Hillsborough County, NH",33011,110,405184,27.1,26.5
,"Merrimack County, NH",33013,41,147171,27.9,30.7
,"Rockingham County, NH",33015,70,300621,23.3,24.7
,"Strafford County, NH",33017,45,125604,35.8,39.3
,"Atlantic County, NJ",34001,62,275209,22.5,22.8
,"Bergen County, NJ",34003,88,933572,9.4,9.4
,"Burlington County, NJ",34005,73,449722,16.2,16.8
,"Camden County, NJ",34007,130,511038,25.4,25.9
,"Cape May County, NJ",34009,17,95344,Unreliable,Unreliable
,"Cumberland County, NJ",34011,29,157389,18.4,18.4
,"Essex County, NJ",34013,94,795723,11.8,11.4
,"Gloucester County, NJ",34015,65,290951,22.3,24
,"Hudson County, NJ",34017,51,669115,7.6,7.2
,"Hunterdon County, NJ",34019,15,126067,Unreliable,Unreliable
,"Mercer County, NJ",34021,44,371537,11.8,11.3
,"Middlesex County, NJ",34023,116,836297,13.9,13.3
,"Monmouth County, NJ",34025,109,629279,17.3,18.4
,"Morris County, NJ",34027,53,499727,10.6,11.5
,"Ocean County, NJ",34029,133,586301,22.7,26.6
,"Passaic County, NJ",34031,51,508856,10,10.3
,"Salem County, NJ",34033,10,64715,Unreliable,Unreliable
,"Somerset County, NJ",34035,34,332568,10.2,10
,"Sussex County, NJ",34037,14,144909,Unreliable,Unreliable
,"Union County, NJ",34039,47,552939,8.5,8.3
,"Warren County, NJ",34041,18,106917,Unreliable,Unreliable
,"Bernalillo County, NM",35001,198,675551,29.3,28.3
,"Dona Ana County, NM",35013,37,213676,17.3,20.4
,"Eddy County, NM",35015,16,56395,Unreliable,Unreliable
,"Lea County, NM",35025,11,69999,Unreliable,Unreliable
,"Otero County, NM",35035,16,65082,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,40,39777,100.6,113.4
,"Sandoval County, NM",35043,35,137608,25.4,27.6
,"San Juan County, NM",35045,22,123785,17.8,19.9
,"San Miguel County, NM",35047,12,28239,Unreliable,Unreliable
,"Santa Fe County, NM",35049,46,148164,31,32.3
,"Valencia County, NM",35061,20,75817,26.4,26.4
,"Albany County, NY",36001,38,308171,12.3,12.3
,"Bronx County, NY",36005,141,1438159,9.8,9.9
,"Broome County, NY",36007,38,197349,19.3,20.2
,"Chautauqua County, NY",36013,18,132053,Unreliable,Unreliable
,"Chemung County, NY",36015,10,87770,Unreliable,Unreliable
,"Clinton County, NY",36019,11,81632,Unreliable,Unreliable
,"Dutchess County, NY",36027,48,296579,16.2,17.1
,"Erie County, NY",36029,148,922835,16,15.6
,"Greene County, NY",36039,11,47967,Unreliable,Unreliable
,"Jefferson County, NY",36045,17,119103,Unreliable,Unreliable
,"Kings County, NY",36047,222,2621793,8.5,8.4
,"Madison County, NY",36053,12,72369,Unreliable,Unreliable
,"Monroe County, NY",36055,112,749857,14.9,14.8
,"Nassau County, NY",36059,173,1358627,12.7,13.1
,"New York County, NY",36061,166,1636268,10.1,9.1
,"Niagara County, NY",36063,36,213525,16.9,15.4
,"Oneida County, NY",36065,41,232871,17.6,19
,"Onondaga County, NY",36067,78,468196,16.7,16.2
,"Ontario County, NY",36069,14,109707,Unreliable,Unreliable
,"Orange County, NY",36071,69,376099,18.3,19.3
,"Oswego County, NY",36075,18,120913,Unreliable,Unreliable
,"Putnam County, NY",36079,16,99487,Unreliable,Unreliable
,"Queens County, NY",36081,151,2321580,6.5,6
,"Rensselaer County, NY",36083,10,159774,Unreliable,Unreliable
,"Richmond County, NY",36085,85,473279,18,17.7
,"Rockland County, NY",36087,22,323866,6.8,8
,"St. Lawrence County, NY",36089,12,111400,Unreliable,Unreliable
,"Saratoga County, NY",36091,25,224921,11.1,11.4
,"Steuben County, NY",36101,13,98394,Unreliable,Unreliable
,"Suffolk County, NY",36103,261,1502968,17.4,18
,"Sullivan County, NY",36105,21,75943,27.7,26.5
,"Tioga County, NY",36107,14,49870,Unreliable,Unreliable
,"Tompkins County, NY",36109,15,104691,Unreliable,Unreliable
,"Ulster County, NY",36111,22,180445,12.2,13.4
,"Westchester County, NY",36119,94,972634,9.7,9.4
,"Alamance County, NC",37001,21,155792,13.5,13.3
,"Bladen County, NC",37017,11,34657,Unreliable,Unreliable
,"Brunswick County, NC",37019,22,118836,18.5,24.3
,"Buncombe County, NC",37021,39,250539,15.6,15.9
,"Burke County, NC",37023,28,89486,31.3,33.7
,"Cabarrus County, NC",37025,26,192103,13.5,13.7
,"Caldwell County, NC",37027,17,81484,Unreliable,Unreliable
,"Carteret County, NC",37031,19,68811,Unreliable,Unreliable
